zipcode,sources,pdb_org_id,state,city,region,url,longitude,prefixes,latitude,pch_id,ix_id,country,address,name,iata,alternatenames,geo_id,org_id,pdb_id
,"['pdb', 'he']",29760,,Frankfurt,Europe,http://bee-ix.rudaki.net/,,"{'ipv4': [], 'ipv6': ['2001:7f8:11f:be00::/64']}",,,1707,UA,,BEE-IX,,['BEE-IX Internet Exchanges'],,29760,4105
BD1 2HB,"['pdb', 'he']",24546,West Yorkshire,Bradford,Europe,https://bfd-ix.net,,"{'ipv4': ['185.1.136.0/24'], 'ipv6': ['2001:7f8:da::/64']}",,,1104,GB,,BFD-IX,,[],2654993,24546,3098
,"['pdb', 'pch']",14212,,Bobo-Dioulasso,Africa,https://bfix.bf,-4.33765,"{'ipv4': ['196.60.76.0/24'], 'ipv6': ['2001:43f8:b60:1::/64']}",11.17609,2252,1296,BF,,BFIX Bobo-Dioulasso,BOY,['Burkina Faso Internet Exchange Point (BFIX) Bobo'],2362344,14212,3401
,"['pdb', 'pch']",14212,,Ouagadougou,Africa,https://www.bfix.bf,,"{'ipv4': ['196.13.207.128/26', '196.223.47.0/24'], 'ipv6': ['2001:43f8:b60::/64']}",,1839,1066,BF,,BFIX Ouagadougou,OUA,['Burkina Faso Internet Exchange Point (BFIX) Ouaga'],2357048,14212,2729
,"['pdb', 'he']",27398,,,North America,https://www.bgp.exchange,,"{'ipv4': [], 'ipv6': ['2407:c280:ee::/64']}",,,1343,,,BGP.Exchange,,[],,27398,3478
,['pdb'],27398,,Accra,Africa,https://bgp.exchange,-0.17000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:71::/64']}",5.60000,,1588,GH,,BGP.Exchange - Accra,,[],2306104,27398,3940
,['pdb'],27398,,Adelaide,Asia-Pacific,https://bgp.exchange,138.52000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:2::/64']}",-34.93000,,1524,AU,,BGP.Exchange - Adelaide,,[],2078025,27398,3817
,['pdb'],27398,,Amsterdam,Europe,https://bgp.exchange,4.77000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:11::/64']}",52.30000,,1525,NL,,BGP.Exchange - Amsterdam,,[],2759794,27398,3822
,['pdb'],27398,,Athens,Europe,https://bgp.exchange,23.70000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:70::/64']}",37.90000,,1589,GR,,BGP.Exchange - Athens,,[],264371,27398,3939
,['pdb'],27398,,Atlanta,North America,https://bgp.exchange,-84.40000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:38::/64']}",33.86000,,1526,US,,BGP.Exchange - Atlanta,,[],4180439,27398,3839
,['pdb'],27398,,Auckland,Asia-Pacific,https://bgp.exchange,174.80000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:20::/64']}",-37.02000,,1527,NZ,,BGP.Exchange - Auckland,,[],2193733,27398,3827
,['pdb'],27398,,Bangalore,Asia-Pacific,https://bgp.exchange,77.65000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:4::/64']}",12.95000,,1590,IN,,BGP.Exchange - Bangalore,,[],1277333,27398,3907
,['pdb'],27398,,Bangkok,Asia-Pacific,https://bgp.exchange,100.60000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:59::/64']}",13.92000,,1591,TH,,BGP.Exchange - Bangkok,,[],1609350,27398,3928
,['pdb'],27398,,Barcelona,Europe,https://bgp.exchange,2.07000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:29::/64']}",41.28000,,1528,ES,,BGP.Exchange - Barcelona,,[],3128760,27398,3832
,['pdb'],27398,,Berlin,Europe,https://bgp.exchange,13.52000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:13::/64']}",52.38000,,1592,DE,,BGP.Exchange - Berlin,,[],2950159,27398,3912
,['pdb'],27398,,Bogata,,https://bgp.exchange,,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:61::/64']}",,,1593,CO,,BGP.Exchange - Bogata,,[],,27398,3930
,['pdb'],27398,,Brisbane,Asia-Pacific,https://bgp.exchange,153.10001,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:51::/64']}",-27.38000,,1529,AU,,BGP.Exchange - Brisbane,,[],2174003,27398,3849
,['pdb'],27398,,Brussels,Europe,https://bgp.exchange,4.53000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:23::/64']}",50.90000,,1594,BE,,BGP.Exchange - Brussels,,[],2800866,27398,3917
,['pdb'],27398,,Bucharest,Europe,https://bgp.exchange,26.13000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:28::/64']}",44.50000,,1595,RO,,BGP.Exchange - Bucharest,,[],683506,27398,3919
,['pdb'],27398,,Buenos Aires,Latin America,https://bgp.exchange,-58.42000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:62::/64']}",-34.57000,,1596,AR,,BGP.Exchange - Buenos Aires,,[],3435910,27398,3931
,['pdb'],27398,,Cairo,Africa,https://bgp.exchange,31.40000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:42::/64']}",30.13000,,1597,EG,,BGP.Exchange - Cairo,,[],360630,27398,3924
,['pdb'],27398,,Cape Town,Africa,https://bgp.exchange,18.60000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:17::/64']}",-33.98000,,1598,ZA,,BGP.Exchange - Cape Town,,[],3369157,27398,3914
,['pdb'],27398,,Chicago,North America,https://bgp.exchange,-87.65000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:39::/64']}",41.85000,,1599,US,,BGP.Exchange - Chicago,,[],4887398,27398,3922
,['pdb'],27398,,Dhaka,Asia-Pacific,https://bgp.exchange,90.38000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:60::/64']}",23.77000,,1600,BD,,BGP.Exchange - Dhaka,,[],1185241,27398,3929
,['pdb'],27398,,Düsseldorf,Europe,https://bgp.exchange,6.76000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:46::/64']}",51.28000,,1530,DE,,BGP.Exchange - Dusseldorf,,[],2934246,27398,3844
,['pdb'],27398,CE,Fortaleza,Latin America,https://bgp.exchange,-38.53000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:63::/64']}",-3.78000,,1601,BR,,BGP.Exchange - Fortaleza,,[],3399415,27398,3932
,['pdb'],27398,,Frankfurt,Europe,https://bgp.exchange,8.68000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:24::/64']}",50.12000,,1531,DE,,BGP.Exchange - Frankfurt,,[],2925533,27398,3829
,['pdb'],27398,,Fremont,North America,https://bgp.exchange,-122.00044,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:22::/64']}",37.56283,,1532,US,,BGP.Exchange - Fremont,,[],5350734,27398,3828
,['pdb'],27398,,Hong Kong,Asia-Pacific,https://bgp.exchange,114.18000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:16::/64']}",22.33000,,1533,CN,,BGP.Exchange - Hong Kong,,[],1819729,27398,3825
,['pdb'],27398,,Houston,North America,https://bgp.exchange,-95.35000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:31::/64']}",29.75000,,1534,US,,BGP.Exchange - Houston,,[],4699066,27398,3834
,['pdb'],27398,,Jacksonville,North America,https://bgp.exchange,-81.65565,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:47::/64']}",30.33218,,1535,US,,BGP.Exchange - Jacksonville,,[],4160021,27398,3845
,['pdb'],27398,,Jersey City,,https://bgp.exchange,,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:6::/64']}",,,1602,US,,BGP.Exchange - Jersey City,,[],5099836,27398,3909
,['pdb'],27398,,Johannesburg,Africa,https://bgp.exchange,28.23000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:45::/64']}",-26.13000,,1536,ZA,,BGP.Exchange - Johannesburg,,[],993800,27398,3843
,['pdb'],27398,,Kansas,,https://bgp.exchange,,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:32::/64']}",,,1537,US,,BGP.Exchange - Kansas,,[],4540051,27398,3835
,['pdb'],27398,,Kyiv,Europe,https://bgp.exchange,30.52102,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:54::/64']}",50.51482,,1603,UA,,BGP.Exchange - Kyiv,,[],703448,27398,3925
,['pdb'],27398,,Lagos,Africa,https://bgp.exchange,3.35000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:53::/64']}",6.55000,,1538,NG,,BGP.Exchange - Lagos,,[],2332459,27398,3851
,['pdb'],27398,,Las Vegas,North America,https://bgp.exchange,-115.11897,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:48::/64']}",35.99463,,1539,US,,BGP.Exchange - Las Vegas,,[],5506956,27398,3846
,['pdb'],27398,,Lima,Latin America,https://bgp.exchange,-77.12000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:65::/64']}",-12.00000,,1604,PE,,BGP.Exchange - Lima,,[],3936456,27398,3934
,['pdb'],27398,,London,Europe,https://bgp.exchange,-0.45000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:10::/64']}",51.48000,,1540,GB,,BGP.Exchange - London,,[],2643743,27398,3821
,['pdb'],27398,,Los Angeles,North America,https://bgp.exchange,-118.25000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:3::/64']}",33.97000,,1541,US,,BGP.Exchange - Los Angeles,,[],5368361,27398,3818
,['pdb'],27398,,Lyon,Europe,https://bgp.exchange,4.95000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:75::/64']}",45.72000,,1786,FR,,BGP.Exchange - Lyon,,[],2996944,27398,4245
,['pdb'],27398,,Madrid,Europe,https://bgp.exchange,-3.70000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:36::/64']}",40.43000,,1605,ES,,BGP.Exchange - Madrid,,[],3117735,27398,3920
,['pdb'],27398,,Manila,Asia-Pacific,https://bgp.exchange,120.95000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:58::/64']}",14.58000,,1606,PH,,BGP.Exchange - Manila,,[],1701668,27398,3927
,['pdb'],27398,,Melbourne,Asia-Pacific,https://bgp.exchange,144.97000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:1::/64']}",-37.82000,,1542,AU,,BGP.Exchange - Melbourne,,[],2158177,27398,3816
,['pdb'],27398,,Ciudad de Mexico,Latin America,https://bgp.exchange,-99.12140,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:66::/64']}",19.45105,,1607,MX,,BGP.Exchange - Mexico City,,[],3530597,27398,3935
,['pdb'],27398,Orlando,Miami,North America,https://bgp.exchange,-80.29000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:40::/64']}",25.83000,,1608,US,,BGP.Exchange - Miami,,[],4164138,27398,3923
,['pdb'],27398,,Montreal,North America,https://bgp.exchange,-73.75000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:5::/64']}",45.47000,,1609,CA,,BGP.Exchange - Montreal,,[],6077243,27398,3908
,['pdb'],27398,,Moscow,Europe,https://bgp.exchange,37.60000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:18::/64']}",55.75000,,1543,RU,,BGP.Exchange - Moscow,,[],524901,27398,3826
,['pdb'],27398,,Mumbai,Asia-Pacific,https://bgp.exchange,72.80000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:43::/64']}",19.00000,,1544,IN,,BGP.Exchange - Mumbai,,[],1275339,27398,3841
,['pdb'],27398,New Jersey,New York,North America,https://bgp.exchange,-74.00000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:50::/64']}",40.75000,,1545,US,,BGP.Exchange - New York,,[],5128581,27398,3848
,['pdb'],27398,,Oslo,Europe,https://bgp.exchange,10.70000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:30::/64']}",59.95000,,1546,NO,,BGP.Exchange - Oslo,,[],3143244,27398,3833
,['pdb'],27398,,Panama City,Latin America,https://bgp.exchange,-79.53000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:67::/64']}",8.97000,,1610,PA,,BGP.Exchange - Panama City,,[],3703443,27398,3936
,['pdb'],27398,,Paris,Europe,https://bgp.exchange,2.33000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:14::/64']}",48.80000,,1611,FR,,BGP.Exchange - Paris,,[],2988507,27398,3913
,['pdb'],27398,,Perth,Asia-Pacific,https://bgp.exchange,115.95000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:52::/64']}",-31.93000,,1547,AU,,BGP.Exchange - Perth,,[],2063523,27398,3850
,['pdb'],27398,UIO,Quito,Latin America,https://bgp.exchange,-78.48000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:69::/64']}",-0.15000,,1612,EC,,BGP.Exchange - Quito,,[],3652462,27398,3938
,['pdb'],27398,,Riga,Europe,https://bgp.exchange,24.05000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:37::/64']}",56.97000,,1613,LV,,BGP.Exchange - Riga,,[],456172,27398,3921
,['pdb'],27398,RJ,Rio de Janeiro,Latin America,https://bgp.exchange,-43.17000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:64::/64']}",-22.90000,,1614,BR,,BGP.Exchange - Rio de Janeiro,,[],3451190,27398,3933
,['pdb'],27398,,Riyadh,Europe,https://bgp.exchange,46.72000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:57::/64']}",24.72000,,1615,SA,,BGP.Exchange - Riyadh,,[],108410,27398,3926
,['pdb'],27398,,Rome,Europe,https://bgp.exchange,12.45000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:15::/64']}",41.90000,,1548,IT,,BGP.Exchange - Rome,,[],3169070,27398,3824
,['pdb'],27398,,Santiago,Latin America,https://bgp.exchange,-70.78000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:68::/64']}",-33.38000,,1616,CL,,BGP.Exchange - Santiago,,[],3871336,27398,3937
,['pdb'],27398,SP,São Paulo,Latin America,https://bgp.exchange,-46.65000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:19::/64']}",-23.62000,,1617,BR,,BGP.Exchange - Sao Paulo,,[],3448439,27398,3915
,['pdb'],27398,,Seattle,North America,https://bgp.exchange,-122.33000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:49::/64']}",47.61000,,1549,US,,BGP.Exchange - Seattle,,[],5809844,27398,3847
,['pdb'],27398,,Seoul,Asia-Pacific,https://bgp.exchange,126.93000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:8::/64']}",37.50000,,1618,KR,,BGP.Exchange - Seoul,,[],1835848,27398,3910
,['pdb'],27398,,Shanghai,Asia Pacific,https://bgp.exchange,,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:26::/64']}",,,1619,CN,,BGP.Exchange - Shanghai,,[],1796236,27398,3918
,['pdb'],27398,,Singapore,Asia-Pacific,https://bgp.exchange,103.98000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:7::/64']}",1.37000,,1550,SG,,BGP.Exchange - Singapore,,[],1880252,27398,3820
,['pdb'],27398,,Sofia,Europe,https://bgp.exchange,23.38000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:34::/64']}",42.65000,,1551,BG,,BGP.Exchange - Sofia,,[],727011,27398,3837
,['pdb'],27398,,Sydney,Asia-Pacific,https://bgp.exchange,151.17999,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:12::/64']}",-33.95000,,1552,AU,,BGP.Exchange - Sydney,,[],2147714,27398,3823
,['pdb'],27398,,Tel Aviv,Europe,https://bgp.exchange,34.90000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:41::/64']}",32.00000,,1553,IL,,BGP.Exchange - Tel-Aviv,,[],293397,27398,3840
,['pdb'],27398,,Tokyo,Asia-Pacific,https://bgp.exchange,139.78000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:9::/64']}",35.55000,,1620,JP,,BGP.Exchange - Tokyo,,[],1850147,27398,3911
,['pdb'],27398,,Toronto,North America,https://bgp.exchange,-79.40000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:33::/64']}",43.67000,,1554,CA,,BGP.Exchange - Toronto,,[],6167865,27398,3836
,['pdb'],27398,,Valdivia,,https://bgp.exchange,,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:44::/64']}",,,1555,CL,,BGP.Exchange - Valdivia,,[],3868707,27398,3842
,['pdb'],27398,,Vancouver,North America,https://bgp.exchange,-123.17000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:21::/64']}",49.18000,,1621,CA,,BGP.Exchange - Vancouver,,[],6173331,27398,3916
,['pdb'],27398,,Vilnius,Europe,https://bgp.exchange,25.28000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:35::/64']}",54.63000,,1556,LT,,BGP.Exchange - Vilnius,,[],593116,27398,3838
,['pdb'],27398,,Warsaw,Europe,https://bgp.exchange,21.00000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:27::/64']}",52.23000,,1557,PL,,BGP.Exchange - Warsaw,,[],756135,27398,3831
,['pdb'],27398,,Zurich,Europe,https://bgp.exchange,8.53000,"{'ipv4': [], 'ipv6': ['2a0e:8f01:1000:25::/64']}",47.48000,,1558,CH,,BGP.Exchange - Zurich,,[],2657896,27398,3830
,"['pdb', 'he']",33790,,London,Europe,https://bgp.haus/,-0.45000,"{'ipv4': [], 'ipv6': ['2a07:54c1:3301::/64']}",51.48000,,1667,GB,,BGPHaus,,[],2643743,33790,4073
,"['pdb', 'he']",14803,,,Asia-Pacific,http://www.biznetnetworks.com,,"{'ipv4': ['218.100.64.128/25'], 'ipv6': ['2001:de8:11:3806::/64']}",,,1297,ID,,BIX Denpasar 1,,['Biznet Internet Exchange'],1645528,14803,3340
,['pdb'],14803,,,,http://www.biznetnetworks.com,,"{'ipv4': ['218.100.64.0/25'], 'ipv6': []}",,,1298,ID,,BIX Denpasar 2,,['Biznet Internet Exchange'],1645528,14803,3341
,"['pdb', 'he']",14803,,,Asia Pacific,http://www.biznetnetworks.com,,"{'ipv4': ['218.100.62.128/25'], 'ipv6': []}",,,1299,ID,,BIX Malang,,['Biznet Internet Exchange'],1636722,14803,3338
,"['pdb', 'he']",14803,,,Asia Pacific,http://www.biznetnetworks.com,,"{'ipv4': ['218.100.63.0/25'], 'ipv6': []}",,,1300,ID,,BIX Semarang,,['Biznet Internet Exchange'],1627896,14803,3339
,"['pdb', 'he']",14803,,,Asia-Pacific,http://www.biznetnetworks.com,,"{'ipv4': ['218.100.62.0/25'], 'ipv6': ['2001:de8:12:380::/64']}",,,1301,ID,,BIX Surabaya,,['Biznet Internet Exchange'],1625822,14803,3337
,"['pdb', 'he', 'pch']",690,Sofia,Sofia,Europe,https://www.bix.bg/,23.38000,"{'ipv4': ['193.169.198.0/23'], 'ipv6': ['2001:7f8:58::/64', '2001:7f8:58::/48']}",42.65000,1137,77,BG,,Bulgarian Internet eXchange,SOF,"['BIX.BG - Bulgarian Internet eXchange', 'BIX.BG']",727011,690,331
,"['pdb', 'he', 'pch']",10774,,Chiang Mai,Asia-Pacific,https://bknix.co.th,98.66272,"{'ipv4': ['203.159.67.0/26'], 'ipv6': ['2001:deb:0:671::/64']}",18.90629,2337,1559,TH,,BKNIX Chiang Mai,,[],1153671,10774,3303
,['he'],,,Brussels,Europe,https://www.bnix.net,4.53000,"{'ipv4': ['194.53.172.0/25'], 'ipv6': ['2001:7f8:26::/64', '2001:7f8:26:8000::/64']}",50.90000,,1622,BE,,BNIX,,[],2800866,,
,"['pdb', 'he', 'pch']",6745,Bremen,Bremen,Europe,https://brem-ix.net/,,"{'ipv4': ['185.1.35.0/24'], 'ipv6': ['2001:7f8:92::/64']}",,1855,52,DE,,BREM-IX,,['Bremen Internet Exchange'],2944388,6745,796
,"['pdb', 'he']",17398,,Dhaka,Asia-Pacific,http://www.btclix.gov.bd,90.38000,"{'ipv4': ['103.110.212.0/22'], 'ipv6': []}",23.77000,,1345,BD,,BTCL IX,,['Bangladesh Telecommunications Company Limited (BTCL) IX'],1185241,17398,3480
76131,"['pdb', 'he', 'pch']",25469,Baden-Württemberg,Karlsruhe,Europe,http://www.bw-ix.net/,,"{'ipv4': ['185.1.61.0/24'], 'ipv6': ['2001:7f8:9d::/64']}",,2205,53,DE,Zirkel 2,Baden-Württemberg Internet Exchange,,"['Baden-Württemberg Internet Exchange - Karlsruhe', 'BW-IX Karlsruhe']",2892794,25469,1421
,"['pdb', 'he', 'pch']",11781,,,Europe,http://www.balcan-ix.net,,"{'ipv4': ['80.97.248.0/24', '80.97.248.0/23'], 'ipv6': ['2a02:d10:80::/64']}",,1385,56,,,Balcan-IX,,['BALCAN-IX'],,11781,372
,"['pdb', 'he', 'pch']",15198,Denpasar,,Asia-Pacific,https://www.iix.net.id/,,"{'ipv4': ['218.100.33.0/24', '103.195.158.0/24'], 'ipv6': ['2001:df3:4600:7597::/64']}",,2165,1018,ID,,Bali Internet eXchange,,['IIX-Bali'],1645528,15198,2622
,"['pdb', 'pch']",7639,,Sofia,Europe,http://www.b-ix.net/,,"{'ipv4': ['217.174.157.0/24', '185.1.30.0/24'], 'ipv6': ['2001:7f8:8e::/118', '2001:7f8:8e::/48']}",,1194,57,BG,,Balkan Internet Exchange,,['B-IX'],727011,7639,326
,"['pdb', 'he', 'pch']",18261,,,Europe,http://www.balt-ix.lt,,"{'ipv4': ['77.241.206.0/24'], 'ipv6': ['2001:1ab8:8486::/64']}",,2012,58,,,Baltic Internet Exchange,,['BALT-IX'],,18261,2005
,"['pdb', 'he', 'pch']",10774,Samut Prakan Province,,Asia-Pacific,https://bknix.co.th,,"{'ipv4': ['203.159.68.0/23'], 'ipv6': ['2001:deb:0:68::/64']}",,1866,59,TH,,Bangkok Neutral Internet Exchange,BKK,['BKNIX'],,10774,1025
,"['pdb', 'pch']",473,,Dhaka,Asia-Pacific,http://www.bdix.net,90.38000,"{'ipv4': ['103.151.196.0/23'], 'ipv6': ['2001:df3:d680::/64']}",23.77000,16,60,BD,,Bangladesh Internet Exchange,DAC,"['Bangladesh Internet Exchange Trust', 'BDIX']",1185241,473,2516
,['pdb'],32956,Central Java,,,https://banyumasix.id,,"{'ipv4': ['5.181.178.224/27'], 'ipv6': ['2a10:cc40:111::/64']}",,,1623,ID,,Banyumas Internet Exchange,,[],,32956,3941
,['he'],,,Banyumas,Asia Pacific,https://banyumasix.id,,"{'ipv4': ['45.137.96.0/25', '5.181.178.224/27'], 'ipv6': ['2a10:cc40:111::/64']}",,,1787,ID,,Banyumas Internet Exchange,,[],1650095,,
,"['pdb', 'he']",29004,,,,https://ix.baoshuo.ren,,"{'ipv4': [], 'ipv6': ['2406:840:e08f:10::/64']}",,,1387,,,Baoshuo Internet Exchange,,['Baoshuo Education and Research Internet Exchange'],,29004,3574
,"['pdb', 'pch']",23648,,,Asia-Pacific,https://batamix.net,,"{'ipv4': ['27.124.88.0/24'], 'ipv6': ['2405:aac0:212::/64']}",,2152,1303,ID,,Batam Internet Exchange - Batam,,"['BatamIX Batam', 'Batam Internet Exchange']",,23648,3365
,"['pdb', 'pch']",23648,,,Asia-Pacific,https://batamix.net,,"{'ipv4': ['27.124.87.0/24'], 'ipv6': ['2402:d680:1000:4::/64']}",,2282,1037,ID,,Batam Internet Exchange - Jakarta,,"['BatamIX Jakarta', 'Batam Internet Exchange']",,23648,2670
,['he'],,,Jakarta,Asia-Pacific,https://batamix.net,106.82944,"{'ipv4': ['27.124.87.0/24', '27.124.88.0/24'], 'ipv6': ['2402:d680:1000:4::/64', '2405:aac0:212::/64']}",-6.17444,,1302,ID,,BatamIX,,[],1642911,,
,['pch'],,,Beijing,Asia-Pacific,,116.28000,"{'ipv4': [], 'ipv6': []}",39.93000,43,61,CN,,Beijing National Internet Exchange Center,,[],1816670,,
11-7503,"['pdb', 'he', 'pch']",14522,,Beirut,Europe,http://www.beirutix.net,35.48000,"{'ipv4': ['198.32.157.0/25', '185.91.96.0/22', '198.32.157.0/24'], 'ipv6': ['2001:7f8:52::/64', '2001:7f8:52::/48']}",33.82000,693,62,LB,Berytech Technology Pole - ESIB - BeirutMar Roukoz,Beirut Internet Exchange,BEY,"['Beirut Internet Exchange - Lebanon', 'Beirut IX']",276781,14522,1354
,"['pdb', 'he', 'pch']",598,,Minsk,Europe,http://www.ntec.by,27.45489,"{'ipv4': ['195.137.180.0/24'], 'ipv6': ['2001:7f8:8b::/64']}",53.88401,1812,55,BY,,Belarus National Internet Exchange Point,,"['Belarusian Internet Exchange', 'BY-IX']",625144,598,275
,"['pdb', 'pch']",214,,Brussels,Europe,https://www.bnix.net,,"{'ipv4': ['194.53.172.0/24'], 'ipv6': ['2001:7f8:26::/64']}",,17,63,BE,,Belgian National Internet Exchange,,"['Belgian National Internet eXchange', 'BNIX']",2800866,214,59
,"['pdb', 'he', 'pch']",16302,,,Europe,https://belgiumix.net/,,"{'ipv4': ['185.1.127.0/24'], 'ipv6': ['2001:7f8:d2::/64']}",,2104,977,BE,,Belgium Internet Exchange,,['BelgiumIX'],,16302,2496
,['pch'],,,Belize City,Latin America,,-88.20404,"{'ipv4': ['10.31.2.0/24'], 'ipv6': []}",17.51587,1918,64,BZ,,Belize Internet Exchange Point,BZE,[],3582677,,
,"['pdb', 'he', 'pch']",10706,,Cotonou,Africa,http://www.benin-ix.org.bj,2.39768,"{'ipv4': ['196.223.40.0/24'], 'ipv6': []}",6.36183,1838,65,BJ,,Benin-IX,COO,"['Benin IX', 'BENIN-IX']",2394819,10706,1017
5006 Bergen,"['pdb', 'he', 'pch']",14855,Norway,Bergen,Europe,https://www.nix.no/,,"{'ipv4': ['193.156.125.0/24', '185.1.65.128/27'], 'ipv6': ['2001:7f8:12:4::/64']}",,1507,66,NO,HøyteknologisenteretThormøhlens gate 55,Bergen Internet Exchange,,['BIX Bergen'],3161732,14855,582
,"['pdb', 'pch']",9771,,,Europe,https://www.bcix.de/,,"{'ipv4': ['193.178.185.0/24'], 'ipv6': ['2001:7f8:19:1::/64']}",,80,67,DE,,Berlin Commercial Internet Exchange,BER,['BCIX'],,9771,87
,"['pdb', 'he']",31725,,,Asia Pacific,https://bertuahix.net,,"{'ipv4': ['103.191.61.0/26', '103.191.61.64/27', '103.191.61.64/26'], 'ipv6': ['2406:20c0:e000:3e8::/64', '2406:20c0:e000:3e7::/64', '2001:df1:7140::/64']}",,,1624,ID,,BertuahIX,,['Bertuah Internet Exchange'],,31725,3904
,"['pdb', 'he']",18786,,Mumbai,Asia-Pacific,http://www.bharatix.net,72.80000,"{'ipv4': ['103.105.218.0/24'], 'ipv6': ['2001:de8:4000::/64']}",19.00000,,68,IN,,Bharat IX - Mumbai,,['Bharat Internet Exchange in Mumbai'],1275339,18786,2062
11001,"['pdb', 'he', 'pch']",20973,Thimphu,Thimphu,Asia-Pacific,https://www.btix.bt,,"{'ipv4': ['103.129.62.0/26'], 'ipv6': ['2001:dea:4000::/64']}",,1954,903,BT,Thimphu TechparkWangchuktaba,Bhutan Internet Exchange,PBH,['btIX'],1252416,20973,2355
,"['pdb', 'he', 'pch']",331,,,North America,http://www.bigape.us,,"{'ipv4': ['198.32.238.0/24'], 'ipv6': ['2001:458:26:2::/64']}",,321,69,US,,Big Apple Peering Exchange,,"['The Big Apple Peering Exchange', 'BigApe']",,331,151
,['pch'],,,Cheyenne,North America,,-104.82020,"{'ipv4': [], 'ipv6': []}",41.14000,1869,70,US,,Big Horn Fiber,,[],5821086,,
