asciiname,admin2_code,elevation,longitude,dem,feature_code,name,geoname_id,admin1_code,feature_class,population,admin3_code,geo_id,country_code,cc2,admin4_code,latitude,alternatenames
Moscow,,0,37.61556,144,PPLC,Moscow,524901,48,P,10381222,,524901,RU,,,55.75222,"['gorad maskva', 'mow', 'maeskuy', 'maskav', 'maskava', 'maskva', 'mat-xco-va', 'matxcova', 'matxcơva', 'mosca', 'moscfa', 'moscha', 'mosco', 'moscou', 'moscova', 'moscovo', 'moscow', 'moscoƿ', 'moscu', 'moscua', 'moscòu', 'moscó', 'moscù', 'moscú', 'moskva', 'moska', 'moskau', 'mosko', 'moskokh', 'moskou', 'moskov', 'moskova', 'moskovu', 'moskow', 'moskowa', 'mosku', 'moskuas', 'moskva', 'moskvo', 'moskwa', 'moszkva', 'muskav', 'musko', 'mát-xcơ-va', 'mòskwa', 'məskəү', 'masko', 'maskw', 'mo si ke', 'moseukeuba', 'mosko', 'mosukuwa', 'mskw', 'mwskva', 'mwskw', 'mwsqbh', 'mx s ko', 'μόσχα', 'горад масква', 'мæскуы', 'маскав', 'москва', 'москова', 'москох', 'москъва', 'мускав', 'муско', 'мәскәү', 'մոսկվա', 'מאָסקװע', 'מאסקווע', 'מוסקבה', 'ماسکو', 'مسکو', 'موسكو', 'موسكۋا', 'ܡܘܣܩܒܐ', 'मास्को', 'मॉस्को', 'মস্কো', 'மாஸ்கோ', 'มอสโก', 'མོ་སི་ཁོ།', 'მოსკოვი', 'ሞስኮ', 'モスクワ', '莫斯科', '모스크바']"
Tallinn,0784,0,24.75353,12,PPLC,Tallinn,588409,01,P,394024,0298,588409,EE,,,59.43696,"['castrum danorum', 'gorad talin', 'kallinn', 'kolyvan', 'lindanaes', 'lindanäs', 'raeaeveli', 'reval', 'revel', ""revel'"", 'rääveli', 'tll', 'taillinn', 'talin', 'talinas', 'talini', 'talino', 'talins', 'tallidn', 'tallin', 'tallin osh', 'tallina', 'tallinn', 'tallinna', 'talín', 'tàllin', 'ta lin', 'talin', 'talina', 'tallin', 'tallina', 'tallyn', 'talyn', 'tarin', 'thallin n', 'ταλίν', 'ταλιν', 'ταλλίν', 'горад талін', 'талин', 'таллин', 'таллин ош', 'таллинн', 'таллінн', 'տալլին', 'טאלין', 'تاللىن', 'تالين', 'تالین', 'تاڵین', 'ٹالن', 'तालिन', 'ताल्लिन', 'তাল্লিন', 'ਤਾਲਿਨ', 'தாலின்', 'ടാലിൻ', 'ทาลลินน์', 'ཏཱལ་་ལིན།', 'ტალინი', 'ታሊን', 'タリン', '塔林', '탈린']"
Vilnius,41,0,25.2798,98,PPLC,Vilnius,593116,65,P,542366,,593116,LT,,,54.68916,"[""gorad vil'njus"", 'ivilnyusi', 'vno', ""vil'njus"", ""vil'no"", ""vil'nyus"", ""viln'"", 'vilna', 'vilnia', 'vilnias', 'vilniaus miestas', 'vilnious', 'vilnis', 'vilnius', 'vilnjus', 'vilnjûs', 'vilno', 'vilnues', 'vilnus', 'vilnyus', 'vilníus', 'vilnüs', 'viļņa', 'vílnius', 'wilna', 'wilniyus', 'wilno', 'wilnus', 'wilñus', ""bhilani'usa"", 'bilnyuseu', 'fylnyws', 'vhilniyasa', 'vilniusi', 'vilniyas', 'vu~irinyusu', 'vylnyws', 'wei er niu si', 'wi lni xus', 'wlnys', 'wylnh', 'wylnyws', 'βίλνα', 'βίλνιους', 'βιλνιους', 'вилниус', 'вилнус', 'вилнюс', 'вилн҄ь', 'вильнюс', 'вилњус', 'виљнус', 'вільнюс', 'горад вільнюс', 'վիլնյուս', 'ווילנע', 'וילנה', 'فيلنيوس', 'ولنیس', 'ویلنیوس', 'ڤیلنیوس', 'व्हिल्नियस', 'ভিলনিউস', 'வில்னியஸ்', 'วิลนีอุส', 'ལྦེ་ནི་སུ་ནི།', 'ვილნიუსი', 'ቪልኒውስ', 'ᕕᓪᓂᐅᔅ/vilnius', 'ヴィリニュス', '维尔纽斯', '빌뉴스']"
Tbilisi,,0,44.83368,491,PPLC,Tbilisi,611717,51,P,1049498,,611717,GE,,,41.69411,"['gorad tbilisi', 'tbs', 'tbilis', 'tbilisi', 'tbilisi - tbilisi', 'tbilisi - თბილისი', 'tbilisi osh', 'tbilisis', 'tbiliso', 'tbilissi', 'tbilisy', 'tbiliszi', 'tbilsi', 'tblisi', 'thbilisi', 'tibilisi', 'tiblisi', 'tiblissi', 'tiblíssi', 'tibîlîsî', 'tiflis', 'tiphlida', 'tpilisi', 'triphelis', 'ttuplis', 'tíblisi', 'tíflis', 'tıflis', 'di bi li si', 'karti', 'tbilisi', 'tblys', 'tblysy', 'tbylysy', 'teubillisi', 'tfls', 'tflys', 'thbi li si', 'thbilisi', 'tipilici', 'tobirishi', 'τιφλίδα', 'горад тбілісі', 'тбилис', 'тбилиси', 'тбилиси ош', 'тбилисӣ', 'тбілісі', 'ттуплис', 'қарҭ', 'թբիլիսի', 'טביליסי', 'تبليسي', 'تبلیس', 'تبلیسی', 'تبىلىسى', 'تفلیس', 'طفلس', 'ܛܒܝܠܝܣܝ', 'त्बिलिसी', 'थ्बिलीसी', 'তিবি\u200cলিসি', 'திபிலீசி', 'ทบิลิซิ', 'ཁྲེ་བྷི་ལི་སི།', 'თბილისი', 'ქართი', 'ትብሊሲ', 'トビリシ', '第比利斯', '트빌리시']"
Kutaisi,,0,42.69459,153,PPLA,Kutaisi,613607,66,P,178338,,613607,GE,,,42.26791,"['kut', 'khuthaisi', 'koetaisi', 'koutaissi', 'koutaïssi', 'kutais', 'kutaisi', 'kutaisk', 'kutaiso', 'kutaissi', 'kutayis', 'kutayıs', 'kutaïsi', 'kutaishi', 'kutaisi', 'кутаиси', 'кутаїсі', 'כותאיסי', 'קוטאיסי', 'ქუთაისი', 'クタイシ', '쿠타이시']"
Chisinau,,0,28.8575,55,PPLC,Chisinau,618426,57,P,635994,,618426,MD,,,47.00556,"['chisinau', 'chişinău', 'chișinău', 'kiv', 'kischinew', 'kiscinev', 'kishinef', 'kishinehu', 'kishinev', 'kishiniv', 'kishinjov', 'kishinëv', 'kisinaou', 'kisinev', 'kisineva', 'kisinevo', 'kisiniovas', 'kisinjev', 'kisinov', 'kisinyov', 'kisyneu', 'kiszyniow', 'kiszyniów', 'kiŝinevo', 'kişinev', 'kišiniovas', 'kišinjev', 'kišiněv', 'kišiņeva', 'kišiňov', ""cisina'u"", 'cisinau', 'ji xi ne wu', 'kishinau', 'kisineou', 'kyshynaw', 'qysynb', 'qysynyʼww', 'qʻsʻnʻww', 'κισινάου', 'κισιναου', 'кишинев', 'кишинэу', 'кишинёв', 'кишињев', 'кішынёў', 'կիշինյով', 'קישינאו', 'קישינב', 'קישיניאוו', 'קעשענעוו', 'كيشيناو', 'चिशिनाउ', 'चिशिनौ', 'კიშინიოვი', 'ኪሺንው', 'キシナウ', '基希讷乌', '키시너우']"
Tampere,064,0,23.78712,114,PPLA,Tampere,634963,06,P,202687,837,634963,FI,,,61.49911,"['gorad tampereh', 'tmp', 'tammerfors', 'tammerforsia', 'tampere', 'tampereh', 'tamperė', 'amabere', 'tambyry', 'tampele', 'tampere', 'tamprh', 'tan pei lei', 'tanpere', 'tmprh', 'τάμπερε', 'горад тамперэ', 'тампере', 'տամպերե', 'טמפרה', 'تامبيري', 'تامپره', 'تامپیرے', 'ٹیمپیر', 'तांपेरे', 'আমবেরে', 'ตัมเปเร', 'ტამპერე', 'タンペレ', '坦佩雷', '탐페레']"
Oulu,171,0,25.46816,15,PPLA,Oulu,643492,17,P,128618,564,643492,FI,,,65.01236,"['gorad oulu', 'oul', 'ooulou', 'oulo', 'oulu', 'oulu linn', 'ovlu', 'oŭlo', 'uleaborg', 'uleoborg', 'uleåborg', 'uloa', 'ao lu', 'awlu', 'awlw', 'awlw  fnland', 'awwlw', 'oullu', 'ouru', 'xow lu', 'όουλου', 'горад оўлу', 'овлу', 'оулу', 'אואולו', 'أولو', 'اوؤلو', 'اولو، فنلاند', 'اولُو', 'โอวลุ', 'オウル', '奥卢', '奧盧', '오울루']"
Helsinki,011,0,24.93545,26,PPLC,Helsinki,658225,01,P,558457,091,658225,FI,,,60.16952,"[""elsin'ki"", 'elsinki', 'elzinki', ""gel'sinki"", ""gorad khel'sinki"", 'hel', 'heilsinci', 'heilsincí', ""hel'sinki"", 'helsenkis', 'helsingfors', 'helsingi', 'helsingia', 'helsinki', 'helsinkis', 'helsinkium', 'helsinko', 'helsinky', 'helsinqui', 'helsinquia', 'helsset', 'helsínquia', 'helsînkî', 'helsėnkis', 'hèlsinki', ""khel'sinki"", ""khel'sinki osh"", 'khelsinki', 'khelzinki', 'lungsod ng helsinki', 'stadi', 'xelsinki', 'xélsinki', 'elcinki', 'hailasiki', 'he er xin ji', 'helasinki', 'helsingki', 'helsinki', 'herushinki', 'hlsnky', 'hlsnqy', 'hlsynky', 'hlsynqy', 'hylsynky', 'èlzinki', 'ħelsinki', 'ελσίνκι', 'гельсінкі', 'горад хельсінкі', 'хелзинки', 'хелсинки', 'хельсинки', 'хельсинки ош', 'ҳелсинкӣ', ""һel'sinki"", 'һельсинки', 'հելսինկի', 'הלסינקי', 'העלסינקי', 'هلسنكي', 'هلسنڪي', 'هلسینکی', 'هيلسينكى', 'هیلسینکی', 'ھێلسینکی', 'ہلسنکی', 'ہیلسنکی', 'ܗܠܣܢܩܝ', 'हेलसिंकी', 'हेल्सिन्की', 'হেলসিঙ্কি', 'ਹੈਲਸਿੰਕੀ', 'எல்சிங்கி', 'ಹೆಲ್ಸಿಂಕಿ', 'ഹെൽസിങ്കി', 'เฮลซิงกิ', 'ཧེལ་སིན་ཀི།', 'ဟယ်လ်ဆင်ကီမြို့', 'ჰელსინკი', 'ሄልሲንኪ', 'ḥélsinki', 'ヘルシンキ', '赫尔辛基', '赫爾辛基', '헬싱키']"
Espoo,011,0,24.6522,16,PPLA3,Espoo,660158,01,P,256760,049,660158,FI,,,60.2052,"['ehspoo', 'esbo', 'espo', 'espoo', 'ai si bo', 'esupo', 'έσποο', 'еспо', 'еспоо', 'эспоо', 'ესპოო', 'エスポー', '埃斯波']"
Voluntari,179551,0,26.17338,82,PPLA2,Voluntari,662476,43,P,30323,,662476,RO,,,44.49002,"['cetatea voluntareasca', 'cetatea voluntărească', 'parcu voluntarilor', 'stefanestii noi', 'stefăneştii noi', 'voluntari', 'волунтари']"
Timisoara,155243,0,21.22571,96,PPLA,Timişoara,665087,36,P,315053,,665087,RO,,,45.75372,"['freidorf', 'josefvarosa', 'josephs-stadt', 'jozsefvaros', 'jósefvárosa', 'józsefváros', 'kendetelep', 'szabadfalu', 'tsr', 'temeschburg', 'temeschwar', 'temesvar', 'temesvarinum', 'temesvár', 'temeswar', 'temeşvar', 'temešvár', 'temishvar', 'temisoara', 'temisvar', 'temişoara', 'temišvar', 'timishoara', 'timisoara', 'timişoara', 'timišoara', 'timișoara', 'timishoara', 'timisyoala', 'tmshwar', 'tymyshwara', 'темишвар', 'тимишоара', 'טימישוארה', 'تيميشوارا', 'طمشوار', 'ティミショアラ', '티미쇼아라']"
Rosu,179249,0,26.01122,91,PPL,Roșu,668600,43,P,2970,,668600,RO,RO,,44.45025,"['rosu', 'rosul', 'roşu', 'roşul']"
Iasi,95060,0,27.6,66,PPLA,Iaşi,675810,23,P,318012,,675810,RO,,,47.16667,"['copou', 'copou-targ', 'copou-târg', 'galata', 'gorad jasy', 'ias', 'iasi', 'iasio', 'iassium', 'iaşi', 'iași', 'ilasi', 'jasai', 'jash', 'jashi', 'jasi', 'jassenmarkt', 'jassi', 'jassy', 'jasy', 'jaszvasar', 'jaßenmarkt', 'jászvásár', 'munteni', 'pacurari', 'pacuret', 'podgoria', 'păcurari', 'păcureţ', 'socol', 'socola', 'yas', 'yashi', 'yasi', 'yassi', 'yassy', 'yaş', 'ayashy', 'iasi', 'ya xi', 'yach', 'yasa', 'yash', 'yashi', 'ιάσιο', 'јаши', 'горад ясы', 'ясси', 'яссы', 'яш', 'յասի', 'יאס', 'יאשי', 'ایاشی', 'ياش', 'یاش', 'याश', 'ยาช', 'ヤシ', '雅西', '이아시']"
Drobeta-Turnu Severin,109773,0,22.65611,86,PPLA,Drobeta-Turnu Severin,678817,26,P,102346,,678817,RO,,,44.63194,"['drobeta', 'drobeta - turnu severin', 'drobeta turnu severin', 'drobeta turnu-severin', 'drobeta-turnu severin', 'drobeta-turnu severinas', 'drobeta-turnu-severin', 'drubeta', 'gorad drabeta-turnu-severyn', 'ntrompeta-tournou severin', 'szoerenyvar', 'szörényvár', 'turnu severin', 'turnul severin', 'atla drwbyta trnw', 'de luo bei ta-sai wei lin bao', 'deulobetatuleunusebelin', 'dor beta-thur nu se weri n', 'drwbta-twrnw swryn', 'drwbth-twrnw sbryn', 'drwbyta twrnw syfyryn', 'drwbyta-twrnw sywyryn', 'ντρομπέτα-τούρνου σεβερίν', 'горад драбета-турну-северын', 'дробета - турну северин', 'дробета-турну северин', 'дробета-турну-северин', 'дробета-турну-северін', 'דרובטה-טורנו סברין', 'اتلا دروبیتا ترنو', 'دروبتا-تورنو سورین', 'دروبيتا تورنو سيفيرين', 'دروبیتا-تورنو سیویرین', 'โดรเบตา-ทูร์นูเซเวรีน', 'დრობეტა-ტურნუ-სევერინი', 'ドロベタ＝トゥルヌ・セヴェリン', '德羅貝塔-塞維林堡', '드로베타투르누세베린']"
Craiova,69900,0,23.8,105,PPLA,Craiova,680332,17,P,304142,,680332,RO,,,44.31667,"['cra', 'craiova', 'croiova', 'gorad krajova', 'kraiov', 'kraiova', 'krajova', 'krajova khot', 'krajowa', 'ke la yue wa', 'keulaioba', 'kraywfa', 'kraywwa', 'krayywwa', 'kurayovu~a', 'qrywbh', 'κραϊόβα', 'горад краёва', 'крайова', 'крайова хот', 'крајова', 'קראיובה', 'קריובה', 'كرايوفا', 'کرائیؤوا', 'کرايووا', 'کرایووا', 'クラヨーヴァ', '克拉約瓦', '크라이오바']"
Cluj-Napoca,54975,0,23.6,352,PPLA,Cluj-Napoca,681290,13,P,316748,,681290,RO,,,46.76667,"['clj', 'castrum clus', 'claudiopolis', 'clausemburgo', 'clausenburg', 'cluj', 'cluj napoca', 'cluj-napoca', 'gorad kluzh-napoka', 'kalosvar', 'kaloşvar', 'klausenburg', 'klouz-napoka', 'klujo', 'kluz', 'kluz napok', 'kluz-napoka', 'kluza-napoka', 'kluzas-napoka', 'kluzh-napoka', 'kluzh-napoka khot', 'kluĵo', 'kluż-napoka', 'kluž', 'kluž napok', 'kluža-napoka', 'klužas-napoka', 'koloszvar', 'koloszvár', 'kolozsvar', 'kolozsvár', 'municipium aelium hadrianum napoca', 'napoca', 'ke lu ri-na bo ka', 'keullujinapoka', 'khluch-na po ka', 'kluja-napoka', 'klwj nabwka', 'klwj napwka', 'klwzh napwka', 'klwzh-napwka', 'klwzh-npwka', 'kuruju=napoka', 'qlwyznbwrg', 'qlwz-nʼpwqh', 'κλουζ-ναπόκα', 'горад клуж-напока', 'клуж-напока', 'клуж-напока хот', 'կլուժ-նապոկա', ""קלוז'-נאפוקה"", 'קלוז-נאפוקה', 'קלויזנבורג', 'كلوج نابوكا', 'کلوج ناپوکا', 'کلوژ ناپوکا', 'کلوژ-ناپوکا', 'کلوژ-نپوکا', 'क्लुज-नापोका', 'คลูช-นาโปกา', 'კლუჟ-ნაპოკა', 'クルジュ＝ナポカ', '克卢日-纳波卡', '클루지나포카']"
Bucharest,179132,0,26.10626,83,PPLC,Bucharest,683506,10,P,1877155,11055044,683506,RO,,,44.43225,"['buh', 'boekarest', 'boukouresti', 'bucarest', 'bucaresta', 'bucareste', 'bucarèst', 'bucharest', 'bucuresti', 'bucureşti', 'bucurești', 'buekres', 'bukarest', 'bukarestas', 'bukareste', 'bukaresto', 'bukareszt', 'bukareŝto', 'bukareštas', 'bukharest', 'bukureshh', 'bukuresht', 'bukureshta', 'bukureshti', 'bukurest', 'bukurešt', 'bukurešť', 'buxarest', 'búkarest', 'bûkarest', 'bükreş', 'bkharst', 'bu jia lei si te', 'bukaresuto', 'bukulesyuti', 'bwkharst', 'bwqrst', 'βουκουρέστι', 'букурешт', 'букурещ', 'бухарест', 'բուխարեստ', 'בוקאַרעשט', 'בוקרשט', 'بخارست', 'بوخارست', 'بۇخارېست', 'པུ་ཁ་རེ་སིད', 'ბუქარესტი', 'ቡካረስት', 'ブカレスト', '布加勒斯特', '부쿠레슈티']"
Braila,42682,0,27.98333,3,PPLA,Brăila,683902,08,P,213569,,683902,RO,,,45.26667,"['braila', 'brailov', 'braiła', 'brăila', 'ibrail', 'браила', 'בראילה']"
Arad,9262,0,21.31667,109,PPLA,Arad,686254,02,P,169065,,686254,RO,,,46.18333,"['arw', 'altarad', 'arad', 'aradia', 'aradinum vetus', 'micalaca', 'micălaca', 'mikelaka', 'murasel', 'muresel', 'mureşel', 'murăşel', 'o-arad', 'orodinum', 'zsigmondhaza', 'zsigmondháza', 'ō-arad', 'ʻrd', 'арад', 'ערד']"
Rivne,,0,26.22743,207,PPLA,Rivne,695594,19,P,255106,,695594,UA,,,50.62308,"['eractum', 'gorad rouna', 'rwn', 'rivne', 'rivno', 'rivnė', 'riwne', 'rovno', 'rowne', 'ruvne', 'równe', 'liune', 'luo fu nuo', 'riune', 'rovno', 'rwbnw', 'rwfnw', 'rywn', 'rywnh', 'rʼwwnʼ', 'горад роўна', 'ровно', 'рівне', 'ռովնո', 'ראוונא', 'ראוונע', 'רובנו', 'روفنو', 'ریون', 'ریونه', 'როვნო', 'リウネ', '羅夫諾', '리우네']"
Odessa,,0,30.73262,58,PPLA,Odessa,698740,17,P,1001558,,698740,UA,,,46.47747,"['ades', 'gorad adehsa', 'ods', 'odesa', 'odess', 'odessa', 'odessa osh', 'odessae', 'odesse', 'odessos', 'odessus', 'odessza', 'odissos', 'oděsa', 'udessa', 'ao de sa', 'awdsa', 'awdysa', 'odesa', 'odessa', 'ódessa', 'ʼwdysʼ', 'οδησσός', 'горад адэса', 'одеса', 'одесс', 'одессæ', 'одесса', 'одесса ош', 'одессе', 'օդեսա', 'אדעס', 'אודיסא', 'אודסה', 'أوديسا', 'اودسا', 'اوديسا', 'اودیسا', 'ओदेसा', 'အိုဒက်ဆာမြို့', 'ოდესა', 'オデッサ', '敖德薩', '오데사']"
Lviv,,0,24.02324,284,PPLA,Lviv,702550,15,P,717803,,702550,UA,,,49.83826,"[""gorad l'vou"", 'ilbav', ""l'viv"", ""l'vov"", ""l'vov osh"", 'lwo', 'lavov', 'lembaersch', 'lemberg', 'lemburg', 'lembärsch', 'leopoli', 'leopolis', 'leopołi', 'leopul', 'leópolis', 'liopuli', 'liov', 'liòpuli', 'ljviv', 'lviv', 'lvivo', 'lvov', 'lvova', 'lvovas', 'lwif', 'lwiw', 'lwow', 'lwuw', 'lwów', 'lwůw', 'l wif', ""l'vov"", 'lbwb', 'lfyf', 'li wo fu', 'libibeu', 'libiu', 'livhiva', 'liviv', 'lvov', 'lvovi', 'lvyv', 'lwwf', 'lwyw', 'lywyw', 'lʻmbryq', 'rivu~iu', 'i̇lbav', 'ļvova', 'ľvov', 'λβιβ', 'горад львоў', 'лавов', 'лвов', 'львив', 'львов', 'львов ош', 'львів', 'լվով', 'לבוב', 'לעמבערג', 'לעמבריק', 'لفيف', 'لووف', 'لویو', 'لڤیڤ', 'لیویو', 'लिव्हिव', 'லிவீவ்', 'ลวีฟ', 'ლვოვი', 'リヴィウ', '利沃夫', '리비브', '리비우']"
Kyiv,,0,30.5238,187,PPLC,Kyiv,703448,12,P,2797553,,703448,UA,,,50.45466,"['chijv', 'civ', 'cív', 'gorad kieu', 'iev', 'kaenugardur', 'keju', 'kiebo', 'kief', 'kieu', 'kiev', 'kiev osh', 'kievi', 'kievo', 'kiew', 'kiiev', 'kiiv', 'kijev', 'kijeva', 'kijevas', 'kijew', 'kijow', 'kijuw', 'kijv', 'kijów', 'kijůw', 'kiova', 'kiovia', 'kiyev', 'kiyiw', 'kiëf', 'kjiv', 'kueyiv', 'kyev', 'kyiiv', 'kyiv', 'kyiw', 'kyjev', 'kyjiv', 'kyjiw', 'kyèv', 'kænugarður', 'kíev', 'kîev', 'küyiv', 'ji fu', 'kheiyf', 'kiefu', 'kiv', 'kiva', 'kiyebha', 'kiyepeu', 'kyf', 'kyiva', 'kyyf', 'qyyb', 'κίεβο', 'горад кіеў', 'кейӳ', 'киев', 'киев ош', 'київ', 'кијев', 'кыив', 'кыйив', 'кꙑѥвъ', 'կիև', 'קייב', 'קיעוו', 'كىيېۋ', 'كييف', 'کیف', 'کیێڤ', 'کی\u200cیف', 'कीव', 'क्यीव', 'কিয়েভ', 'கீவ்', 'കീവ്', 'เคียฟ', 'ཀིབ།', 'ကီးယက်မြို့', 'კიევი', 'ኪየቭ', 'キエフ', '基輔', '키예프']"
Kremenchuk,704149,0,33.42041,66,PPLA2,Kremenchuk,704147,18,P,227494,,704147,UA,,,49.06802,"['gorad kramjanchug', 'khu', 'kermenchuk', 'kremenchug', 'kremenchuk', 'kremenciuk', 'kremencsuk', 'kremencug', 'kremencuk', 'kremencuka', 'kremencukas', 'krementchouk', 'krementjuk', 'krementschug', 'krementschuk', 'krementsjoek', 'krementsjuk', 'krementsuk', 'krementxuk', 'krementšuk', 'kremençug', 'kremençuk', 'kremenĉuk', 'kremenčuk', 'kremenčuka', 'kremenčukas', 'krzemienczuk', 'krzemieńczuk', 'ke lie mian qiu ge', 'keulemenchukeu', 'krmnchwk', 'kuremenchuku', 'kʼremenchugi', 'qrmnzwg', 'горад крамянчуг', 'керменчӳк', 'кирмәнчек', 'кременчуг', 'кременчук', 'կրեմենչուգ', 'קרמנצוג', 'کرمنچوک', 'კრემენჩუგი', 'クレメンチューク', '克列緬丘格', '크레멘추크']"
Khmelnytskyi,9532774,0,26.99653,286,PPLA,Khmelnytskyi,706369,09,P,398346,,706369,UA,,,49.42161,"['chmelnyzkyj', 'chmielnicki', 'hmj', 'kamelnitskiy', ""khmel'nic'kij"", ""khmel'nickij"", ""khmel'nitskiy"", ""khmel'nyts'kyy"", 'khmelinitski', 'khmel’nitskiy', 'khmel’nyts’kyy', 'ploskuriv', 'ploskurov', 'ploskurow', 'proskuriv', 'proskurov', 'proskurovak', 'proskurow', 'płoskurów', 'плоскуров', 'плоскурів', 'проскуров', 'хмельницкий', 'хмельницький']"
Kharkiv,,0,36.25272,113,PPLA,Kharkiv,706483,07,P,1430885,,706483,UA,,,49.98081,"['carcovia', 'carcóvia', 'charcovia', 'charkiv', 'charkiw', 'charkov', 'charkovas', 'charkow', 'charków', 'hrk', 'harkiv', 'harkiva', 'harkivo', 'harkov', 'harkova', 'jarkov', ""khar'kov"", 'kharkiv', 'kharkov', 'khar’kov', 'ha er ke fu', 'haleukiu', 'harikofu', 'hrqwb', 'kaleukipeu', 'kalipeu', 'kharkwf', 'ĥarkivo', 'ĥarkov', 'харков', 'харків', 'харьков', 'חרקוב', 'خاركوف', 'ხარკოვი', 'ハリコフ', '哈爾科夫', '카르키프', '카리프', '하르키우']"
Ivano-Frankivsk,,0,24.70972,259,PPLA,Ivano-Frankivsk,707471,06,P,204200,,707471,UA,,,48.9215,"['ifo', ""ivano-frankivs'k"", 'ivano-frankivs’k', 'ivano-frankovsk', 'stanislau', 'stanislav', 'stanislavov', 'stanislavyv', 'stanislaw', 'stanistawow', 'stanistawów', 'stanisław', 'stnyslb', 'stʼnyslʼww', 'ʼywwnw-prnqybsq', 'івано-франківськ', 'ивано-франковск', 'איוונו-פרנקיבסק', 'סטאניסלאוו', 'סטניסלב']"
Kosice,,0,21.25808,205,PPLA,Košice,724443,03,P,236563,,724443,SK,,,48.71395,"['cassovia', 'gorad koshycy', 'ksc', 'kaschau', 'kassa', 'koesice', 'koshice', 'koshici', 'kosice', 'kositse', 'koszyce', 'koşitse', 'košice', 'košicė', 'kösice', 'ke xi ce', 'koshitsu~e', 'kosiche', 'kositsa', 'kwshytsh', 'qwsyzh', 'κόσιτσε', 'горад кошыцы', 'кошице', 'кошіцї', 'קושיצה', 'كوشيتسه', 'کوشیتسه', 'کوشیسہ', 'کوشیسے', 'कोशित्सा', 'კოშიცე', 'コシツェ', '科希策', '코시체']"
