latitude,feature_class,geoname_id,feature_code,admin2_code,admin3_code,elevation,dem,cc2,alternatenames,asciiname,geo_id,name,admin1_code,admin4_code,population,longitude,country_code
47.66033,P,2885679,PPLA3,083,08335,0,402,,"['constanca', 'constance', 'constanta', 'constantia', 'constanza', 'constança', 'constanța', 'costansa', 'costanza', 'costnitz', 'gorad kanstanc', 'konstanc', 'konstanca', 'konstancas', 'konstancja', 'konstanco', 'konstantia', 'konstantza', 'konstanz', 'kostnica', 'kostnice', 'kostnitz', 'qkz', 'kang si tan ci', 'knstants', 'konseutancheu', 'konstensa', 'konsutantsu', 'kwnstans', 'qwnstnz', 'κωνσταντία', 'горад канстанц', 'констанц', 'קונסטנץ', 'كونستانس', 'کنستانتس', 'کونسٹانس', 'कॉन्स्टेंस', 'კონსტანცი', 'コンスタンツ', '康斯坦茨', '콘스탄츠']",Konstanz,2885679,Konstanz,01,08335043,81275,9.17582,DE
49.00937,P,2892794,PPLA2,082,08212,0,118,,"['carlsruhe', 'carolsruha', 'fkb', 'gorad karlsrueh', 'kallsruh', 'karlsroue', 'karlsrue', 'karlsrueh', 'karlsruhe', 'karlsruje', 'karlsrūe', 'karlsrūjė', 'ka er si lu e', 'kaleulseulue', 'karlsaruha', 'karlsrwh', 'karlsrwhh', 'karusurue', 'qrlsrwhh', 'καρλσρούη', 'горад карлсруэ', 'карлсруе', 'карлсруэ', 'קרלסרוהה', 'كارلسروه', 'کارلزروہے محل', 'کارلسروهه', 'कार्ल्सरूह', 'კარლსრუე', 'カールスルーエ', '卡尔斯鲁厄', '카를스루에']",Karlsruhe,2892794,Karlsruhe,01,08212000,283799,8.40444,DE
51.5388,P,2905891,PPLA3,059,05916,0,67,,"['gerne', 'gorad kherneh', 'herne', 'hernė', 'kherne', 'hei er ne', 'heleune', 'herne', 'herune', 'hrnh', 'hyrnh', 'герне', 'горад хернэ', 'херне', 'هرنه', 'هيرنه', 'ہرنے', 'ჰერნე', 'ヘルネ', '黑尔讷', '헤르네']",Herne,2905891,Herne,07,05916000,172108,7.22572,DE
53.57532,P,2911298,PPLA,00,02000,0,8,,"['amborg', 'ambourgo', 'amburgo', 'amburgu', 'augusta gambriviorum', ""ciutat d'hamburg"", ""estat d'hamburg"", 'gamburg', 'gorad gamburg', 'ham', 'hh', 'hamboarch', 'hamboerg', 'hamboerj', 'hamborg', 'hambourg', 'hamburch', 'hamburg', 'hamburga', 'hamburgas', 'hamburgo', 'hamburgu', 'hamburgum', 'hamburk', 'hambuurich', 'hambörg', 'hambörj', 'hambùrk', 'hambûrg', 'hamepuka', 'hammaburg [a. 832]', 'hampuri', 'hanburgo', 'khamburg', 'ham bur k', 'hambuleukeu', 'hamburgi', 'hambwrg', 'hambwrgh', 'han bao', 'han bao shi', 'hanburuku', 'hemburga', 'hmbwrg', 'hyambarg', 'hʼambwrg', 'ħamburg', 'αμβούργο', 'гамбург', 'гамбурґ', 'горад гамбург', 'хамбург', 'համբուրգ', 'האַמבורג', 'המבורג', 'هامبورغ', 'هامبورگ', 'ہymbrg', 'ہیمبرگ', 'ܗܡܒܘܪܓ', 'हॅम्बुर्ग', 'ಹ್ಯಾಂಬರ್ಗ್', 'ฮัมบูร์ก', 'ჰამბურგი', 'ハンブルク', '汉堡', '汉堡市', '함부르크']",Hamburg,2911298,Hamburg,04,02000000,1739117,10.01534,DE
51.50508,P,2921466,PPLA3,055,05513,0,48,,"[""gel'zenkirkhen"", 'gelsenkiaerken', 'gelsenkirchen', 'gelsenkiärken', 'gelzenkirchenas', 'gelzenkirhene', 'gelzenkirheni', 'gelzenkirkhen', ""gorad gel'zenkirkhen"", 'helzenkirxen', ""nkelzen'kirchen"", 'zej', 'gai er sen ji xing', 'geljenkileuhen', 'gelsanakarsana', 'geruzenkiruhyen', 'ghylsnkyrshn', 'glsnkrchn', 'glznkyrshn', 'glznqyrkn', 'kel sen kheiyr khein', 'γκελζενκίρχεν', 'гелзенкирхен', 'гельзенкирхен', 'гельзенкірхен', 'горад гельзенкірхен', 'גלזנקירכן', 'غيلسنكيرشن', 'گلزنکیرشن', 'گلسنکرچن', 'गेल्सनकर्शन', 'เกลเซนเคียร์เคิน', 'გელზენკირხენი', 'ゲルゼンキルヒェン', '盖尔森基兴', '겔젠키르헨']",Gelsenkirchen,2921466,Gelsenkirchen,07,05513000,270028,7.09654,DE
50.11552,P,2925533,PPLA3,064,06412,0,113,,"['fra', 'francfort', 'francfort - frankfurt am main', ""francfort d'o meno"", 'francfort del meno', 'francfort sul main', 'francfort-sur-le-main', 'francfòrt sul main', 'francoforte', 'francoforte sul meno', 'francofurtum ad moenum', 'francuforti supro menu', 'francuforti suprô menu', 'frankford-on-main', 'frankfort', ""frankfort an'n main"", 'frankfort an’n main', 'frankfort on the main', 'frankfurt', 'frankfurt am main', 'frankfurt del main', 'frankfurt na majn', 'frankfurt na majni', 'frankfurt nad menem', 'frankfurt nad mohanem', 'frankfurt nad mohanom', 'frankfurt-na-majne', 'frankfurt/main', 'frankfurtas prie maino', 'frankfurte pie mainas', 'frankfurto ce majno', 'frankfurto ĉe majno', 'fráncfort', 'fráncfort - frankfurt am main', ""fráncfort d'o meno"", 'fráncfort del meno', ""phran'kphourte"", 'fa lan ke fu', 'frankfwrt', 'peulangkeupuleuteu', 'prnqpwrt', 'φρανκφούρτη', 'франкфурт на майн', 'франкфурт на мајни', 'франкфурт-на-майне', 'פרנקפורט', 'فرانكفورت', 'فرانکفورت', 'แฟรงค์เฟิร์ต', 'ფრანკფურტ-ამ-მაინი', 'フランクフルト・アム・マイン', '法兰克福', '프랑크푸르트']",Frankfurt am Main,2925533,Frankfurt am Main,05,06412000,650000,8.68417,DE
50.47788,P,2927913,PPL,00,14523,0,567,,"[""fal'kenshtajn"", 'falkenshtajn', 'falkensteina', 'falkenšteina', 'фалкенштајн', 'фалькенштайн', 'فالکن\u200cاشتاین، زاکسن']",Falkenstein,2927913,Falkenstein,13,14523120,9528,12.37129,DE
49.09006,P,2933101,PPLA4,082,08215,0,110,,"['egenshtajn-leopoldskhafen', ""eggenshtajn-leopol'dsgafen"", 'eggenstein-leopoldshafen', ""ehggenshtajn-leopol'dskhafen"", 'leopoldshafen', 'ai gen si tai yin-lie ao bo de gang', 'еггенштайн-леопольдсгафен', 'егенштајн-леополдсхафен', 'эггенштайн-леопольдсхафен', '埃根斯泰因-列奥波德港']",Eggenstein-Leopoldshafen,2933101,Eggenstein-Leopoldshafen,01,08215102,15189,8.39879,DE
51.22172,P,2934246,PPLA,051,05111,0,45,,"['dus', 'diseldorf', 'diseldorfa', 'disseldorf', 'diuseldorfas', 'djuseldorf', ""djussel'dorf"", 'duesseldoerp', 'duesseldorf', 'duessldorf', 'duseldorfo', 'dusseldoerp', 'dusseldorf', 'dusseldorpium', 'dusseldörp', 'dyuseldorf', 'dyzeldorfi', ""dzjusel'dorf"", 'düsseldorf', 'düsseldörp', 'düssldorf', 'ntiselntorph', 'ntysselntorf', 'daseladorfa', 'de~yusserudorufu', 'diao su duo er fu', 'diuseldorpi', 'du sai er duo fu', 'dus se ld xrf', 'dwiseldoleupeu', 'dwsldwrf', 'dysldwrp', 'dyuseladorpha', 'tiyucaltorhpu', 'ντίσελντορφ', 'ντύσσελντορφ', 'дзюсельдорф', 'диселдорф', 'дюселдорф', 'дюссельдорф', 'дүсселдорф', 'դյուսելդորֆ', 'דיסלדורף', 'دوسلدورف', 'دوسلدۆرف', 'ڈسلڈورف', 'डसेलडॉर्फ़', 'ड्युसेलडॉर्फ', 'தியூசல்டோர்ஃபு', 'ഡൂസൽഡോർഫ്', 'ดึสเซลดอร์ฟ', 'ဒပ်ဆဲလ်ဒေါ့ဖ်မြို့', 'დიუსელდორფი', 'ዲውስልዶርፍ', 'デュッセルドルフ', '杜塞尔多夫', '調素多爾夫', '뒤셀도르프']",Duesseldorf,2934246,Düsseldorf,07,05111000,573057,6.77616,DE
51.51494,P,2935517,PPLA3,059,05913,0,96,,"['dtm', 'dortmund', 'dortmundas', 'dortmunde', 'dortmundi', 'dueoerpm', 'düörpm', 'gorad dortmund', 'ntortmount', 'throtmenni', 'tremonia', 'd xr thmund', 'doleuteumunteu', 'dortamunda', 'dorutomunto', 'duo te meng de', 'dwrtmwnd', 'ντόρτμουντ', 'горад дортмунд', 'дортмунд', 'דורטמונד', 'دورتموند', 'دۆرتمۆند', 'ڈارٹمنڈ', 'डॉर्टमुंड', 'ดอร์ทมุนด์', 'დორტმუნდი', 'ドルトムント', '多特蒙德', '도르트문트']",Dortmund,2935517,Dortmund,07,05913000,588462,7.466,DE
53.07516,P,2944388,PPLA,00,04011,0,18,,"['bre', 'brehmehn', 'brema', 'breme', 'bremen', 'bremen hiria', 'bremenas', 'bremene', 'bremeni', 'bremeno', 'bremy', 'brèma', 'bréma', 'brémy', 'brémén', 'brême', 'brēmene', 'brėmenas', 'byen bremen', 'gorad brehmen', 'ber mein', 'beulemen', 'bremena', 'bremeni', 'brmn', 'brymn', 'bu lai mei', 'buremen', 'mdynt brymn', 'βρέμη', 'бремен', 'брэмэн', 'горад брэмен', 'բրեմեն', 'ברמן', 'برمن', 'بريمن', 'مدينة بريمن', 'ब्रेमेन', 'เบรเมิน', 'ဘရီမန်မြို့', 'ბრემენი', 'ブレーメン', '不来梅', '브레멘', '𐌱𐍂𐌴𐌼𐌴𐌽']",Bremen,2944388,Bremen,03,04011000,546501,8.80777,DE
52.52437,P,2950159,PPLC,00,11000,74,43,,"['ber', 'beirlin', 'beirlín', 'berleno', 'berlien', 'berliin', 'berliini', 'berlijn', 'berlim', 'berlin', 'berline', 'berlini', 'berlino', 'berlyn', 'berlynas', 'berlëno', 'berlín', 'berlîn', 'berlīne', 'berolino', 'berolinum', 'birlinu', 'bèrlîn', 'estat de berlin', 'estat de berlín', 'bai lin', 'barlina', 'beleullin', 'berlini', 'berurin', 'bexrlin', 'brlyn', 'perlin', 'βερολίνο', 'берлин', 'берлін', 'бэрлін', 'բերլին', 'בערלין', 'ברלין', 'برلين', 'برلین', 'بېرلىن', 'ܒܪܠܝܢ', 'बर्लिन', 'বার্লিন', 'பெர்லின்', 'เบอร์ลิน', 'ბერლინი', 'ベルリン', '柏林', '베를린']",Berlin,2950159,Berlin,16,11000000,3426354,13.41053,DE
48.17112,P,2955159,PPLA4,091,09184,0,515,,"['ashaym', 'ashgajm', 'ashkhajm', 'oscham', 'a sha yi mu', 'ashhaym', 'ашгайм', 'ашхайм', 'ашхајм', 'աշհայմ', 'آشهایم', '阿沙伊姆']",Aschheim,2955159,Aschheim,02,09184112,6531,11.71675,DE
49.61167,P,2960316,PPLC,2960317,,0,316,,"['bandar luxembourg', 'ciudad de luxemburgo', 'ciutat de luxemburg', 'dinas lwcsembwrg', 'gorad ljuksemburg', 'lux', 'letzebuerg', 'letzeburg', 'liksanbou', 'liuksemburgas', 'ljuksemburg', 'louxemvourgo', 'lucemburk', 'lucilinburhuc', 'lucsamburg', 'lucsemburg', 'lueksemburg', 'lueksemburq', 'luessemburgh', 'luksambuur', 'luksemboarch', 'luksembourg', 'luksemburg', 'luksemburga', 'luksemburgo', 'luksemburgu', 'luksembùrg', 'luksimbur', 'lungsod ng luksemburgo', 'lusenburgo', 'lussemborgh', 'lussemburgo', 'lussemburgu', 'lussimbork veye', 'luxemboerg', 'luxemborg', 'luxemborj', 'luxembourg', 'luxembourg by', 'luxemburg', 'luxemburgo', 'luxemburgum', 'luxembuurich', 'luxembôrg', 'luxembörg', 'luxenburgo', 'lëtzebuerg', 'lúksemboarch', 'lúxemborg', 'lüksemburg', 'lüksemburq', 'lüssemburgh', 'rakapuo', 'rakapuō', 'stad letzebuerg', 'stad lëtzebuerg', 'stadt luxemburg', 'ville de luxembourg', 'lak sem beirk', 'lakcampark', 'lakjhembarga', 'lksmbrg', 'lu sen bao cheng', 'lu sen bao shi', 'lugsembuleukeu', 'luksemaburga', 'luksemburgi', 'lwksmbwrgh', 'lwkzambwrg', 'lwqsmbwrg', 'rukusenburuku', 'λουξεμβούργο', 'горад люксембург', 'луксембург', 'люксембург', 'лүксембург', 'լյուքսեմբուրգ', 'לוקסמבורג', 'لوكسمبورغ', 'لوکزامبورگ', 'لوکسەمبورگ', 'ليۇكسېمبۇرگ شەھىرى', 'لکسمبرگ', 'लक्झेंबर्ग', 'লুক্সেমবুর্গ', 'லக்சம்பர்க்', 'ลักเซมเบิร์ก', 'ལུ་སེམ་བའུརག', 'ლუქსემბურგი', 'ሉክሰምበርግ', 'ルクセンブルク', '盧森堡城', '盧森堡市', '룩셈부르크']",Luxembourg,2960316,Luxembourg,LU,,76684,6.13,LU
49.48917,P,2960391,PPLA3,06,,0,284,,"['gemeng keel', ""kajl'"", 'kayl', 'keel', 'kejl', 'kelis', 'kyl  lwkzambwrg', 'кайль', 'кейл', 'کیل، لوکزامبورگ']",Kayl,2960391,Kayl,ES,,4396,6.03972,LU
49.78733,P,2960759,PPLA3,02,,0,221,,['bissen'],Bissen,2960759,Bissen,ME,,2547,6.0654,LU
49.68333,P,2960774,PPLA3,01,,0,225,,['betzdorf'],Betzdorf,2960774,Betzdorf,GR,,248,6.35,LU
49.51861,P,2960777,PPLA3,01,,0,278,,"['beetebuerg', 'betehmbur', 'betemburas', 'betembūras', 'bettambur', 'bettembourg', 'bettemburg', 'gemeng beetebuerg', 'btmbwrg', 'беттамбур', 'беттембург', 'бетэмбур', 'բետտամբուր', 'بتمبورگ']",Bettembourg,2960777,Bettembourg,ES,,7437,6.10278,LU
53.27194,P,2964180,PPLA,10,,0,6,,"['gwy', 'gaillimh', 'galway', 'galway - gaillimh', 'galway city', 'goluehj', 'goluej', 'golveja', 'golvejus', 'golvėjus', 'ge er wei', 'goruu~ei', 'голуей', 'голуэй', 'ゴールウェイ', '戈尔韦']",Gaillimh,2964180,Gaillimh,C,,70686,-9.04889,IE
53.33306,P,2964574,PPLC,33,,0,17,,"['baile atha cliath', 'baile átha cliath', 'ciuda de dublin', 'ciudá de dublín', 'dub', 'dablin', 'diblin', 'difelin', 'divlyn', 'doublino', 'dublin', 'dublin city', 'dublina', 'dublinas', 'dublini', 'dublino', 'dublinu', 'dublín', 'dublîn', 'dueblin', 'dulenn', 'dulyn', 'dyflinn', 'düblin', 'eblana', 'gorad dublin', 'dabalina', 'dablin', 'dablina', 'daburin', 'dbln', 'dblyn', 'deobeullin', 'dou bai lin', 'dublini', 'dwblyn', 'taplin', 'δουβλίνο', 'горад дублін', 'даблин', 'дублин', 'дублін', 'дъблин', 'դուբլին', 'דבלין', 'דובלין', 'دبلن', 'دوبلين', 'دوبلین', 'دۇبلىن', 'ڈبلن', 'ډبلن', 'ܕܒܠܢ', 'डब्लिन', 'दब्लिन', 'ডাবলিন', 'ਡਬਲਿਨ', 'டப்லின்', 'ಡಬ್ಲಿನ್', 'ഡബ്ലിൻ', 'ดับลิน', 'དུབ་ལིན།', 'ဒပ်ဗလင်မြို့', 'დუბლინი', 'ደብሊን', 'ダブリン', '都柏林', '더블린']",Dublin,2964574,Dublin,L,,1024027,-6.24889,IE
51.89797,P,2965140,PPLA2,04,,0,10,,"['corc', 'corcagia', 'corcaigh', 'cork', 'cork - corcaigh', 'cork city', 'corkee', 'gorad kork', 'kork', 'korka', 'korkas', 'korkig', 'ork', 'ke ke', 'khxrk', 'kokeu', 'koku', 'korka', 'kwrk', 'qwrq', 'κορκ', 'горад корк', 'корк', 'կորկ', 'קורק', 'كورك', 'کورک', 'कॉर्क', 'คอร์ก', 'კორკი', 'コーク', '科克', '코크']",Cork,2965140,Cork,M,,190384,-8.47061,IE
48.78716,P,2967849,PPL,94,941,0,32,,"['port-de-marat', 'vitri sir sen', 'vitri sjur sen', 'vitri-sjur-sen', 'vitry', 'vitry-sur-seine', 'biteuliswileusen', 'fytry swr syn', 'sai na he pan wei ti', 'vu~itori=shuru=senu', 'wytry swr sn', 'wytry-swr-sn', 'витри сир сен', 'витри сюр сен', 'витри-сюр-сен', 'вітрі-сюр-сен', 'فيتري سور سين', 'ویتری سور سن', 'ویتری-سور-سن', 'ヴィトリー＝シュル＝セーヌ', '塞纳河畔维提', '비트리쉬르센']",Vitry-sur-Seine,2967849,Vitry-sur-Seine,11,94081,81001,2.40332,FR
45.76667,P,2968254,PPL,69,691,0,173,,"['gorad vijorban', 'vijjorban', 'vilerban', 'vilerbana', 'vilerbanas', 'vilerbāna', 'viljurban', 'villerbann', 'villeurbanne', 'billoeleuban', 'fylwrban', 'vilerbani', ""vu~iruruban'nu"", 'wei lei ban', 'wei lei he peng na', 'wywrbn', 'вийёрбан', 'вилербан', 'вилюрбан', 'віллербанн', 'горад віёрбан', 'וילרבאן', 'فيلوربان', 'ولےاربین', 'ویوربن', 'ვილერბანი', 'ヴィルールバンヌ', '维勒班', '维嘞合朋纳', '빌뢰르반']",Villeurbanne,2968254,Villeurbanne,84,69266,131445,4.88333,FR
45.70254,P,2970072,PPL,69,691,0,202,,"[""venis'e"", ""venis'jo"", 'venisje', 'venissieux', 'venissioex', 'vènissiœx', 'vénissieux', 'benisioe', 'vu~enishu', 'wei ni xi e', 'wnysyw', 'венисье', 'венисьё', 'венисје', 'венісьє', 'ونیسیو', 'ヴェニシュー', '維尼西厄', '베니시외']",Venissieux,2970072,Vénissieux,84,69259,57584,4.87147,FR
47.39484,P,2972191,PPLA2,37,372,0,49,,"['augusta-turonum', 'gorad tur', 'la reunion-du-nord', 'la réunion-du-nord', 'tuf', 'teurgn', 'tors', 'tour', 'tours', 'tur', 'tura', 'turas', 'turones', 'tūra', 'tūras', 'to~uru', 'tu er', 'tuleu', 'tura', 'twr', 'τουρ', 'горад тур', 'тур', 'տուր', 'טור', 'تور', 'ٹورز', 'टुर', 'तुर', 'ტური', 'トゥール', '图尔', '투르']",Tours,2972191,Tours,24,37261,141621,0.70398,FR
43.60426,P,2972315,PPLA,31,313,0,150,,"['gorad tuluza', 'lapangan terbang blagnac', 'tls', 'tolosa', 'tolosa okzitania', 'tolosa de francia', 'tolosa de llenguadoc', 'toloxa', 'toloza', 'toulouse', 'toulouz', 'tołoxa', 'tuluz', 'tuluza', 'tuluzae', 'tuluzo', 'tulūza', 'tólóza', 'to~uruzu', 'tu lu zi', 'tu lus', 'tullujeu', 'tulujha', 'tulus', 'tuluza', 'twlwz', 'τουλούζ', 'горад тулуза', 'тулузæ', 'тулуза', 'тулузо', 'թուլուզ', 'טולוז', 'تولوز', 'तुलूज़', 'तुलूझ', 'ਟੁਲੂਜ਼', 'துலூஸ்', 'ടൂളൂസ്', 'ตูลูซ', 'ཊོའུ་ལོའུ་སེ།', 'ტულუზა', 'ቱሉዝ', 'トゥールーズ', '圖盧茲', '圖魯茲', '툴루즈']",Toulouse,2972315,Toulouse,76,31555,433055,1.44367,FR
48.58392,P,2973783,PPLA,67,678,0,147,,"['argentoratum', 'estrasborg', 'estrasbou', 'estrasburg', 'estrasburgo', 'estrasburgu', 'gorad strasbur', 'lungsod ng strasbourg', 'sxb', 'sjtraasburg', 'straasburch', 'straasbuurich', 'straatsburg', 'strasborg', 'strasborgh', 'strasbourg', 'strasbourgo', 'strasbura', 'strasburas', 'strasburg', 'strasburgo', 'strasburgu', 'strasburk', 'strasburq', 'strasbwrg', 'strasbôrg', 'strasbūra', 'strasbūras', 'strassborg', 'strassbourg', 'strassburg', 'straszburg', 'strazbur', 'strazburg', 'strazburgu', 'straßborg', 'straßburg', 'strażburgu', 'stroatsburg', 'stroosburi', 'stroossbuerg', 'strossburg', 'strǣtburg', 'astrasbwrg', 's thra sbur', 'satarasabaraga', 'seuteulaseubuleu', 'si te la si bao', 'stiraspurk', 'strasabarga', 'strasaborga', 'strasaburga', 'strasbwrg', 'strasbwrgh', 'strsbwrg', 'sutorasuburu', 'štrasburg', 'štrasburk', 'στρασβούργο', 'горад страсбур', 'стразбур', 'страсбург', 'ստրասբուրգ', 'שטראסבורג', 'שטרסבורג', 'استراسبورگ', 'ستراسبورغ', 'ستراسبورگ', 'شٹراسبرگ', 'स्ट्रासबर्ग', 'स्त्रासबुर्ग', 'ਸਟਰਾਸਬਰਗ', 'સ્ટ્રાસબોર્ગ', 'ஸ்திராஸ்பூர்க்', 'സ്ട്രാസ്ബർഗ്', 'สทราซบูร์', 'སི་ཐི་རཱ་སི་བུར།', 'სტრასბური', 'ስትራዝቡርግ', 'ストラスブール', '斯特拉斯堡', '스트라스부르']",Strasbourg,2973783,Strasbourg,44,67482,274845,7.74553,FR
48.60749,P,2975446,PPL,67,676,0,144,,"['schilige', 'schiltigheim', 'schiltighein', 'schílige', ""shil'tigajm"", 'shiltigem', 'schilfigheim', 'shirutikaimu', 'shyltygm', 'siltigaim', 'stshyltyghhym', 'xi er di gai mu', 'шилтигем', 'шильтигайм', 'шильтігайм', 'ستشيلتيغهيم', 'شیلتیگم', 'シルティカイム', '希尔蒂盖姆', '실티가임']",Schiltigheim,2975446,Schiltigheim,44,67447,32289,7.74931,FR
47.21765,P,2979590,PPL,44,442,0,38,,"['saint-herblain', 'sant-ervlan', 'sen-erblen', 'sent erblen', 'saengteleubeullaeng', 'san=teruburan', 'sheng ai er bu lan', 'snt arbln', 'сен-ерблен', 'сент ерблен', 'سنت اربلن', 'سینٹ-ہربلیں', 'サン＝テルブラン', '聖埃爾布蘭', '생테르블랭']",Saint-Herblain,2979590,Saint-Herblain,52,44162,46898,-1.64841,FR
50.58836,P,2981950,PPL,59,595,0,34,,"['sainghin', 'sainghin-en-melantois', 'sainghin-en-mélantois']",Sainghin-en-Melantois,2981950,Sainghin-en-Mélantois,32,59523,2606,3.16619,FR
49.44313,P,2982652,PPLA,76,763,0,21,,"['erruan', 'gorad ruan', 'roan', 'rodem', 'roeaan', 'rothomagus', 'rouan', 'rouen', 'rovan', 'roðem', 'ruan', 'ruana', 'ruanas', 'ruao', 'ruduborg', 'rueno', 'ruán', 'ruão', 'ruāna', 'rúðuborg', 'uro', 'lu ang', 'luang', ""ro'am"", 'ru x xng', ""ru'am"", 'ruan', 'ruani', 'rwan', 'rwn', 'ρουέν', 'горад руан', 'руан', 'ռուան', 'רואן', 'رؤن', 'روان', 'रुआं', 'रोआँ', 'รูอ็อง', 'რუანი', 'ሩዋን', 'ルーアン', '盧昂', '鲁昂', '루앙']",Rouen,2982652,Rouen,28,76540,112787,1.09932,FR
47.18144,P,2983770,PPL,44,442,0,28,,"['ratiatum', 'reudied', 'reza', 'reze', 'rezé', 'lei ze', 'leuje', 'ruze', 'rwzh  fransh', 'реза', 'резе', 'روزه، فرانسه', 'ルゼ', '雷泽', '르제']",Reze,2983770,Rezé,52,44143,39248,-1.54965,FR
48.11198,P,2983990,PPLA,35,353,0,39,,"['condate redonum', 'gorad rehn', 'rns', 'ren', 'renas', 'renes', 'renn', 'renn shehiri', 'renna', 'rennes', 'roazhon', 'rènes', 'rénn shehiri', 'lei en', 'len', 'ren', ""ren'nu"", 'reni', 'rhena', 'rn', 'ryn', 'ρεν', 'горад рэн', 'рен', 'ренн', 'ռեն', 'רן', 'رن', 'رين', 'رین', 'رینے', 'ऱ्हेन', 'ரேன்', 'แรน', 'რენი', 'レンヌ', '雷恩', '렌']",Rennes,2983990,Rennes,53,35238,209375,-1.67429,FR
49.25,P,2984114,PPLA3,51,513,0,84,,"['durocortorum', 'gorad rehjms', 'rhe', 'reims', 'reimsa', 'reimsas', 'rejms', 'remes', 'remeš', 'rems', 'rens', 'reyms', 'rheims', 'laengseu', 'lan si', 'rans', 'ransu', 'rayym', 'reimsi', 'rensa', 'rms', 'rns', 'ryyms', 'ρενς', 'горад рэймс', 'реймс', 'ремс', 'ռեյմս', 'ריימס', 'رائیم', 'رانس', 'رمس', 'رنس', 'रेंस', 'แร็งส์', 'რეიმსი', 'ランス', '兰斯', '랭스']",Reims,2984114,Reims,44,51454,196565,4.03333,FR
48.85341,P,2988507,PPLC,75,,0,42,,"['baariis', 'bahliz', 'gorad paryzh', 'lungsod ng paris', 'lutece', 'lutetia', 'lutetia parisorum', 'lutèce', 'par', 'pa-ri', 'paarys', 'palika', 'paname', 'pantruche', 'paraeis', 'paras', 'pari', 'paries', 'parigge', 'pariggi', 'parighji', 'parigi', 'pariis', 'pariisi', 'pariizu', 'pariižu', 'parij', 'parijs', 'paris', 'parisi', 'parixe', 'pariz', 'parize', 'parizh', 'parizh osh', ""parizh'"", 'parizo', 'parizs', 'pariž', 'parys', 'paryz', 'paryzius', 'paryż', 'paryžius', 'paräis', 'parís', 'paríž', 'parîs', 'parĩ', 'parī', 'parīze', 'paříž', 'páras', 'párizs', 'ville-lumiere', 'ville-lumière', 'ba li', 'barys', 'pairisa', 'pali', 'pari', 'paris', 'parys', 'paryzh', 'perisa', 'pryz', 'pyaris', 'pyarisa', 'pyrs', 'παρίσι', 'горад парыж', 'париж', 'париж ош', 'парижь', 'париз', 'парис', 'паріж', 'փարիզ', 'פאריז', 'פריז', 'باريس', 'پارىژ', 'پاريس', 'پاریس', 'پیرس', 'ܦܐܪܝܣ', 'पॅरिस', 'पेरिस', 'पैरिस', 'প্যারিস', 'ਪੈਰਿਸ', 'પૅરિસ', 'பாரிஸ்', 'పారిస్', 'ಪ್ಯಾರಿಸ್', 'പാരിസ്', 'ปารีส', 'ཕ་རི།', 'ပါရီမြို့', 'პარიზი', 'ፓሪስ', 'ប៉ារីស', 'パリ', '巴黎', '파리']",Paris,2988507,Paris,11,,2138551,2.3488,FR
47.21725,P,2990969,PPLA,44,442,0,19,,"['nte', 'nant', 'nante', 'nantes', 'nanto', 'naoned', 'portus namnetus', 'nan te', 'nant', 'nanta', 'nanto', 'нант', 'נאנט', 'نانت', 'नांत', 'ナント', '南特']",Nantes,2990969,Nantes,52,44109,277269,-1.55336,FR
43.61092,P,2992166,PPLA2,34,343,0,56,,"[""gorad manpel'e"", 'mpl', ""monpel'e"", 'monpele', 'monpelie', 'monpelje', 'monpeljē', 'monpeljė', 'monpelye', 'monspessulanus', 'montpelhier', 'montpelhièr', 'montpeller', 'montpellier', 'montpelyier', 'montpelyiér', ""mamtapeli'e"", 'meng bi li ai', 'meng bi li ye', 'mngpex liye', 'mongpellie', 'monperie', 'mwnblyyh', 'mwnplyh', 'mwnplyyh', 'μονπελιέ', 'горад манпелье', 'монпелие', 'монпелье', 'монпельє', 'монпелје', 'монпеље', 'մոնպելիե', 'מונפלייה', 'مونبلييه', 'مونٹپلائیر', 'مونپلیه', 'مونپیلیے', 'مون\u200cپلیه', 'माँतपेलिए', 'มงเปอลีเย', 'მონპელიე', 'モンペリエ', '夢比利耶', '蒙庇利埃', '蒙彼利埃', '몽펠리에']",Montpellier,2992166,Montpellier,76,34172,248252,3.87723,FR
