region,org_id,alternatenames,pdb_org_id,state,ix_id,url,pch_id,geo_id,city,iata,prefixes,latitude,pdb_id,country,longitude,name,address,sources,zipcode
Africa,14913,"['TIX Tanzania - Dodoma IXP', 'Dodoma Internet Exchange Point - DIXP', 'TIX Tanzania - Dodoma']",14913,,934,https://www.tix.or.tz/dixp/,1911,160196,Dodoma,DOD,"{'ipv4': ['196.60.50.0/24'], 'ipv6': ['2001:43f8:0:400::/64']}",-6.20600,2624,TZ,35.79500,Dodoma Internet Exchange Point,,"['pdb', 'he', 'pch']",
Latin America,,[],,,217,,1364,3575635,Roseau,DOM,"{'ipv4': ['206.53.141.0/27'], 'ipv6': []}",15.30000,,DM,-61.40000,Dominica National Internet Exchange Point,,['pch'],
Europe,5031,"['DO-IX', 'Dortmund Internet eXchange']",5031,,219,https://www.do-ix.net,1856,2935517,Dortmund,DTM,"{'ipv4': ['185.1.18.0/24'], 'ipv6': ['2001:67c:2b9c::/48']}",,762,DE,,Dortmund Internet exchange,Im Spaehenfelde 51,"['pdb', 'he', 'pch']",44143
Africa,27228,['Douala-IX'],27228,Littoral,1423,https://www.douala-ix.net,2350,2232593,Douala,,"{'ipv4': ['196.60.84.0/24'], 'ipv6': ['2001:43fd:c000:d0a1::/64', '2001:43fd:c000::/64']}",,3561,CM,,Douala Internet Exchange,"Rue 1033, port de douala, BonanjoImmeuble SCI Chimede","['pdb', 'he', 'pch']",
Africa,288,"['Durban Internet Exchange', 'DINX']",288,,220,https://www.inx.net.za/,1362,,,DUR,"{'ipv4': ['196.223.30.0/23'], 'ipv6': ['2001:43f8:1f2::/64']}",,610,ZA,,Durban Internet eXchange,,"['pdb', 'he', 'pch']",
Asia-Pacific,,[],,,1820,,2352,1880252,Singapore,,"{'ipv4': [], 'ipv6': []}",1.37000,,SG,103.98000,EDGE INTERNET EXCHANGE,,['pch'],
Africa,7766,"['Egypt Internet Exchange ""EG-IX""']",7766,,1565,https://eg-ix.com.eg/,,,,,"{'ipv4': ['196.60.86.0/24'], 'ipv6': ['2001:43f8:41::/64']}",,3812,EG,,EG-IX,,"['he', 'pdb']",
Europe,33109,['Elche Internet Exchange'],33109,,1680,https://ix.mario.gdn/,,2518559,Elche,,"{'ipv4': [], 'ipv6': ['2a0e:46c4:28c0:b00b::/64']}",,4064,ES,,ELX-IX,,"['he', 'pdb']",
North America,,[],,Neuheim,1750,http://ix.daoport.net,,5350734,Fremont,,"{'ipv4': ['31.41.34.192/26', '193.34.193.128/25'], 'ipv6': ['2a12:3fc3::/64', '2001:7f8:135::/64']}",37.56283,,US,-122.00044,EO-IX,,['he'],
Europe,16815,"['EPIX.Katowice', 'Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie']",16815,,221,http://www.epix.net.pl/,2022,,,,"{'ipv4': ['178.216.40.0/21', '195.191.170.0/23'], 'ipv6': ['2001:7f8:5b::/64']}",,491,PL,,EPIX Katowice,,"['pdb', 'he', 'pch']",
Europe,,[],,,1566,http://www.epix.net.pl/,,756135,Warsaw,,"{'ipv4': ['91.212.9.0/24', '89.46.144.0/21'], 'ipv6': ['2001:678:3ac::/48']}",52.23000,,PL,21.00000,EPIX Warsaw,,['he'],
Europe,16815,[],16815,,1424,https://www.epix.net.pl,,3088171,Poznan,,"{'ipv4': ['195.191.170.0/23'], 'ipv6': ['2a10:f780::/64']}",,3594,PL,,EPIX.Poznan,ul. Adama Kręglewskiego 11,"['he', 'pdb']",61-248
Europe,16815,"['EPIX', 'EPIX.Warszawa']",16815,Masovian Voivodeship,223,http://www.epix.net.pl/,2023,756135,Warsaw,,"{'ipv4': ['89.46.144.0/21'], 'ipv6': ['2001:678:3ac::/48', '2001:7f8:69::/64']}",52.23000,474,PL,21.00000,EPIX.Warszawa-KIX,,"['pch', 'pdb']",
Europe,21927,['ERA-IX'],21927,,1476,https://www.era-ix.com/,2303,,,,"{'ipv4': ['185.1.240.0/24'], 'ipv6': ['2001:7f8:12a::/64']}",,3789,NL,,ERA-IX Amsterdam,,"['pdb', 'he', 'pch']",
Europe,136,"['Espanix Lower LAN 2', 'ESPANIX Lower LAN']",136,,224,http://www.espanix.net,,,,,"{'ipv4': ['193.149.1.0/24'], 'ipv6': ['2001:7f8:f::/64']}",,63,ES,,ESPANIX Madrid Lower LAN,,"['he', 'pdb']",
Europe,136,"['ESPANIX Upper LAN', 'Espanix Upper LAN 2']",136,,225,http://www.espanix.net,,,,,"{'ipv4': ['185.79.175.0/24'], 'ipv6': ['2001:7f8:f:1::/64']}",,1146,ES,,ESPANIX Madrid Upper LAN,,"['he', 'pdb']",
North America,24424,['Experimental Virtual Internet Exchange'],24424,,866,https://evix.org,,,,,"{'ipv4': ['206.81.104.0/24'], 'ipv6': ['2602:fed2:fff:ffff::/64']}",,2274,,,EVIX,,"['he', 'pdb']",
Asia-Pacific,6629,['Echigo Internet Exchange'],6629,,226,http://www.echigo-ix.jp/,1857,1855431,Niigata,,"{'ipv4': ['58.84.254.0/23', '117.102.169.0/24', '58.84.254.0/24'], 'ipv6': ['2402:a800:fff0::/64', '2400:e000:105::/64']}",37.92000,602,JP,139.05000,Echigo-IX,,"['pdb', 'he', 'pch']",
Europe,17600,[],17600,,1681,http://www.ixbirmingham.net,,2655603,Birmingham,,"{'ipv4': ['84.246.159.0/25'], 'ipv6': []}",,4040,GB,,Edge IX Birmingham,Westley Street,"['he', 'pdb']",B9 4ER
Asia-Pacific,22400,[],22400,SA,1043,http://www.edgeix.net,2149,2078025,Adelaide,,"{'ipv4': ['103.136.101.0/25'], 'ipv6': ['2001:df0:680:2::/64']}",,2658,AU,,EdgeIX - Adelaide,,"['pdb', 'he', 'pch']",
Asia-Pacific,22400,[],22400,(None),1793,http://www.edgeix.net,,2193733,Auckland,,"{'ipv4': ['103.180.190.0/24'], 'ipv6': ['2001:df0:680:11::/64']}",,4262,NZ,,EdgeIX - Auckland,,"['he', 'pdb']",1010
Asia-Pacific,22400,[],22400,,1070,http://www.edgeix.net,,,,,"{'ipv4': ['103.136.103.0/24'], 'ipv6': ['2001:df0:680:4::/64']}",,2756,AU,,EdgeIX - Brisbane,,"['he', 'pdb']",
Asia-Pacific,22400,[],22400,NT,989,http://www.edgeix.net,2148,2073124,Darwin,,"{'ipv4': ['103.136.100.0/25'], 'ipv6': ['2001:df0:680::/64']}",,2563,AU,,EdgeIX - Darwin,27 Harvey Street,"['pdb', 'he', 'pch']",0801
Asia-Pacific,22400,[],22400,,1020,http://www.edgeix.net,2147,2163355,Hobart,,"{'ipv4': ['103.136.100.128/25'], 'ipv6': ['2001:df0:680:1::/64']}",-42.83000,2602,AU,147.48000,EdgeIX - Hobart,,"['pdb', 'he', 'pch']",
Asia-Pacific,22400,['EdgeIX Melbourne'],22400,,1071,https://www.edgeix.net,2210,,,,"{'ipv4': ['202.77.90.0/23'], 'ipv6': ['2001:df0:680:6::/64']}",,2762,AU,,EdgeIX - Melbourne,,"['pdb', 'he', 'pch']",
Asia-Pacific,22400,['EdgeIX Perth'],22400,WA,1044,https://www.edgeix.net,2217,,,,"{'ipv4': ['103.136.102.0/24'], 'ipv6': ['2001:df0:680:3::/64']}",,2718,AU,,EdgeIX - Perth,,"['pdb', 'he', 'pch']",
Asia-Pacific,22400,[],22400,,1682,http://www.edgeix.net,,1880252,Singapore,,"{'ipv4': ['103.77.68.0/23'], 'ipv6': ['2001:df0:680:10::/64']}",,4039,SG,,EdgeIX - Singapore,26A Ayer Rajah Crescent,"['he', 'pdb']",139963
Asia-Pacific,22400,['EdgeIX Sydney'],22400,,1072,https://www.edgeix.net,2225,,,,"{'ipv4': ['202.77.88.0/23'], 'ipv6': ['2001:df0:680:5::/64']}",,2761,AU,,EdgeIX - Sydney,,"['pdb', 'he', 'pch']",
Asia-Pacific,34540,"['EdgeNXT Internet Exchange', 'EdgeNXT']",34540,,1751,https://www.edgenxt.com,,1642911,Jakarta,,"{'ipv4': ['103.61.232.0/23'], 'ipv6': ['2001:df1:d440:1::/64']}",,4163,ID,,EdgeNxT,,"['he', 'pdb']",
Europe,33440,[],33440,,1683,https://network.usercloud.host/VIXP.html,,2925533,Frankfurt,,"{'ipv4': [], 'ipv6': ['2a05:dfc7:2122::/64', '2a05:dfc7:2122:ffff::/64']}",50.12000,4036,DE,8.68000,Electron IX,,"['he', 'pdb']",
Europe,2,['Equinix Internet Exchange Amsterdam'],2,NH,228,https://www.equinix.nl/services/interconnection-connectivity/internet-exchange/,2032,2759794,Amsterdam,,"{'ipv4': ['185.1.112.0/24'], 'ipv6': ['2001:7f8:83::/64']}",,2031,NL,,Equinix Amsterdam,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Atlanta'],2,GA,229,https://ix.equinix.com,259,4180439,Atlanta,,"{'ipv4': ['198.32.181.0/24', '198.32.182.0/24', '198.32.183.0/24'], 'ipv6': ['2001:504:10::/64']}",,9,US,,Equinix Atlanta,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Barcelona'],2,,1013,https://www.equinix.com/data-centers/europe-colocation/spain-colocation/barcelona-data-centers,2131,3128760,Barcelona,,"{'ipv4': ['87.108.41.96/27', '185.1.143.0/24'], 'ipv6': ['2001:7f8:de::/64']}",,2633,ES,,Equinix Barcelona,Carrer de l'Acer 30-32,"['pdb', 'he', 'pch']",08038
Latin America,2,['Equinix Internet Exchange Bogota'],2,Bogota,867,https://www.equinix.com/data-centers/americas-colocation/colombia-colocation/bogota-data-centers,985,3688689,,,"{'ipv4': ['208.115.128.0/24'], 'ipv6': ['2001:504:0:10::/64']}",,2289,CO,,Equinix Bogota,,"['pdb', 'he', 'pch']",
North America,2,"['Equinix Chicago', 'Equinix Internet Exchange Chicago']",2,IL,230,https://ix.equinix.com,268,,,ORD,"{'ipv4': ['208.115.136.0/23'], 'ipv6': ['2001:504:0:4::/64']}",,2,US,,Equinix Chicago IBX,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Denver'],2,CO,868,https://www.equinix.com,,,,,"{'ipv4': ['198.32.114.0/24'], 'ipv6': ['2001:504:0:8::/64']}",,2182,US,,Equinix Denver,,"['he', 'pdb']",
Europe,2,['Equinix Internet Exchange Dublin'],2,,231,http://www.equinix.ie/services/interconnection-connectivity/internet-exchange/,2013,2964574,Dublin,,"{'ipv4': ['185.1.109.0/24'], 'ipv6': ['2001:7f8:c3::/64']}",,1926,IE,,Equinix Dublin,,"['pdb', 'he', 'pch']",D15
Europe,2,['Equinix Internet Exchange Frankfurt'],2,,232,https://www.equinix.de/services/interconnection-connectivity/internet-exchange/,2014,2925533,Frankfurt,,"{'ipv4': ['185.1.102.0/24'], 'ipv6': ['2001:7f8:bd::/64']}",,1998,DE,,Equinix Frankfurt,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Helsinki'],2,,233,https://www.equinix.fi/services/interconnection-connectivity/internet-exchange/,2200,,,,"{'ipv4': ['185.1.86.0/24'], 'ipv6': ['2001:7f8:af::/64']}",,1464,FI,,Equinix Helsinki,,"['pdb', 'he', 'pch']",
Asia-Pacific,2,['Equinix Internet Exchange Hong Kong'],2,,234,https://ix.equinix.com,834,,,"HKG2, HKG2","{'ipv4': ['119.27.63.0/24', '36.255.56.0/22'], 'ipv6': ['2001:de8:7::/64']}",,125,,,Equinix Hong Kong,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Houston'],2,TX,869,https://www.equinix.com,,4699066,Houston,,"{'ipv4': ['198.32.135.0/24'], 'ipv6': ['2001:504:0:9::/64']}",,2183,US,,Equinix Houston,1515 Aldine Meadows Road,['pdb'],77032
North America,2,"['Equinix Ashburn', 'Equinix Internet Exchange Ashburn']",2,VA,235,https://ix.equinix.com,255,,,IAD,"{'ipv4': ['206.126.236.0/22'], 'ipv6': ['2001:504:0:2::/64']}",,1,US,,Equinix IBX Ashburn,,"['pdb', 'he', 'pch']",
North America,2,"['Equinix Dallas', 'Equinix Internet Exchange Dallas']",2,TX,236,https://ix.equinix.com,278,,,DFW,"{'ipv4': ['206.223.118.0/23'], 'ipv6': ['2001:504:0:5::/64']}",,3,US,,Equinix IBX Dallas,,"['pdb', 'he', 'pch']",
North America,,['Equinix San Jose'],,,237,https://ix.equinix.com,339,5392171,San Jose,,"{'ipv4': ['206.223.116.0/24'], 'ipv6': ['2001:504:0:1::/64']}",37.33000,,US,-121.88000,Equinix IBX San Jose,,"['he', 'pch']",
North America,,[],,,238,,347,5104504,Secaucus,,"{'ipv4': ['206.223.117.0/24'], 'ipv6': []}",40.79000,,US,-74.06000,Equinix IBX Secaucus,,['pch'],
Asia-Pacific,2,"['Equinix Internet Exchange Tokyo', 'Equinix Tokyo']",2,,239,https://www.equinix.com/data-centers/asia-pacific-colocation/japan-colocation/tokyo-data-centers,142,1850147,Tokyo,,"{'ipv4': ['203.190.230.0/25', '203.190.230.0/23'], 'ipv6': ['2001:de8:5::/64']}",35.55000,167,JP,139.78000,Equinix IBX Tokyo,,"['pdb', 'he', 'pch']",
Europe,2,"['Equinix Internet Exchange Warsaw', 'Equinix Warsaw']",2,Masovian Voivodeship,649,https://www.equinix.com/,509,756135,Warsaw,WAW,"{'ipv4': ['195.182.218.0/23'], 'ipv6': ['2001:7f8:42::/64']}",,264,PL,,Equinix IX Warsaw (ex-PLIX),,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Muscat'],2,,1309,https://www.equinix.com/locations/europe-colocation/oman-colocation/muscat-data-centers/,2311,287286,Muscat,,"{'ipv4': ['185.1.191.0/24'], 'ipv6': ['2001:7f8:105::/64']}",23.58000,3335,OM,58.28000,Equinix Internet Exchange Muscat,Barka / South Al BatinahPO Box 789,"['pdb', 'he', 'pch']",112
Europe,2,['Equinix Internet Exchange Jeddah'],2,Makkah,1752,https://ix.equinix.com/,,105343,Jeddah,,"{'ipv4': ['185.1.239.0/24'], 'ipv6': ['2001:7f8:129::/64']}",21.67000,4174,SA,39.15000,Equinix Jeddah,Abhur Al Janubiyah District,"['he', 'pdb']",22233
Europe,2,['Equinix Internet Exchange Lisbon'],2,,870,https://ix.equinix.com/home/lisbon/,2033,2267057,Lisbon,,"{'ipv4': ['185.1.116.0/24'], 'ipv6': ['2001:7f8:c7::/64']}",,2131,PT,,Equinix Lisbon,Avenida Severiano Falcão 142685-378 Prior Velho,"['pdb', 'he', 'pch']",2685
Europe,2,['Equinix Internet Exchange London'],2,Berkshire,240,https://www.equinix.co.uk/services/interconnection-connectivity/internet-exchange/,2015,,,,"{'ipv4': ['185.1.104.0/24'], 'ipv6': ['2001:7f8:be::/64']}",,1997,GB,,Equinix London,,"['pdb', 'he', 'pch']",
North America,2,"['Equinix Los Angeles', 'Equinix Internet Exchange Los Angeles']",2,CA,241,https://ix.equinix.com,467,,,BUR,"{'ipv4': ['206.223.123.0/24'], 'ipv6': ['2001:504:0:3::/64']}",,4,US,,Equinix Los Angeles IBX,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Madrid'],2,Madrid,871,https://ix.equinix.com/home/madrid/,2034,,,,"{'ipv4': ['185.1.22.0/24'], 'ipv6': ['2001:7f8:c6::/64']}",,2130,ES,,Equinix Madrid,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Manchester'],2,Manchester,242,http://www.equinix.co.uk/services/interconnection-connectivity/internet-exchange/,2017,,,,"{'ipv4': ['185.1.101.0/24'], 'ipv6': ['2001:7f8:bc::/64']}",,1927,GB,,Equinix Manchester,,"['pdb', 'he', 'pch']",
Asia-Pacific,2,['Equinix Internet Exchange Melbourne'],2,Victoria,243,https://www.equinix.com,2048,2158177,Melbourne,,"{'ipv4': ['183.177.61.0/24'], 'ipv6': ['2001:de8:6:1::/64']}",,1026,AU,,Equinix Melbourne,,"['pdb', 'he', 'pch']",
Latin America,2,['Equinix Internet Exchange Mexico'],2,Querétaro,1241,https://www.equinix.lat/,,,,,"{'ipv4': ['201.149.98.0/24'], 'ipv6': ['2001:504:0:11::/64']}",,3266,MX,,Equinix Mexico,,"['he', 'pdb']",
North America,2,"['Equinix Internet Exchange Miami', 'Equinix-Miami']",2,,244,http://www.equinix.com,308,,,MIA,"{'ipv4': ['198.32.99.0/24', '198.32.242.0/23'], 'ipv6': ['2001:504:0:6::/64']}",,17,US,,Equinix Miami,,"['pdb', 'pch']",
North America,,[],,Orlando,1308,http://www.equinix.com,,4164138,Miami,,"{'ipv4': ['198.32.242.0/23'], 'ipv6': []}",25.83000,,US,-80.29000,Equinix Miami (formerly NOTA),,['he'],
Europe,2,['Equinix Internet Exchange Milan'],2,Lombardia,246,https://www.equinix.it/services/interconnection-connectivity/internet-exchange/,2018,3173435,,,"{'ipv4': ['185.1.106.0/24'], 'ipv6': ['2001:7f8:c0::/64']}",,1925,IT,,Equinix Milan,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Montreal'],2,QC,1567,https://ix.equinix.com/home/locations-and-traffic,,,,,"{'ipv4': ['206.223.115.0/24'], 'ipv6': ['2001:504:0:b::/64']}",,3814,CA,,Equinix Montreal,,"['he', 'pdb']",
Asia-Pacific,2,[],2,,1753,https://ix.equinix.com/,2347,,,BOM2,"{'ipv4': ['103.188.179.0/24'], 'ipv6': ['2001:dec:4000::/64']}",,4211,IN,,Equinix Mumbai,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange New York'],2,,247,https://ix.equinix.com,,,,,"{'ipv4': ['198.32.118.0/24', '198.32.119.0/24'], 'ipv6': ['2001:504:f::/64']}",,12,US,,Equinix New York,,"['he', 'pdb']",
North America,,[],,New Jersey,248,,317,5128581,New York,LGA,"{'ipv4': ['206.223.131.0/24', '206.197.169.0/24'], 'ipv6': []}",40.75000,,US,-74.00000,Equinix New York IBX,,['pch'],
Asia-Pacific,2,['Equinix Internet Exchange Osaka'],2,OS,249,https://ix.equinix.com,2216,1853909,Osaka,,"{'ipv4': ['203.190.227.0/24'], 'ipv6': ['2001:de8:5:1::/64']}",,948,JP,,Equinix Osaka,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Palo Alto'],2,,262,https://ix.equinix.com,325,,,PAO,"{'ipv4': ['198.32.175.0/24', '198.32.177.0/24', '198.32.176.0/24'], 'ipv6': ['2001:504:d::/64']}",,7,US,,Equinix Palo Alto,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Paris'],2,Seine-Saint-Denis,250,https://www.equinix-ix.fr/,1097,2988507,Paris,,"{'ipv4': ['195.42.144.0/23'], 'ipv6': ['2001:7f8:43::/64']}",,255,FR,,Equinix Paris,,"['pdb', 'he', 'pch']",
Asia-Pacific,2,['Equinix Internet Exchange Perth'],2,WA,1014,https://www.equinix.com/data-centers/asia-pacific-colocation/australia-colocation/perth-data-centers,2218,,,,"{'ipv4': ['101.97.43.0/24'], 'ipv6': ['2001:de8:6:2::/64']}",,2627,AU,,Equinix Perth,,"['pdb', 'he', 'pch']",
Latin America,2,['Equinix Internet Exchange Rio de Janeiro'],2,RJ,1242,https://www.equinix.com.br,,3451190,Rio de Janeiro,,"{'ipv4': ['142.215.8.0/22'], 'ipv6': ['2001:504:0:a::/64']}",,3212,BR,,Equinix Rio de Janeiro,,"['he', 'pdb']",
North America,,[],,,251,,337,5391959,San Francisco,,"{'ipv4': [], 'ipv6': []}",37.78000,,US,-122.43000,Equinix San Francisco,,['pch'],
North America,2,['Equinix Internet Exchange San Jose (Bay Area)'],2,CA,252,https://ix.equinix.com,,,,,"{'ipv4': ['206.223.116.0/23'], 'ipv6': ['2001:504:0:1::/64']}",,5,US,,Equinix San Jose,,['pdb'],
North America,2,"['Equinix Internet Exchange Seattle', 'Equinix-Seattle']",2,WA,253,https://ix.equinix.com,344,,,SEA,"{'ipv4': ['198.32.133.0/24', '198.32.134.0/24', '198.32.135.0/24'], 'ipv6': ['2001:504:12::/64']}",,11,US,,Equinix Seattle,,"['pdb', 'he', 'pch']",
,2,['Equinix Internet Exchange Seoul'],2,,1045,https://ix.equinix.com,2151,,,ICN2,"{'ipv4': ['103.140.210.0/24'], 'ipv6': ['2001:de8:7:1::/64']}",,2685,,,Equinix Seoul,,"['pdb', 'he', 'pch']",
Asia-Pacific,2,"['Equinix Singapore', 'Equinix Internet Exchange Singapore']",2,,254,https://www.equinix.com/data-centers/asia-pacific-colocation/singapore-colocation/singapore-data-center,464,1880252,Singapore,"QPG, QPG, SIN","{'ipv4': ['27.111.228.0/22'], 'ipv6': ['2001:de8:4::/64']}",,158,SG,,Equinix Singapore IBX,,"['pdb', 'he', 'pch']",
Europe,2,['Equinix Internet Exchange Stockholm'],2,,255,https://www.equinix.se/services/interconnection-connectivity/internet-exchange/,2016,,,,"{'ipv4': ['185.1.107.0/24'], 'ipv6': ['2001:7f8:c1::/64']}",,1923,SE,,Equinix Stockholm,,"['pdb', 'he', 'pch']",
Asia-Pacific,2,['Equinix Internet Exchange Sydney'],2,NSW,256,https://www.equinix.com,12,,,SYD,"{'ipv4': ['45.127.172.0/22'], 'ipv6': ['2001:de8:6::/64']}",,94,AU,,Equinix Sydney,,"['pdb', 'he', 'pch']",
Latin America,2,['Equinix Internet Exchange Sao Paulo'],2,SP,257,https://www.equinix.com.br,29,,,,"{'ipv4': ['198.32.122.0/24', '64.191.232.0/22'], 'ipv6': ['2001:478:122::/64', '2001:504:0:7::/64']}",,119,BR,,Equinix São Paulo,,"['pdb', 'he', 'pch']",
North America,2,['Equinix Internet Exchange Toronto'],2,ON,259,https://www.equinix.com/data-centers/americas-colocation/canada-colocation/toronto-data-centers,1852,6167865,Toronto,,"{'ipv4': ['198.32.181.0/24'], 'ipv6': ['2001:504:d:80::/64']}",,373,CA,,Equinix Toronto,,"['pdb', 'he', 'pch']",
North America,,[],,,1754,https://ix.equinix.com,,4791160,Vienna,,"{'ipv4': ['198.32.191.0/24', '198.32.192.0/24'], 'ipv6': []}",38.89362,,US,-77.22228,Equinix Vienna (VA),,['he'],
Europe,2,['Equinix Internet Exchange Zurich'],2,ZH,261,https://www.equinix.ch/,236,2657896,Zurich,ZRH2,"{'ipv4': ['194.42.48.0/24'], 'ipv6': ['2001:7f8:c:8235:194:42:48:0/112', '2001:7f8:c:8235::/64', '2001:7f8:c::/64']}",,29,CH,,Equinix Zurich,,"['pdb', 'he', 'pch']",
North America,,[],,,263,,266,4930956,Boston,,"{'ipv4': ['198.32.111.0/24', '198.32.112.0/24', '198.32.113.0/24'], 'ipv6': []}",42.37000,,US,-71.03000,Equinix-Boston,,['pch'],
North America,,[],,New Jersey,264,,323,5128581,New York,,"{'ipv4': ['198.32.117.0/24', '198.32.118.0/24', '198.32.119.0/24'], 'ipv6': []}",40.75000,,US,-74.00000,Equinix-NY(former Paix),,['pch'],
North America,,[],,,260,,357,4791160,Vienna,,"{'ipv4': ['198.32.190.0/24', '198.32.191.0/24', '198.32.192.0/24'], 'ipv6': ['2001:504:e::/64']}",38.89362,,US,-77.22228,Equinix-VA,,['pch'],
Africa,,[],,,1568,https://google.com,,,Rome,,"{'ipv4': [], 'ipv6': ['2a0e:97c0:341::/64']}",,,GT,,ErIX,,['he'],
Europe,18724,['Eurasia Peering LLC'],18724,,265,https://www.eurasiapeering.com/,,524901,Moscow,,"{'ipv4': ['185.232.60.0/23'], 'ipv6': ['2a0d:e180::/64']}",,2035,RU,,Eurasia Peering IX,,"['he', 'pdb']",
Europe,,[],,,1478,,2299,524901,Moscow,,"{'ipv4': ['185.232.60.0/24'], 'ipv6': []}",55.75000,,RU,37.60000,Eurasia Peering Moscow,,['pch'],
Europe,654,['Exchange West'],654,,273,http://www.exwest.net/,,2964180,Galway,,"{'ipv4': ['195.60.82.64/26'], 'ipv6': ['2001:7f8:4d:1::/64']}",53.28000,316,IE,-9.02000,ExWest,"Lyrr Building, Phase 3Mervue Industrial Estate","['he', 'pdb']",
Asia-Pacific,17920,['ExtremeIX Bangalore'],17920,Karnataka,1569,https://extreme-ix.org/,2355,1277333,,BLR,"{'ipv4': ['38.10.0.0/24'], 'ipv6': ['2001:df2:1900:7::/64']}",,3813,IN,,Extreme IX Bangalore,,"['pdb', 'he', 'pch']",
Asia-Pacific,17920,['ExtremeIX Chennai'],17920,,274,https://extreme-ix.org/,2010,,,,"{'ipv4': ['45.120.251.0/24'], 'ipv6': ['2001:df2:1900:3::/64']}",,1786,IN,,Extreme IX Chennai,,"['pdb', 'he', 'pch']",
Asia-Pacific,17920,['ExtremeIX Hyderabad'],17920,,275,https://extreme-ix.org/,2011,1269843,Hyderabad,,"{'ipv4': ['103.77.110.0/24'], 'ipv6': ['2001:df2:1900:4::/64']}",17.45000,1785,IN,78.47000,Extreme IX Hyderabad,CFC-1Software Units Layout - Madhapur,"['pdb', 'he', 'pch']",500081
Asia-Pacific,17920,['ExtremeIX Kolkata'],17920,West Bengal,872,https://extreme-ix.org/,2052,1275004,Kolkata,,"{'ipv4': ['45.120.249.0/24'], 'ipv6': ['2001:df2:1900:5::/64']}",,2167,IN,,Extreme IX Kolkata,"1, CIT Rd","['pdb', 'he', 'pch']",700054
Asia-Pacific,17920,['ExtremeIX Mumbai'],17920,,276,https://extreme-ix.org/,2004,,,BOM2,"{'ipv4': ['103.77.108.0/23', '103.77.108.0/24'], 'ipv6': ['2001:df2:1900:2::/64']}",,1627,IN,,Extreme IX Mumbai,,"['pdb', 'he', 'pch']",
Asia-Pacific,17920,"['Extreme IX Delhi', 'ExtremeIX Delhi', 'Extreme IX']",17920,,277,https://extreme-ix.org/,1975,,,DEL,"{'ipv4': ['45.120.248.0/24'], 'ipv6': ['2001:df2:1900:1::/64']}",,1323,IN,,Extreme IX New Delhi,,"['pdb', 'he', 'pch']",
North America,11225,"['Texas-IX', 'FD-IX - Texas']",11225,,1243,https://www.fd-ix.com,2296,,,,"{'ipv4': ['149.112.7.0/24'], 'ipv6': ['2001:504:45:7::/64']}",,3264,US,,FD-IX (Texas-IX),,"['pdb', 'he', 'pch']",
North America,11225,['Fiber Data Internet Exchange'],11225,,1244,https://fd-ix.com,,,,,"{'ipv4': ['149.112.6.0/24'], 'ipv6': ['2001:504:45:6::/64']}",,3247,US,,FD-IX - Iowa,,"['he', 'pdb']",
Africa,12956,[],12956,,1115,http://www.fezix.net,,2548885,Fez,,"{'ipv4': ['154.70.201.0/24'], 'ipv6': []}",34.037123,3117,MA,-4.999688,FEZIX,"Rue Abdelkhalek Torresse, 31/35","['he', 'pdb']",30000
Europe,,[],,,1116,https://www.ficix.fi/,,658225,Helsinki,,"{'ipv4': ['193.110.224.0/24'], 'ipv6': ['2001:7f8:7:b::/64', '2001:7f8:7:1::/64']}",60.17000,,FI,25.00000,FICIX,,['he'],
Europe,223,"['FICIX 1 (Espoo)', 'FICIX 1 Espoo']",223,N/A,281,https://www.ficix.fi/,1516,660158,Espoo,,"{'ipv4': ['193.110.226.0/24'], 'ipv6': ['2001:7f8:7:a::/64', '2001:7f8:7::/64']}",60.21000,1332,FI,24.66000,Finnish Communication and Internet Exchange Espoo,,"['pch', 'pdb']",
Europe,223,[],223,,1117,https://www.ficix.fi/,,660158,Espoo,,"{'ipv4': [], 'ipv6': ['2001:7f8:7::/64']}",,2963,FI,,FICIX 1 (Espoo) IPv6 MTU 9000,Tekniikantie 12,['pdb'],02150
Europe,223,['FICIX 2 Helsinki'],223,,279,https://www.ficix.fi/,,,,,"{'ipv4': ['193.110.224.0/24'], 'ipv6': ['2001:7f8:7:b::/64']}",,98,FI,,FICIX 2 (Helsinki),,['pdb'],
