region,org_id,alternatenames,pdb_org_id,state,ix_id,url,pch_id,geo_id,city,iata,prefixes,latitude,pdb_id,country,longitude,name,address,sources,zipcode
Africa,14612,"['KINshasa Internet eXchange', 'KINIX']",14612,,409,http://www.ispa-drc.cd,479,2314302,Kinshasa,FIH,"{'ipv4': ['196.223.28.0/24'], 'ipv6': ['2001:43f8:3c0::/64', '2001:43f8:3c0::/48']}",-4.38000,628,CD,15.43000,Kinshasa Internet Exchange,,"['pch', 'pdb']",
Europe,10440,['Chisinau Internet Exchange'],10440,,401,http://www.kivix.net,,,,,"{'ipv4': ['185.1.45.0/24'], 'ipv6': ['2001:7f8:2e::/48']}",,1171,,,KIVIX,,"['he', 'pdb']",
Africa,15670,[],15670,Changamwe,941,https://www.tespok.co.ke/,,186301,Mombasa,,"{'ipv4': ['196.60.68.0/24'], 'ipv6': ['2001:43f8:c0:1::/64']}",,2362,KE,,KIXP - Mombasa icolo,Mombasa RoadMiritini,"['he', 'pdb']",
Africa,15670,['Kenya Internet Exchange Point - Nairobi'],15670,,402,https://www.tespok.co.ke/,,,,,"{'ipv4': ['196.223.21.0/24'], 'ipv6': ['2001:43f8:60:1::/64']}",,236,KE,,KIXP - Nairobi,,['pdb'],
Africa,15670,[],15670,,1407,https://www.tespok.co.ke,,184745,Nairobi,,"{'ipv4': ['196.60.80.0/24'], 'ipv6': []}",,3565,KE,,KIXP - Nairobi PAIX,Britam TowerHospital Road,"['he', 'pdb']",
Africa,,[],,,1052,https://www.tespok.co.ke/,,184745,Nairobi,,"{'ipv4': [], 'ipv6': []}",-1.32000,,KE,36.82000,KIXP Nairobi,,['he'],
Asia-Pacific,24902,['Kloud Technologies Limited NIX'],24902,Dhaka,1366,http://kloudnix.com/,,1185241,Dhaka,,"{'ipv4': ['103.164.91.0/24'], 'ipv6': ['2001:df6:4480::/64']}",23.77000,3467,BD,90.38000,KLIX,"Venture Tower, Level 4, Plot 3,Bir Uttam A.K.Khandakar Road, Dhaka-1212","['he', 'pdb']",1212
Europe,23108,['Khmelnitskiy Internet Exchange Point'],23108,,1021,http://ix.km.ua/,,706369,Khmelnytsky,,"{'ipv4': ['193.201.116.0/24'], 'ipv6': ['2001:67c:5e8:ff::/64']}",49.42300,2611,UA,26.98710,KM-IX,,['pdb'],
Europe,13998,[],13998,,1495,http://km-ix.net,,706369,,,"{'ipv4': [], 'ipv6': []}",,3781,UA,,KM-IX UA,,['pdb'],
Europe,32017,[],32017,,1722,https://km-ix.net/,,,Khmelnitsky,,"{'ipv4': ['185.1.146.0/24'], 'ipv6': ['2001:67c:5e8:8000::/64']}",,4138,UA,,KMIX,,"['he', 'pdb']",
Europe,,[],,,404,http://ix.ks.ua,,706448,Kherson,,"{'ipv4': [], 'ipv6': []}",46.63000,,UA,32.57000,KS-IX,,['he'],
Asia Pacific,,[],,,1690,https://ix.poema.eu.org,,,Taipei City,,"{'ipv4': [], 'ipv6': ['2404:f4c0:f70f:1980::/64', '2404:f4c0:f70e:1980::/64']}",,,TW,,KSKB-IX,,['he'],
North America,15749,['KCIX'],15749,,405,http://www.kcix.net/,630,,,MCI,"{'ipv4': ['206.51.7.0/25', '206.51.7.0/24'], 'ipv6': ['2001:504:1b:1::/64']}",,249,US,,Kansas City Internet Exchange,,"['pdb', 'pch']",
Europe,22092,['KazNIX Exchange Point'],22092,VKO,990,https://kaznix.kz,2066,1519422,Semey,PLX,"{'ipv4': ['185.79.213.0/24'], 'ipv6': ['2a01:7640:9400::/64']}",50.43330,2497,KZ,80.26670,KazNIX,Ilyashev str 47/2,"['pdb', 'he', 'pch']",071400
Europe,16055,['KAZ-GOV-IX'],16055,Astana,883,https://sts.kz/,2171,1526273,Astana,,"{'ipv4': ['195.12.116.0/23'], 'ipv6': []}",,2250,KZ,,Kazakhstan Internet Exchange,Kuishi Dina 16,"['pdb', 'he', 'pch']",010000
Africa,,[],,,406,,143,184745,Nairobi,NBO,"{'ipv4': ['196.223.21.0/24'], 'ipv6': ['2001:43f8:60::/48']}",-1.32000,,KE,36.82000,Kenya Internet Exchange Point,,['pch'],
Europe,12779,['Kherson Traffic Exchange'],12779,,407,http://ix.ks.ua,978,706448,Kherson,,"{'ipv4': ['185.1.39.0/24'], 'ipv6': ['2001:7f8:80::/64']}",46.63000,1168,UA,32.57000,Kherson Internet Exchange,,"['pdb', 'pch']",
Europe,,['KM-IX'],,,408,http://ix.km.ua/,1868,706369,Khmelnytsky,,"{'ipv4': ['193.201.116.128/26'], 'ipv6': ['2001:67c:5e8::/48']}",49.42300,,UA,26.98710,Khmelnytsky Internet exchange point,,"['he', 'pch']",
Europe,1350,['KleyReX'],1350,Hessen,410,https://www.kleyrex.net/,556,2925533,,,"{'ipv4': ['193.189.82.0/23'], 'ipv6': ['2001:7f8:33::/48']}",,123,DE,,KleyReX Internet Exchange,,"['pdb', 'he', 'pch']",
,14569,"['KRIX(sejong)', 'Korea Internet Exchange', 'Sejong Neutral-IX']",14569,,999,https://www.sejongtelecom.net/en/pages/service/data_network_nix,2233,,,,"{'ipv4': ['203.255.114.0/23'], 'ipv6': ['2001:3a8:7000::/64']}",,2522,,,Korea Internet Exchange (SejongTelecom),,"['pdb', 'he', 'pch']",
,113,"['Korean Internet Neutral Exchange', 'KINX']",113,,412,https://www.kinx.net/?lang=en,147,,,ICN,"{'ipv4': ['192.145.251.0/24'], 'ipv6': ['2001:7fa:8::/64']}",,52,,,Korea Internet Neutral Exchange KINX,,"['pdb', 'he', 'pch']",
Europe,4634,['KRS-IX'],4634,,415,http://www.krs-ix.ru,516,1502026,Krasnoyarsk,,"{'ipv4': ['217.117.187.0/24'], 'ipv6': []}",56.17000,529,RU,92.50000,Krasnoyarsk Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,26154,['kremen-IX'],26154,Poltava Oblast,1341,https://kremen-ix.net.ua,2260,,,,"{'ipv4': ['185.1.198.0/24'], 'ipv6': ['2001:7f8:107::/64']}",,3422,UA,,Kremen-IX,,"['pdb', 'he', 'pch']",
Europe,20261,['ix.kw'],20261,,901,https://ix.kw/,2083,285787,Kuwait City,KWI,"{'ipv4': ['194.54.136.0/24'], 'ipv6': ['2a0c:c9c0::/64']}",,2253,KW,,Kuwait Internet Exchange,,"['pdb', 'he', 'pch']",11111
Europe,19495,['LebanonIX'],19495,,884,http://www.lbix.net/,,276781,Beirut,,"{'ipv4': ['185.1.72.0/24'], 'ipv6': []}",33.82000,2254,LB,35.48000,LBIX,3rd Fl Younis BldgSami Solh,['pdb'],03641444
Asia-Pacific,,[],,,416,,145,1835848,Seoul,,"{'ipv4': ['198.32.209.0/24'], 'ipv6': []}",37.50000,,KR,126.93000,LGDACOM Internet Exchange,,['pch'],
Europe,791,['London Internet Exchange Ltd.'],791,Berkshire,419,https://www.linx.net/,,,,,"{'ipv4': ['195.66.224.0/21'], 'ipv6': ['2001:7f8:4::/64']}",,18,GB,,LINX LON1,,"['he', 'pdb']",
Europe,791,['London Internet Exchange Ltd.'],791,Berkshire,417,http://www.linx.net/,,,,,"{'ipv4': ['195.66.236.0/22'], 'ipv6': ['2001:7f8:4:1::/64']}",,321,GB,,LINX LON2,,"['he', 'pdb']",
Europe,791,['IXManchester'],791,,359,http://www.linx.net,1332,,,MAN,"{'ipv4': ['195.66.244.0/24'], 'ipv6': ['2001:7f8:4:2::/64']}",,583,GB,,LINX Manchester,,"['pdb', 'he', 'pch']",
Africa,791,[],791,,1762,https://www.linx.net,,,,,"{'ipv4': ['196.60.114.0/24'], 'ipv6': ['2001:43f8:16d0::/64']}",,4231,KE,,LINX Nairobi,,"['he', 'pdb']",
North America,791,"['LINX NoVa', 'LINX Northern Virginia, Ashburn, Reston and Manassas']",791,,420,https://www.linx.net/about/our-network/linx-nova/,1678,,,IAD,"{'ipv4': ['206.55.196.0/23'], 'ipv6': ['2001:504:31::/64']}",,777,US,,LINX NoVA,,"['pdb', 'he', 'pch']",
Europe,791,[],791,North Lanarkshire,371,http://www.linx.net,,,,,"{'ipv4': ['195.66.246.0/24'], 'ipv6': ['2001:7f8:4:3::/64']}",,745,GB,,LINX Scotland,,"['he', 'pdb']",
Europe,37119,[],37119,,1826,https://ixp.pt,,2267057,,,"{'ipv4': ['23.147.168.96/27'], 'ipv6': ['2602:faa5:200::/64']}",,4353,PT,,LIS-IX,,"['he', 'pdb']",
Europe,,[],,,942,https://datalogistics.lt/en/litix/,,593116,Vilnius,,"{'ipv4': ['185.1.113.0/24'], 'ipv6': ['2001:7f8:c4::/48', '2a03:67e0:0:9::/64']}",54.63000,,LT,25.28000,LITIX,,['he'],
Europe,169,['Luxemburg Internet Exchange'],169,,422,http://www.lix.lu,,2960316,Luxembourg,,"{'ipv4': ['193.168.127.0/24'], 'ipv6': []}",49.62000,77,LU,6.22000,LIX,,['pdb'],
Europe,806,['Latvian Internet Exchange'],806,,423,http://www.lix.lv,,456172,Riga,,"{'ipv4': ['62.63.142.0/24'], 'ipv6': []}",,383,LV,,LIX-LV,Perses 2,"['he', 'pdb']",LV-1050
Europe,,[],,,424,http://www.lixp.lt/en/,,593116,Vilnius,,"{'ipv4': ['193.200.209.0/25', '185.1.92.0/24'], 'ipv6': ['2a06:5600::/48', '2001:7f8:b4::/48']}",54.63000,,LT,25.28000,LIXP Vilnius,,['he'],
Europe,,[],,,1258,https://www.ll-ix.com,,,Haarlem,,"{'ipv4': ['5.101.92.0/22', '5.189.254.0/24'], 'ipv6': ['2001:678:4fc::/48', '2a04:bc40:1dc5:1::/64', '2a04:bc40:1dc5:2::/64', '2a04:bc40:1dc5:3::/64']}",,,PL,,LL-IX,,['he'],
Europe,20382,[],20382,,991,https://www.lnk-ix.net/,2114,665024,Targoviste,,"{'ipv4': ['185.1.128.0/24'], 'ipv6': ['2a0d:f407::/64', '2001:7f8:d3::/64']}",44.92196,2501,RO,25.41101,LNK-IX,,"['pdb', 'he', 'pch']",
Europe,115,[],115,Berkshire,1081,https://www.lonap.net,,,,,"{'ipv4': ['195.35.120.0/24'], 'ipv6': []}",,2801,GB,,LONAP Multicast,,['pdb'],
Europe,,[],,,1053,https://lsix.net,,2747373,The Hague,,"{'ipv4': [], 'ipv6': []}",52.07174,,NL,4.23983,LSIX,,['he'],
Europe,625,"['LU-CIX', 'Luxembourg Internet Exchange']",625,,441,https://www.lu-cix.lu/,1234,2960316,Luxembourg,LUX,"{'ipv4': ['188.93.170.0/23'], 'ipv6': ['2001:7f8:4c::/64', '2001:7f8:4c::/48']}",49.62000,297,LU,6.22000,Luxembourg Commercial Internet Exchange,,"['pch', 'he', 'pdb']",
Africa,14612,['Lubumbashi internet exchange point'],14612,,1082,http://www.ispa-drc.cd,,,,,"{'ipv4': ['196.60.64.0/24', '196.49.68.0/23'], 'ipv6': []}",,2722,,,LUBIX,,"['he', 'pdb']",
Europe,26089,['Labitat Internet Exchange'],26089,Hovedstaden,1763,https://ix.labitat.dk/,,2618425,,,"{'ipv4': ['185.0.29.0/24'], 'ipv6': ['2001:7f8:149:1ab::/64']}",,4193,DK,,LabIX,,"['he', 'pdb']",
North America,27311,['Lambda-IX'],27311,,1435,https://lambda-ix.net,2298,,,,"{'ipv4': ['149.112.26.0/24'], 'ipv6': ['2a0f:607:1070::/64']}",,3634,US,,Lambda Internet Exchange,,"['pdb', 'he', 'pch']",
Asia-Pacific,,[],,,425,,1283,1651944,Vientiane,,"{'ipv4': ['172.16.96.0/24', '172.16.97.0/24'], 'ipv6': []}",17.95000,,LA,102.57000,Lao National Internet Center,,['pch'],
Europe,25945,['LSIX'],25945,,194,https://lsix.net,2227,,,,"{'ipv4': ['185.1.32.0/24'], 'ipv6': ['2001:7f8:8f::/48']}",,1308,NL,,LayerSwitch Internet Exchange,,"['pdb', 'pch']",
Europe,2850,"['IX Leeds', 'IXLeeds']",2850,Western Yorkshire,426,http://ixleeds.net,1232,2644688,Leeds,LBA,"{'ipv4': ['91.234.18.0/24', '91.217.231.0/24'], 'ipv6': ['2001:7f8:67::/64', '2001:7f8:67:9::/64']}",,435,GB,,Leeds Internet Exchange,11-15 Hunslet Road,"['pdb', 'he', 'pch']",LS10 1JQ
Africa,,[],,,427,,1925,932505,Maseru,,"{'ipv4': ['196.223.24.0/24'], 'ipv6': []}",-29.32630,,LS,27.50110,Lesotho Internet Exchange Point,,['pch'],
Africa,,[],,,429,,1897,2274895,Monrovia,ROB,"{'ipv4': ['196.223.44.0/24'], 'ipv6': ['2a06:5600::/48']}",6.31617,,LR,-10.80272,Liberia Internet Exchange Point,,['pch'],
North America,36888,['Lightboard Vermont IX (Vermont)'],36888,,1827,https://vermont-ix.net,,,,,"{'ipv4': ['149.112.81.0/24'], 'ipv6': ['2001:504:137::/64']}",,4340,US,,Lightboard Burlington IX (Vermont),,"['he', 'pdb']",
North America,36888,[],36888,,1828,https://nh-ix.net,,,,,"{'ipv4': ['149.112.82.0/24'], 'ipv6': ['2001:504:138::/64']}",,4347,US,,Lightboard Manchester IX (New Hampshire),,"['he', 'pdb']",
North America,36888,[],36888,MA,1829,https://springfield-ix.net,,,,,"{'ipv4': ['23.167.200.0/24'], 'ipv6': ['2001:504:136::/64']}",,4339,US,,Lightboard Springfield IX (Massachusetts),,"['he', 'pdb']",
Europe,9423,['Northern France and Eurometropolis GIX'],9423,North of France,430,http://www.lillix.fr,1854,,,,"{'ipv4': ['193.34.197.128/25', '193.34.197.0/24'], 'ipv6': ['2001:7f8:6d::/64']}",,881,FR,,Lillix,,"['pdb', 'he', 'pch']",
Europe,600,['Linxdatacenter Internet Exchange'],600,Russian Federation,1141,https://linxdatacenter.com/,,524901,Moscow,,"{'ipv4': ['185.1.162.0/24'], 'ipv6': []}",,3072,RU,,Linxdatacenter-IX,8 Marta 14,"['he', 'pdb']",127083
Europe,4538,"['Lithuanian Internet eXchange Point', 'LIXP']",4538,Vilnius,431,http://www.lixp.lt/en/,1576,593116,Vilnius,VNO,"{'ipv4': ['185.1.92.0/24'], 'ipv6': ['2001:7f8:b4::/48']}",,526,LT,,Lithuania Internet Exchange,,"['pdb', 'pch']",LT-06145
Europe,824,"['Lietuvos Interneto paslaugų tiekėjų apsikeitimo mazgu', 'LIPTAM']",824,,432,http://is.lt/,926,593116,Vilnius,,"{'ipv4': ['193.219.13.64/26'], 'ipv6': ['2001:778:0:1001::/64']}",54.63000,400,LT,25.28000,Lithuanian Internet service providers exchange unit,,"['pdb', 'he', 'pch']",
Europe,12713,['Litix'],12713,,433,https://datalogistics.lt/en/litix/,2043,593116,Vilnius,,"{'ipv4': ['185.1.113.0/24'], 'ipv6': ['2001:7f8:c4::/64']}",,542,LT,,Lithuanian peering center,,"['pdb', 'pch']",02231
Europe,115,"['LoNAP', 'LONAP', 'London Access Point']",115,Berkshire,438,https://www.lonap.net/,64,2643743,London,LHR,"{'ipv4': ['5.57.80.0/22', '195.35.120.0/24'], 'ipv6': ['2001:7f8:17::/64', '2001:7f8:17::/48']}",51.48000,53,GB,-0.45000,London Network Access Point,,"['pch', 'he', 'pdb']",
Europe,,[],,,1723,https://locix.online,,2925533,Frankfurt,,"{'ipv4': ['185.1.166.0/23'], 'ipv6': ['2001:7f8:f2:e1::/64']}",50.12000,,DE,8.68000,LocIX Frankfurt,,['he'],
Europe,,[],,,1634,https://locix.online,,2750947,Meppel,,"{'ipv4': [], 'ipv6': []}",52.71164,,NL,6.12895,LocIX Netherlands,,['he'],
Europe,19220,"['LOCIX Dusseldorf', 'LocIX Dusseldorf']",19220,,1083,https://locix.online,2197,,,,"{'ipv4': ['185.1.155.0/24'], 'ipv6': ['2a0c:b641:701::/64']}",,2730,DE,,Local Internet Exchange Düsseldorf,,"['pdb', 'he', 'pch']",
Europe,19220,"['LOCIX Frankfurt', 'OCIX Frankfurt']",19220,,435,"['https://locix.online', 'http://www.opencarrier.eu/']",2069,,,FRA2,"{'ipv4': ['185.1.166.0/23', '194.54.93.0/25'], 'ipv6': ['2001:7f8:f2:e1::/64', '2001:7f8:3a:e202::/64']}",,2084,,,Local Internet Exchange Frankfurt,,"['pdb', 'he', 'pch']",
Europe,19220,['LOCIX Netherlands'],19220,,1030,https://locix.online,2156,,,,"{'ipv4': ['185.1.138.0/24'], 'ipv6': ['2a0c:b641:700::/64']}",,2601,NL,,Local Internet Exchange Netherlands,,"['pdb', 'pch']",
Europe,,[],,,436,,1238,3093133,Lodz,,"{'ipv4': [], 'ipv6': []}",51.75920,,PL,19.45600,Lodz Internet Exchange,,['pch'],
Europe,,[],,,437,,62,2643743,London,LHR,"{'ipv4': ['195.66.224.0/21', '195.66.236.0/22'], 'ipv6': ['2001:7f8:4::/64']}",51.48000,,GB,-0.45000,London Internet Exchange,,['pch'],
North America,32,"['NYIIX Los Angeles', 'New York International Internet eXchange - Los Angeles']",32,CA,439,https://www.nyiix.net/locations/nyiix-la/,297,5368361,Los Angeles,,"{'ipv4': ['198.32.146.0/24'], 'ipv6': ['2001:504:a::/64']}",,23,US,,Los Angeles International Internet Exchange,,"['pdb', 'he', 'pch']",90017
Africa,,[],,,1084,,1909,922704,Lubumbashi,FBM,"{'ipv4': ['196.60.64.0/32'], 'ipv6': []}",-11.67533,,CD,27.43215,Lubumbashi Internet Exchange,,['pch'],
Africa,34869,"['Lusaka Internet Exchange Point', 'LuIXP']",34869,,440,http://lusakaixp.co.zm,2346,909137,Lusaka,LUN,"{'ipv4': ['196.223.2.0/24'], 'ipv6': ['2001:43f8:140::/64']}",-15.41639,615,ZM,28.28428,Lusaka IXP,,"['pdb', 'he', 'pch']",
Europe,22504,['LVIV-IX'],22504,,992,http://ix.lviv.ua,2208,702550,Lviv,,"{'ipv4': ['185.1.134.0/24'], 'ipv6': ['2001:7f8:d8::/48']}",49.85754,2553,UA,24.04498,Lviv Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,752,"['FranceIX Lyon and Grenoble', 'Lyonix', 'France-IX AURA']",752,Auvergne-Rhône-Alpes,443,https://www.franceix.net,71,,,LYS,"{'ipv4': ['77.95.71.0/24'], 'ipv6': ['2001:7f8:47:47::/64']}",,69,FR,,Lyon Internet Exchange,,"['pdb', 'he', 'pch']",
North America,,[],,,448,,315,5012194,New Jersey,,"{'ipv4': ['198.32.42.0/24', '198.32.224.0/24'], 'ipv6': []}",40.72000,,US,-74.17000,MAGPI Gigapop,,['pch'],
Latin America,12531,['Martinix'],12531,,450,https://www.renater.fr/martinix,1899,3570675,Fort-de-France,,"{'ipv4': ['194.254.208.128/27'], 'ipv6': []}",14.64886,1127,MQ,-61.13883,MARTINIX,,"['pdb', 'he', 'pch']",
Europe,,[],,,1635,https://wiki.mch2022.org/IXP,,2743997,Zeewolde,,"{'ipv4': ['185.1.248.0/24'], 'ipv6': ['2001:7f8:12f::/64']}",,,NL,,MCHIXP,,['he'],
Asia-Pacific,,[],,,1636,http://www.napinfo.co.id,,1642911,Jakarta,,"{'ipv4': ['119.110.115.0/24', '119.110.116.0/23', '119.110.118.0/24'], 'ipv6': ['2404:c000:4004::/64']}",-6.17444,,ID,106.82944,MCIX,,['he'],
Europe,2486,['Internet eXchange Moldova'],2486,,452,http://www.moldtelecom.md,,,,,"{'ipv4': ['193.17.78.0/24'], 'ipv6': ['2001:7f8:6a::/64']}",,392,,,MD-IX,,"['he', 'pdb']",
,10277,[],10277,TX,1724,https://mdcdatacenters.com/,,5520993,El Paso,,"{'ipv4': ['149.112.48.0/24'], 'ipv6': ['2001:504:127::/64']}",31.750001,4091,US,-106.309928,MEX-IX El Paso,11455 Cedar Oak Dr,['pdb'],79936
North America,10277,['MEX-IX'],10277,TX,453,http://www.mdcdatacenters.com,2002,4709796,McAllen,,"{'ipv4': ['206.71.142.0/24'], 'ipv6': ['2620:3b:6000::/64']}",,2036,US,,MEX-IX McAllen,422 S 11th St200 S 10th St,"['pdb', 'he', 'pch']",78501-4800
Africa,14435,['Madagascar Global Internet eXchange'],14435,,473,http://www.mgix.mg,,1070940,Antananarivo,,"{'ipv4': ['196.223.41.0/24'], 'ipv6': ['2001:43f8:a10::/48']}",-18.880804,1335,MG,47.508453,MGIX,Zone GalaxyAndraharo,['pdb'],101
Africa,,[],,,454,http://www.mgix.mg,,1070940,Antananarivo,,"{'ipv4': ['196.223.41.0/24'], 'ipv6': ['2001:43f8:a10::/64']}",,,MG,,MGIX,,['he'],
Asia-Pacific,30505,['Maharlika Internet Exchange'],30505,,1764,https://maharlikaix.ph,,,,,"{'ipv4': ['103.121.64.0/24'], 'ipv6': ['2400:efa0::/64']}",,4167,PH,,MHK-IX,,"['he', 'pdb']",
North America,20737,[],20737,,1336,https://whitehats.net/internet-exchange,,,,,"{'ipv4': ['136.175.224.0/24'], 'ipv6': ['2602:fcf6:f9::/64']}",,3399,,,MI-IX,,['pdb'],
Europe,,[],,,943,https://www.minap.it/,,3173435,Milan,,"{'ipv4': ['185.1.114.0/24'], 'ipv6': ['2001:7f8:c5::/48']}",45.45000,,IT,9.17000,MINAP,,['he'],
Asia-Pacific,7562,['MISPA internet exchange point'],7562,,944,https://www.gemnet.mn,,2028462,Ulaanbaatar,,"{'ipv4': ['103.8.60.0/24'], 'ipv6': ['2401:d600:0:aa::/64']}",47.90882,2407,MN,106.86346,MISPA-IXP,,"['he', 'pdb']",
Africa,8077,"['Malawi Internet Exchange (MIX)', 'MIX-BT']",8077,,457,http://www.mispa.org.mw/,1029,931755,Blantyre,BLZ,"{'ipv4': ['196.223.27.0/24', '196.49.72.0/24'], 'ipv6': ['2001:43f8:13a0::/64', '2001:43f8:380::/64']}",-15.78333,727,MW,35.00000,Malawi IXP,,"['pch', 'he', 'pdb']",
Europe,3207,['Milan Internet Exchange'],3207,IT,1497,https://www.mix-it.net,,3181928,Bologna,,"{'ipv4': ['185.1.231.0/24'], 'ipv6': ['2001:7f8:101:13::/64']}",44.508512,3730,IT,11.363497,MIX-IT Bologna,"Viale Aldo Moro, 52","['he', 'pdb']",40127
Europe,3207,['Milan Internet Exchange'],3207,Palermo,1265,https://www.mix-it.net,,,,,"{'ipv4': ['185.1.186.0/24'], 'ipv6': ['2001:7f8:101:7::/64', '2001:7f8:101::/64']}",,3290,IT,,MIX-IT Palermo,,"['he', 'pdb']",
Asia-Pacific,37215,[],37215,,1830,http://www.lg-idc.com,,1298824,Yangon,,"{'ipv4': ['103.183.195.0/24'], 'ipv6': []}",16.90377,4368,MM,96.02942,MLG,,['pdb'],
Asia-Pacific,,[],,,912,https://mmix.net.mm,,1298824,Yangon,,"{'ipv4': ['103.116.194.0/24', '103.103.194.0/24'], 'ipv6': ['2001:df3:1300:f000::/64', '2001:df3:1300::/64']}",16.90377,,MM,96.02942,MMIX,,['he'],
Asia-Pacific,19232,"['MMIX Yangon', 'Myanmar Internet Exchange']",19232,Yangon,518,https://mmix.net.mm,2020,1298824,Yangon,RGN,"{'ipv4': ['103.116.194.0/24', '103.103.194.0/24'], 'ipv6': ['2001:df3:1300::/64']}",16.90377,2102,MM,96.02942,Myanmar Internet Exchange - Yangon,,"['pch', 'pdb']",
Europe,228,['MSK-IX Ekaterinburg (former EKT-IX)'],228,Sverdlovsk Oblast,460,http://www.msk-ix.ru/en/ix/ekt,190,1486209,Ekaterinburg,,"{'ipv4': ['194.85.107.0/24'], 'ipv6': ['2001:7f8:20:301::107:0/128', '2001:7f8:20:301::/64']}",,350,RU,,MSK-IX Ekaterinburg,,"['pdb', 'he', 'pch']",620075
Europe,228,['MSK-IX Kazan (former KZN-IX)'],228,,461,http://www.msk-ix.ru/en/ix/kzn,1223,551487,Kazan,,"{'ipv4': ['194.190.119.0/24'], 'ipv6': ['2001:7f8:20:801::119:0/128', '2001:7f8:20:801::/64']}",55.81749,398,RU,49.10889,MSK-IX Kazan,,"['pdb', 'he', 'pch']",
Europe,228,[],228,Russian Federation,462,http://www.msk-ix.ru/en,191,524901,Moscow,,"{'ipv4': ['195.208.208.0/21'], 'ipv6': ['2001:7f8:20:101::/64']}",,100,RU,,MSK-IX Moscow,,"['pdb', 'he', 'pch']",
Europe,228,['MSK-IX Novosibirsk (former NSK-IX)'],228,,463,http://www.msk-ix.ru/en/ix/nsk,192,1496747,Novosibirsk,,"{'ipv4': ['193.232.87.0/24'], 'ipv6': ['2001:7f8:20:401::87:0/128', '2001:7f8:20:401::/64']}",,223,RU,,MSK-IX Novosibirsk,14 Serebrennikovskaya str,"['pdb', 'he', 'pch']",630007
Europe,228,[],228,,464,http://www.msk-ix.ru/en/ix/rix,2027,456172,Riga,,"{'ipv4': ['193.232.244.0/24'], 'ipv6': ['2001:7f8:20:1101::/64']}",,1748,LV,,MSK-IX Riga,Zakusalas krastmala 1,"['pdb', 'pch']",LV-1050
Europe,228,['MSK-IX Rostov-on-Don (former RND-IX)'],228,,465,http://www.msk-ix.ru/en/ix/rnd,1046,501175,Rostov-on-Don,,"{'ipv4': ['193.232.140.0/24'], 'ipv6': ['2001:7f8:20:501::140:0/128', '2001:7f8:20:501::/64']}",47.25000,380,RU,39.82000,MSK-IX Rostov-on-Don,,"['pdb', 'he', 'pch']",
Europe,228,['MSK-IX Saint-Petersburg (former SPB-IX)'],228,Sankt-Peterburg,466,http://www.msk-ix.ru/en/ix/spb,,498817,,,"{'ipv4': ['194.226.100.0/23', '194.226.102.0/23'], 'ipv6': ['2001:7f8:20:201::/64', '2001:7f8:20:202::/64']}",,107,RU,,MSK-IX Saint-Petersburg,,['pdb'],
Europe,228,['MSK-IX Samara (former SMR-IX)'],228,,467,http://www.msk-ix.ru/en/ix/smr,193,499099,Samara,,"{'ipv4': ['193.232.135.0/24'], 'ipv6': ['2001:7f8:20:601::/64']}",53.25000,379,RU,50.45000,MSK-IX Samara,,"['pdb', 'he', 'pch']",
Europe,,[],,,468,http://www.msk-ix.ru/en/ix/spb,195,498817,St. Petersburg,,"{'ipv4': ['194.226.102.0/23'], 'ipv6': ['2001:7f8:20:201::/64']}",59.93000,,RU,30.30000,MSK-IX St. Petersburg,,"['he', 'pch']",
Europe,228,['MSK-IX Stavropol (former STW-IX)'],228,,469,http://www.msk-ix.ru/en/ix/stw,1384,482283,Stavropol,,"{'ipv4': ['194.85.177.0/24', '194.85.177.0/25'], 'ipv6': ['2001:7f8:20:901::/64']}",45.05000,580,RU,41.96670,MSK-IX Stavropol,,"['pdb', 'he', 'pch']",
Europe,228,['MSK-IX Vladivostok (former VLV-IX)'],228,,470,http://www.msk-ix.ru/en/ix/vlv,1044,2013348,Vladivostok,,"{'ipv4': ['193.232.136.0/24', '193.232.136.0/25'], 'ipv6': ['2001:7f8:20:701::/64']}",43.12000,378,RU,131.89999,MSK-IX Vladivostok,,"['pdb', 'he', 'pch']",
North America,25144,['MIDSOUTH U.S. Internet Exchange'],25144,TX,1142,http://www.mus-ix.net/index.php,,4684888,Dallas,,"{'ipv4': ['74.200.144.0/24'], 'ipv6': ['2607:f928:144::/64']}",,2830,US,,MUS-IX,,"['he', 'pdb']",
Europe,23115,['Master Virtual Internet Exchange'],23115,,1143,https://www.as208751.net/vix.html,,2759794,Amsterdam,,"{'ipv4': ['45.135.151.96/27'], 'ipv6': ['2a06:e881:6703:1::/64']}",52.30000,3076,NL,4.77000,MVIX,,"['he', 'pdb']",
Asia Pacific,491,['Malaysia Network Access Point (MYNAP)'],491,,1056,https://www.mynap.my/,,6930887,Cyberjaya,,"{'ipv4': ['103.229.35.0/24'], 'ipv6': ['2001:dea:c000::/112']}",,2715,MY,,MYNAP,"43000 Jalan APECCyberjaya, Selangor Darul Ehsan","['he', 'pdb']",63000
North America,199,['MadIX'],199,WI,474,http://kb.wisc.edu/ns/page.php?id=6636,303,5261457,Madison,,"{'ipv4': ['144.92.233.224/28', '144.92.233.224/27'], 'ipv6': ['2607:f388:0:2200::/64']}",,89,US,,Madison Internet Exchange,,"['pdb', 'he', 'pch']",
