zipcode,longitude,pdb_org_id,address,country,city,pdb_fac_id,name,num_ixs,state,fac_id,sources,clli,geo_id,latitude,alternatenames
97124,-122.892017,8592,3825 NE Aloclek Dr,US,Hillsboro,3300,Digital Realty PDX (3825 NE Aloclek Dr),1,OR,799,['pdb'],HLBOORWS,5731371,45.547609,[]
41007,-5.948152,2,Avenida Montes Sierra 36,ES,Sevilla,3302,Equinix SA1 - Seville,1,,800,['pdb'],,2510911,37.396502,[]
55415-1537,-93.25458,7030,511 11th Ave S Ste 200,US,Minneapolis,3312,Cologix MIN3,3,MN,801,['pdb'],MPLSMN,5037649,44.971408,[]
43085,-83.001985,7030,555 Scherers Court,US,Columbus,3313,Cologix COL3,2,OH,802,['pdb'],CLMBOH,4509177,40.116491,[]
2015,151.1893,2,"Unit A, 200 Bourke RoadAlexandria",AU,Sydney,3316,Equinix SY4 - Sydney,6,NSW,803,['pdb'],,2147714,-33.918198,[]
76229,8.47312,2525,Ohmstraße 1,DE,Karlsruhe,3323,TelemaxX IPC4,1,,804,['pdb'],,2892794,49.02726,[]
135-0051,,2,1-10-19 EdagawaKoto-ku,JP,Tokyo,3332,Equinix TY5 - Tokyo,2,,1585,['pdb'],,1850147,,[]
140-0002,,2,2-2-43 Higashi-shinagawaShinagawaku,JP,Tokyo,3333,Equinix TY6 - Tokyo,3,,805,['pdb'],,1850147,,[]
140-0002,,2,2-2-43 Higashi-shinagawaShinagawaku,JP,Tokyo,3335,Equinix TY7 - Tokyo,2,,1586,['pdb'],,1850147,,[]
140-0002,,2,2-1-7 Higashi-shinagawaShinagawaku,JP,Tokyo,3336,Equinix TY8 - Tokyo,4,,1309,['pdb'],,1850147,,[]
112-0005,,2,1-12-3 SuidouBunnkyouku,JP,Tokyo,3337,Equinix TY9 - Tokyo,2,,1587,['pdb'],,1850147,,[]
112-0005,139.743937,2,1-12-3 SuidoBunkyo-ku,JP,Tokyo,3338,Equinix TY10 - Tokyo,2,,1588,['pdb'],,1850147,35.708692,[]
901-2560,,15352,"FRT iDC Building5-2-1, Makiminato,",JP,Urasoe,3341,FRT iDC Okinawa,3,Okinawa,806,['pdb'],,6822152,,[]
91460,,15338,Route de Nozay,FR,Marcoussis,3342,DATA4 Paris Marcoussis - PAR1,1,,1640,['pdb'],,2995916,,[]
95054,-121.973055,34,3020 Coronado Drive,US,Santa Clara,3344,CoreSite - Santa Clara (SV7),1,CA,807,['pdb'],SNTCCA,5393015,37.3761,[]
20010,9.031736,15338,Via Monzoro 105,IT,Cornaredo (MI),3348,DATA4 Milan-Cornaredo - MIL1,2,,808,['pdb'],,,45.480764,[]
95834,-121.486335,13077,1100 North Market Blvd,US,Sacramento,3359,QTS Sacramento (SAC1),1,CA,809,['pdb'],,5389489,38.646407,[]
60608,-87.668306,13077,2800 S. Ashland Ave,US,Chicago,3362,QTS Chicago (CHI1),2,IL,810,['pdb'],,4887398,41.841895,[]
75063,-96.982993,13077,6431 Longhorn Drive,US,Irving,3363,QTS Irving - Dallas (DFW1),3,TX,811,['pdb'],IRNGTXEM,4700168,32.89709,[]
34394,29.00499,13134,"Büyükdere Caddesi No:121, Ercan Plaza Kat:2, 34394 Gayrettepe, İstanbul",TR,Istanbul,3380,TurkNet Iletisim Hizmetleri A.S,3,,812,['pdb'],,745044,41.067835,[]
21228,13.037787,9249,Scheelegatan 9,SE,Malmö,3382,31173 DC Malmö Scheelegatan,1,,1641,['pdb'],,2692969,55.598323,[]
25224,12.698647,9249,Prästgatan 23,SE,Helsingborg,3383,31173 DC Helsingborg Prästgatan,1,,1642,['pdb'],,2706767,56.044667,[]
29122,9.738366,15421,"Via Giuseppe Orsi, 39Via Giuseppe Orsi, 37",IT,Piacenza,3387,Naquadria Datacenter Piacenza,1,,813,['pdb'],,3171058,45.050118,[]
508719,103.968336,8592,3 Loyang Way,SG,Singapore,3389,Digital Realty Singapore SIN11,3,,1589,['pdb'],,1880252,1.370929,[]
60607,-87.63327,13880,717 S Wells - Netrality Data Center Meet Me Room717 S Wells Street,US,Chicago,3398,Netrality Chicago - 717 S Wells,3,IL,1310,['pdb'],,4887398,41.872911,[]
EC1Y 1HQ,-0.086892,8592,55-71 CITY RD,GB,London,3399,Digital Realty London LHR18,2,,1407,['pdb'],,2643743,51.524422,[]
2160,-57.52245,15183,Campus UNA,PY,San Lorenzo,3462,Data Center IX.py,1,Central,814,['pdb'],,3437056,-25.337508,[]
86072-450,,8015,"Av. Jules Verne, 1011Pq Industrial Cacique",BR,Londrina,3480,DC LDA1,1,Parana,815,['pdb'],,3458449,,[]
10011,-74.003387,15332,111 8th Ave,US,New York,3491,Crown Castle New York (111 8th),1,New York,816,['pdb'],NYCMNY83,5128581,40.741469,[]
,-6.451204,8592,Grange Castle Business ParkOld Nangor Road,IE,Dublin,3494,Digital Realty Dublin DUB3,2,,817,['pdb'],,2964574,53.323389,[]
40-069,19.003115,15134,Adamskiego 7,PL,Katowice,3496,Quicktel Sp. z o.o.,,,818,['pdb'],,3096472,50.253609,[]
1108,19.179285,1781,Kozma utca 2.,HU,Budapest,3514,Invitech DC10,1,,819,['pdb'],,3054643,47.485496,[]
20153,9.103571,7771,Via Caldera 21,IT,Milan,3519,C21,3,Italy,820,['pdb'],,3173435,45.476394,[]
30-348,19.896027,10478,Frassati-Gawrońskiej 3,PL,Kraków,3521,Netia Data Center SOUL,2,,821,['pdb'],,3094802,50.021202,[]
65936,8.581712,1436,Wilhelm-Fay-Straße 23,DE,Frankfurt am Main,3568,MK Netzdienste Datacenter,4,Hessen,1186,['pdb'],,2925533,50.126684,[]
44800,-1.630997,15967,2 Impasse Josephine BAKEROceanet Technology,FR,Saint-Herblain,3587,OT - Armor,,Loire Atlantique,822,['pdb'],,2979590,47.231428,[]
44800,-1.630997,15967,"OCEANET TECHNOLOGY, 2 impasse Joséphine Baker44800 Saint-Herblain",FR,Saint-Herblain,3592,Oceanet Armor B,,,1408,['pdb'],,2979590,47.231428,[]
44400,,15967,24 rue Felix EbouéNetwork Consulting,FR,Rezé,3594,OT - Rezé,,Loire Atlantique,823,['pdb'],,2983770,,[]
000000,-61.362385,15994,19 Sahai TraceSt Croix Road,TT,Princes Town,3603,Air Link Communications Trinidad,2,,824,['pdb'],,3573882,10.249623,[]
85716,11.573458,491,Landshuter Straße 7,DE,Unterschleißheim,3611,NTT Munich 2 Data Center (MUC2),1,Bavaria,1218,['pdb'],,2818766,48.292458,[]
4321,31.067675,1238,East Coast HouseUmhlanga,ZA,Durban,3625,Internet Solutions Umhlanga,1,Kwa-Zulu Natal,825,['pdb'],,1007311,-29.726143,[]
221,-21.994882,16048,Steinhella 10,IS,Hafnarfjörður,3628,ThorDC,1,,1723,['pdb'],,3416706,64.048923,[]
1010,174.765412,5577,220 Queen StreetAuckland Central,NZ,Auckland,3630,DataCentre220,6,(None),826,['pdb'],,2193733,-36.849346,[]
64106,-94.567238,2541,1325 Tracy Ave,US,Kansas City,3634,Joe's Datacenter,1,MO,827,['pdb'],,4393217,39.097212,[]
32819,-81.419829,34,9701 S John Young Parkway,US,Orlando,3647,CoreSite - Orlando (OR1),2,FL,828,['pdb'],ORLDFLJO,4167147,28.427139,[]
82101,17.159861,3856,Trnavská cesta 110/B,SK,Bratislava,3659,DIGITALIS Bratislava,1,,829,['pdb'],,3060972,48.164797,[]
45202-3435,-84.517483,26067,302 W 3rd St Ste 400,US,Cincinnati,3663,"DartPoints Downtown Cincinnati, OH",2,OH,1311,['pdb'],CNCNOH,4508722,39.098228,[]
18017,-75.378107,882,3949 Schelden Circle,US,Bethlehem,3665,TierPoint Lehigh Valley,1,PA,1312,['pdb'],,5180225,40.675013,[]
40599,6.870745,7459,In der Steele 2,DE,Düsseldorf,3674,myLoc Datacenter DUS5,3,NRW,830,['pdb'],,2934246,51.184907,[]
30303,-84.391309,8592,250 Williams St NW,US,Atlanta,3725,Digital Realty ATL (250 Williams),2,GA,831,['pdb'],,4180439,33.761611,[]
8420481,-70.638764,16222,Antonia Lopez de Bello 114,CL,Santiago,3737,SCL-IX MMR,1,RM,832,['pdb'],,3871336,-33.432081,[]
8420304,-70.639285,16222,"La Virgen 165, Recoleta",CL,Santiago,3755,SCL-IX MMR Extension 1,1,RM,833,['pdb'],,3871336,-33.425016,[]
8420445,-70.637041,16222,"Ernesto Pinto Lagarrigue 239, Recoleta",CL,Santiago,3756,SCL-IX MMR Extension 2,1,RM,834,['pdb'],,3871336,-33.431629,[]
44700,,537,Jawalakhel,NP,Lalitpur,3781,Prera Business Complex,1,,835,['pdb'],,1282931,,[]
E1E 2C6,-64.811639,16350,770 St George Blvd,CA,Moncton,3785,Fibre Centre,1,New Brunswick,836,['pdb'],,6076211,46.084345,[]
90010-230,-51.230161,30098,"Rua General Câmara, 1563o Andar",BR,Porto Alegre,3796,BR.Digital Porto Alegre (PAE1),1,RS,837,['pdb'],,3452925,-30.028618,[]
85609,11.732602,794,Klausnerstraße 30,DE,Aschheim,3797,noris network datacenter.de MUC5,1,Bavaria,838,['pdb'],,2955159,48.162154,[]
04100,12.878032,1234,VIA SERCHIO SNC04100 Latina LT,IT,Latina,3798,Panservice DC,,Lazio,1372,['pdb'],,3175058,41.481815,[]
901-2122,,10772,"4-19-3, Jitchaku",JP,Urasoe,3806,NTT Communications Jitchaku Buillding,1,Okinawa,839,['pdb'],,6822152,,[]
04578-000,-46.762259,1245,"Av. das Nações Unidas, 11541, 7° andar",BR,São Paulo,3809,NIC-NU (Nações Unidas),1,SP,840,['pdb'],,3448439,-23.523719,[]
04723-003,-46.730636,1245,"Av. João Dias, 3163",BR,São Paulo,3810,NIC-JD (João Dias),2,SP,841,['pdb'],,3448439,-23.645149,[]
60130-240,-38.518646,16406,Avenida Pontes Vieira 220 - São João do Tauape,BR,Fortaleza,3819,ETICE COLOC,1,CEARA,842,['pdb'],,3399415,-3.753445,[]
1083HN,,46,"Barbara Strozzilaan 251Building B, floor 1 and 3 (IP62)",NL,Amsterdam,3820,XS4ALL DC2,1,,843,['pdb'],,2759794,,[]
418020-020,-38.460821,13977,"Av. Tancredo Neves, 620Sala 513",BR,Salvador,3824,TASCOM TELECOMUNICAÇÕES LTDA,1,Bahia,844,['pdb'],,3450554,-12.979278,[]
06132,127.033997,14569,"Sejong Telecom, 137, Teheran-ro, Gangnam-gu, Seoul, 06132, KOREA",KR,Seoul,3829,Sejong IX Center,1,,845,['pdb'],,1835848,37.500279,[]
023647,26.132622,16523,Str. Ricinului 120-124,RO,Bucharest,3840,NAV Communications Data Center,1,District 2,846,['pdb'],,683506,44.471196,[]
050912,26.075437,2554,"Calea Rahovei	 no 266-268, sector 5",RO,Bucharest,3843,GTS Telecom DC Bucharest,1,,847,['pdb'],BUCHRO,683506,44.415543,[]
,-0.209662,21929,"RackAfrica, 42 Ring Road Central",GH,Accra,3850,PAIX Accra,2,Greater Accra,848,['pdb'],,2306104,5.571443,[]
30310,-84.425712,2680,1100 White SW,US,Atlanta,3853,DataBank Atlanta (ATL2),,GA,849,['pdb'],,4180439,33.733895,[]
04401,-70.29982,16557,9 Westland Avenue,US,Portland,3860,FirstLight Regen Hut,1,ME,850,['pdb'],,4975802,43.658074,[]
97209,-122.683661,8226,1225 W Burnside Street,US,Portland,3861,Opus Interactive Portland (PDX01),1,OR,851,['pdb'],,5746545,45.52306,[]
3001,4.724364,2184,Grauwmeer 16,BE,Leuven,3866,Unix-Solutions DC Leuven,1,,852,['pdb'],,2792482,50.845244,[]
97005,-122.776398,1396,9705 SW Sunshine Court,US,Beaverton,3868,Digital Fortress (PTL2),1,OR,853,['pdb'],,5713376,45.476347,[]
00000,29.91304,16602,Heliopolis,EG,Cairo,3873,GPX Cairo 1,1,,1844,['pdb'],,360630,31.192996,[]
07601,-74.050276,16599,150 Atlantic street,US,Hackensack,3876,WhiteLabelITSolutions,1,NJ,854,['pdb'],,5098706,40.883258,[]
54628,22.865902,12972,Pontou 56,GR,Thessaloniki,3878,Synapsecom SNC-1 Thessaloniki,1,,855,['pdb'],,734077,40.661276,[]
43215,-82.988601,14096,423 E Town Street,US,Columbus,3890,Bresco Broadband Data Center,1,OH,856,['pdb'],,4509177,39.959803,[]
43215,-82.995858,14096,180 E Broad StreetSuite 806,US,Columbus,3891,Continental Plaza,1,OH,1219,['pdb'],,4509177,39.963223,[]
0373 Oslo,10.718329,14855,Ole Johan Dahls husGaustadalléen 23b,NO,Oslo,3893,University of Oslo,1,Norway,857,['pdb'],,3143244,59.94362,[]
5006 Bergen,5.331547,16653,HøyteknologisenteretThormøhlens gate 55,NO,Bergen,3894,Universitetet i Bergen,1,Norway,858,['pdb'],,3161732,60.381508,[]
7034 Trondheim,10.406142,16655,RealfagsbyggetHøgskoleringen 5,NO,Trondheim,3895,NTNU,1,Norway,859,['pdb'],,3133880,63.415675,[]
5000,138.593996,3032,172 Morphett Street,AU,Adelaide,3905,Colocity DC3,2,SA,860,['pdb'],,2078025,-34.926518,[]
06501-001,,16687,"Estrada dos Romeiros , 943Estrada dos Romeiros KM 39,2",BR,Santana de Parnaíba,3913,ODATA DC SP01,2,São Paulo,1409,['pdb'],,3449948,,[]
97209,-122.683964,14515,"1233 NW 12th Avenue, Suite 201",US,Portland,3920,H5 Data Centers Portland (OR01),1,OR,861,['pdb'],,5746545,45.531851,[]
44113-1433,-81.693321,31763,Higbee Bldg.200 W Prospect Ave Ste 710,US,Cleveland,3923,Tech Mahindra Cleveland,1,OH,1313,['pdb'],,5150529,41.49786,[]
55415-1500,-93.25458,7030,511 11th Ave S Ste 211,US,Minneapolis,3924,Cologix MIN4,2,MN,1949,['pdb'],,5037649,44.971408,[]
63101,-90.195813,14515,"710 North Tucker Blvd., Suite 610",US,St. Louis,3928,H5 Data Centers St. Louis (MO01),2,MO,1314,['pdb'],,4407066,38.632728,[]
201313,77.349243,6417,"Sector 127Plot no. 13, 20130",IN,Noida,3941,CtrlS Noida Hyperscale DC1,3,Noida,1373,['pdb'],,7279746,28.533258,[]
560100,77.592581,6417,"Veer Sandra,Electronic City,",IN,Bengaluru,3942,CtrlS Bangalore Hyperscale DC1,2,Karnataka,1374,['pdb'],,1277333,12.989871,[]
700054,88.390912,581,"1, CIT Rd",IN,Kolkata,3944,TATA Communications Kolkata,2,West Bengal,862,['pdb'],,1275004,22.589379,[]
00000,32.584331,14912,"Communications HousePlot 1, Colville Street",UG,Kampala,3962,Communications House,1,,863,['pdb'],,232422,0.313513,[]
3023,144.777769,8592,72 Radnor Dr,AU,Deer Park,3977,Digital Realty MEL11 - Melbourne,1,Victoria,1315,['pdb'],,2169145,-37.781684,[]
739088,103.780347,2806,18 Riverside Road,SG,Singapore,3995,1-Net North,,,864,['pdb'],,1880252,1.443311,[]
96923,144.803322,16928,303 University of GuamUoG Station,GU,Magilao,3997,UoG - Office of Information Technology,1,,865,['pdb'],,,13.432211,[]
10230,,18878,"181 Ratchada Ramintra Rd.,Nuanchan,Buengkum",TH,Bangkok,4001,CS LoxInfo Data Center - The Cloud,4,,866,['pdb'],,1609350,,[]
233302,,16963,East Ridge,GH,Accra,4004,NITA data center,1,,867,['pdb'],,2306104,,[]
535224,103.892998,2880,23 Tai Seng Drive,SG,Singapore,4015,Racks Central,2,Singapore,868,['pdb'],,1880252,1.337098,[]
97403,-123.07043,17025,Oregon Hall1585 E 13th Ave,US,Eugene,4021,University of Oregon,1,Or,869,['pdb'],,5725846,44.045988,[]
12710,106.824443,15198,Cyber BuildingJalan Kuningan Barat No. 8,ID,Jakarta Selatan,4024,Datacenter APJII-Cyber,9,Daerah Khusus Ibukota Jakarta,870,['pdb'],,,-6.238125,[]
194362,,11384,Vyborgskoe highway 503/12,RU,St. Petersburg,4032,Xelent,2,,1187,['pdb'],,498817,,[]
5111,138.636154,17074,Edinburgh Parks,AU,Adelaide,4044,YourDC Pty Ltd - Edinburgh Parks,3,SA,871,['pdb'],,2078025,-34.732838,[]
5062,138.608235,17074,60 Belair Road,AU,Adelaide,4045,YourDC Pty Ltd - Hawthorn,2,SA,872,['pdb'],,2078025,-34.968458,[]
10533,13.318852,30458,Wiebestr. 46,DE,Berlin,4073,AtlasEdge DC Berlin,1,,873,['pdb'],,2950159,52.527509,[]
60314,8.74006,118,Hanauer Landstr. 326,DE,Frankfurt,4077,COLT DC Frankfurt,1,,874,['pdb'],,2925533,50.12162,[]
22335,10.00141,30458,Obenhauptstr. 1c,DE,Hamburg,4078,AtlasEdge DC Hamburg,1,,1220,['pdb'],,2911298,53.6197,[]
28050,-3.664977,30458,"Avenida de Manoteras, 42",ES,Madrid,4085,AtlasEdge DC Madrid,2,,875,['pdb'],,3117735,40.48699,[]
NW10 6PN,-0.257425,118,"Powergate, Volt Avenue",GB,London,4089,COLT DC London II,2,,876,['pdb'],,2643743,51.530547,[]
270-1352,,118,2 Chome Otsuka,JP,Tokyo,4092,Colt DC Tokyo II,2,Inzai,1221,['pdb'],,1850147,,[]
02000,30.493162,17211,"Kurenivska St, 21-A",UA,Kyiv,4115,BeMobile,2,,878,['pdb'],,703448,50.492695,[]
999077,114.27452,7,"Hkcolo, 2 Chun Yat StTseung Kwan O Industrial Estate",HK,Hong Kong,4120,Telehouse - Hong Kong CCC (HKCOLO TKO),1,,879,['pdb'],,1819729,22.290779,[]
10260,100.651228,921,1856 Interlink Tower II Bangna Trad Rd K.M. 4.5BangNa,TH,Bangkok,4139,"TCC Technology Data Center- Bangkok,Thailand (TCC BNDC,TCC Bangna,TCCtech)",4,,880,['pdb'],,1609350,13.663512,[]
65020,,7437,"Somewhere123 street, 45",UA,Odessa,4140,OD-IX,5,,881,['pdb'],,698740,,[]
34775,29.175849,2,Yukarı Dudullu Organize Sanayi Bölgesi3. Cadde No:4 Ümraniye,TR,Istanbul,4148,Equinix IL2 - Istanbul,3,,882,['pdb'],,745044,40.993767,[]
04756-010,-46.717466,17339,"Rua José Abrantes, 186",BR,Sao Paulo,4162,Matrix Sao Paulo,2,Sao Paulo,883,['pdb'],,7630231,-23.646654,[]
,114.273784,12354,"299 Wan Po RoadTseung Kwan O, New Territories",HK,Hong Kong,4164,MEGA Plus (iAdvantage Hong Kong),2,,1316,['pdb'],,1819729,22.293569,[]
904-1301,128.000543,16383,Ginoza Server Farm1443 Matsuda,JP,Ginoza Village,4176,Ginoza Village IT Operation Park,1,Okinawa,884,['pdb'],,,26.488389,[]
98168,-122.293706,8591,3433 South 120th PlaceSabey Intergate East Building 4,US,Tukwila,4226,Sabey Intergate East Building 4,3,WA,885,['pdb'],,5814043,47.493087,[]
400072,72.889297,10364,Light Hall C Wing Hiranandani Business ParkSaki Vihar Road Chandivali Andheri East,IN,Mumbai,4228,Netmagic Chandivali,3,Maharashtra,886,['pdb'],,1275339,19.114204,[]
S7N 1K2,-106.625014,17566,121 Research Drive,CA,Saskatoon,4238,Innovation Place - 121RD,1,SK,887,['pdb'],SKTNSK,6141256,52.142463,[]
2526,150.856994,2,8 Lathe Place,AU,Unanderra,4248,Equinix SY7 - Sydney (formerly Metronode Illawara 1),2,NSW,888,['pdb'],,2145518,-34.463586,[]
534103,103.890225,15538,35 Tai Seng Street,SG,Singapore,4257,STT Singapore 5,3,Singapore,889,['pdb'],,1880252,1.335367,[]
00148,12.336104,4020,"viale Alexandre Gustave Eiffel, 100",IT,Rome,4264,Unidata IDC-GALERIA,1,RM,890,['pdb'],,3169070,41.806939,[]
905-2172,128.020567,17692,"195, Toyohara",JP,Nago,4275,Nago Mirai2 Data Center,1,Okinawa,891,['pdb'],,1856068,26.517922,[]
554914,103.874521,17639,25 Serangoon North Ave 5,SG,Singapore,4277,Keppel Data Centres | Keppel DC Singapore 1,1,,892,['pdb'],,1880252,1.375301,[]
1329 BG,5.268793,4570,Rondebeltweg 62,NL,Almere,4280,NorthC Almere,1,Flevoland,893,['pdb'],,2759879,52.364353,[]
75202,-96.7984,2680,400 South Akard St,US,Dallas,4284,DataBank Dallas (DFW1),3,TX,894,['pdb'],,4684888,32.778287,[]
75081,-96.711345,2680,904 Quality Way,US,Richardson,4285,DataBank Dallas (DFW2),1,TX,1845,['pdb'],,4722625,32.966683,[]
75024,-96.813905,2680,8375 Dominion Pkwy,US,Plano,4286,DataBank Dallas (DFW3),1,TX,895,['pdb'],,4719457,33.08846,[]
15212,-80.005186,2680,100 South CommonsSuite 126,US,Pittsburgh,4292,DataBank Pittsburgh (PIT1),1,PA,896,['pdb'],,5206379,40.451062,[]
84111,-111.885833,2680,179 Social Hall Avenue,US,Salt Lake City,4293,DataBank Salt Lake City (SLC1),2,UT,897,['pdb'],,5780993,40.768519,[]
84065,-111.904533,2680,14944 Pony Express Road,US,Bluffdale,4294,DataBank Salt Lake City (SLC2),1,UT,1643,['pdb'],,5771716,40.480032,[]
84065,-111.905781,2680,14926 Pony Express Road,US,Bluffdale,4295,DataBank Salt Lake City (SLC3),1,UT,1644,['pdb'],,5771716,40.479891,[]
18000,21.915186,17706,Bulevar Nemanjica 25,RS,Nis,4299,Ninet DC  Nis,1,,898,['pdb'],,787657,43.321724,[]
06543-001,-46.863194,2,"Avenida Marcos Penteado de Ulhoa Rodrigues, 249",BR,Santana de Parnaiba,4309,Equinix SP3 - São Paulo,5,SP,899,['pdb'],,3449948,-23.466119,[]
E14 2AA,,7,14 Coriander Avenue,GB,London,4360,Telehouse - London (Docklands North Two),4,,901,['pdb'],LONDEN,2643743,,[]
101001,3.397881,14391,"8th Floor, NCR Building, 6 Broad Street,Marina,",NG,Lagos,4361,NCR-Marina,1,Lagos,902,['pdb'],,2332459,6.447573,[]
75247,-96.857362,882,3004 Irving Blvd,US,Dallas,4371,TierPoint Dallas,1,TX,903,['pdb'],,4684888,32.807982,[]
75013,-96.657906,882,820 Allen Commerce Parkway,US,Allen,4372,TierPoint Dallas2 - Allen,1,TX,904,['pdb'],,4670300,33.137525,[]
191186,30.312865,1643,Malaya Morskaya st. 11,RU,St. Petersburg,4390,Prometey Ltd SPB MM11,1,,905,['pdb'],,498817,59.935888,[]
UB2 5XX,-0.140295,3844,"VIRTUS Data CentreWestern International Park, Hayes Road",GB,Hayes,4404,VIRTUS LONDON2 (Hayes),2,,906,['pdb'],,2647261,51.515786,[]
100212,3.373062,17963,"Rack CentreJagal Close, Oregun",NG,Ikeja,4411,Rack Centre Lagos,2,Lagos,907,['pdb'],,2338313,6.597527,[]
05000,-99.255181,17983,"Prolongacion Paseo de la Reforma 5396La Rosita, El Yaqui",MX,Cuajimalpa de Morelos,4421,KIO México 2 (MEX2),1,Ciudad de Mexico,908,['pdb'],,3530049,19.378255,[]
80112,-104.864707,2,9706 East Easter AvenueSuite 160,US,Englewood,4443,Equinix DE1 - Denver,1,CO,909,['pdb'],,5421250,39.587739,[]
44400,-1.561053,11780,24 rue Felix Eboué,FR,Rezé,4472,SFR/LDCOM Netcenter Rezé,,Loire Atlantique,910,['pdb'],,2983770,47.196473,[]
60437,8.639651,17639,Heinrich-Lanz-Allee 47,DE,Frankfurt,4483,Keppel Data Centres | Keppel DC Frankfurt 1,1,Hessen,911,['pdb'],,2925533,50.195395,[]
11101,39.288795,14913,"Posta House, 7 Ghana Avenue/Ohio Street, 11101 Kivukoni, Ilala13th floor",TZ,Dar es Salaam,4502,TIX - Tanzania - Posta House,1,,912,['pdb'],,160263,-6.813258,[]
1001,,14033,Rruga e Durrësit 219,AL,Tirana,4508,RASH - ANIX,1,Tirana,913,['pdb'],,3183875,,[]
2196,28.036968,1238,7 - 9 Keyes DriveRosebank,ZA,Johannesburg,4511,Internet Solutions Parklands,2,Gauteng,914,['pdb'],,993800,-26.146144,[]
50009,-93.455473,18320,1435 Northridge Cir,US,Altoona,4546,LightEdge Des Moines 1 (DSM1),1,IA,1188,['pdb'],ALNAIAE1,4846757,41.667665,[]
50009,-93.455725,18320,1401 Northridge Cir,US,Altoona,4547,LightEdge Des Moines 2 (DSM2),1,IA,1189,['pdb'],ALNAIAE2,4846757,41.666762,[]
64161,-94.471237,18320,9050 NE Underground DrivePillar 312,US,Kansas City,4548,LightEdge Kansas City Subtropolis (KCI1),2,MO,915,['pdb'],KSCYMOS1,4393217,39.159195,[]
10133,24.693153,13100,3R Laevastiku,EE,Tallinn,4555,INFONET DC,9,Harjumaa,916,['pdb'],,588409,59.45716,[]
LT-06145,25.239697,17337,J.Baltrusaicio g. 9,LT,Vilnius,4562,Infium Baltic,1,Vilnius,917,['pdb'],,593116,54.723907,[]
20153,9.103887,1196,Via Caldera 21Edificio B,IT,Milano,4566,Seeweb Milano Caldera,2,(MI),918,['pdb'],,3173435,45.476177,[]
10900,100.559536,8538,Suntowers Building123 Vibhavadi Rangsit 19,TH,Chatuchak,4577,SYMPHONY THAI - IDC BANGKOK,1,Bangkok,919,['pdb'],,7026785,13.824855,[]
79936,-106.309928,10277,11455 Cedar Oak Dr,US,El Paso,4580,MDC El Paso,1,TX,1788,['pdb'],ELPSTX,5520993,31.750001,[]
10004,-74.013972,365,25 Broadway,US,New York,4582,Cogent New York 1,,NY,920,['pdb'],,5128581,40.705781,[]
GT,,17983,Bulevard El NaranjoCondado El Naranjo,GT,Ciudad de Guatemala,4589,KIO Guatemala 1 (GTM1),1,Guatemala,921,['pdb'],,3598132,,[]
20166,-77.435827,7625,21350 Pacific Blvd,US,Sterling,4600,CyrusOne Sterling V,2,VA,922,['pdb'],,4787534,39.027202,[]
02121,25.306727,18261,Liepkalnio st. 160C,LT,Vilnius,4615,Baltneta TIER3 Datacenter,1,,923,['pdb'],,593116,54.63746,[]
03209,25.270851,18261,Paneriu g. 26,LT,Vilnius,4623,Baltneta TIER2 Datacenter,,,924,['pdb'],,593116,54.669364,[]
1098 XH,4.958827,2,Science Park 610,NL,Amsterdam,4627,"Equinix AM4 - Amsterdam, Science Park",7,NH,925,['pdb'],AMSTNL,2759794,52.354686,[]
63000,101.66188,13425,"3rd Floor, West Wing, CSF Computer Exchange 27118 Jalan Impact,",MY,Cyberjaya,4639,PLTPRO Data Centre,3,Selangor,1442,['pdb'],,6930887,2.917314,[]
1101 GB,4.935572,18645,Keienbergweg 22,NL,Amsterdam,4687,Datacenter.com AMS1,,,926,['pdb'],,2759794,52.309485,[]
4006,153.0332,7093,454 St. Pauls Terrace,AU,Fortitude Valley,4688,NEXTDC B2,3,QLD,927,['pdb'],,6943577,-27.453902,[]
600077,80.133915,10364,"67, MathiraveduVelappanchavadi Poonamallee high road",IN,Chennai,4701,Netmagic Chennai,1,Tamil Nadu,928,['pdb'],,1264527,13.060871,[]
65933,8.587964,2,Lärchenstrasse 110,DE,Frankfurt,4704,"Equinix FR6 - Frankfurt, West",5,,929,['pdb'],FRNKGE,2925533,50.097939,[]
00155,12.588295,8592,"282, Via Di Tor Cervara",IT,Roma,4707,Digital Realty (ROM0),1,,930,['pdb'],,3169070,41.909377,[]
20147,-77.47841,8592,44100 Digital Loudoun PlazaBuilding J,US,Ashburn,4745,Digital Realty IAD (44100 Digital Loudoun),2,VA,931,['pdb'],,4744870,39.001795,[]
20147,-77.481851,28929,43915 Devin Shafron DriveBuilding A,US,Ashburn,4750,43915 Devin Shafron,1,VA,1846,['pdb'],,4744870,39.002814,[]
20147,-77.483444,8592,43881 Devin Shafron DriveBuilding B,US,Ashburn,4751,Digital Realty IAD (43881 Devin Shafron),1,VA,1847,['pdb'],,4744870,39.002034,[]
20147,-77.487214,8592,43791 Devin Shafron DriveBuilding D,US,Ashburn,4752,Digital Realty IAD (43791 Devin Shafron),1,Va,1848,['pdb'],,4744870,39.003285,[]
20147,-77.484108,8592,43830 Devin Shafron DrBuilding F,US,Ashburn,4753,Digital Realty IAD (43830 Devin Shafron),1,Va,1849,['pdb'],,4744870,39.004182,[]
