zipcode,longitude,pdb_org_id,address,country,city,pdb_fac_id,name,num_ixs,state,fac_id,sources,clli,geo_id,latitude,alternatenames
11000,20.486357,2748,Kumodraska 241,RS,Belgrade,866,Serbia BroadBand,1,Serbia,1363,['pdb'],,792680,44.768296,[]
44143,7.487899,8540,Im Spaehenfelde 51,DE,Dortmund,873,euNetworks Colocation Dortmund,1,,360,['pdb'],,2935517,51.520894,[]
70567,9.171533,8540,Zettachring 10,DE,Stuttgart,876,euNetworks Colocation Stuttgart,1,,361,['pdb'],,2825297,48.708602,[]
1000,14.460483,2091,Tehnološki park 18,SI,Ljubljana,882,SIX SI Ljubljana Technology Park,2,,362,['pdb'],,3196359,46.049968,[]
1000,14.487859,2091,Jamova 39,SI,Ljubljana,883,SIX SI Jozef Stefan Institute,1,,363,['pdb'],,3196359,46.042356,[]
20144,9.147436,2,Via Savona 125,IT,Milano,884,"Equinix ML2 - Milan, Savona",3,,364,['pdb'],,3173435,45.448684,[]
20080,9.147319,2,Via Francesco Sforza 13Basiglio,IT,Milano,885,"Equinix ML3 - Milan, Basiglio",1,,365,['pdb'],,3173435,45.354074,[]
469004,103.920965,2806,750D #07-04Chai Chee Road,SG,Singapore,891,1-Net East,2,,366,['pdb'],,1880252,1.322589,[]
8041,15.465817,2824,Neufeldweg 162,AT,Graz,893,XINON Graz,1,,367,['pdb'],,2778067,47.043339,[]
LS10 1JQ,-1.54109,1813,11-15 Hunslet Road,GB,Leeds,896,aql Salem Church,1,,368,['pdb'],,2644688,53.793329,[]
07014,-74.126752,8592,100 Delawanna AvenueBuilding 1,US,Clifton,908,Digital Realty EWR (100 Delawanna),2,NJ,369,['pdb'],,5096699,40.829926,[]
3290,6.113522,35949,"202, Z.a.e. Wolser FL-3290 Bettembourg",LU,Bettembourg,909,LuxConnect DC1.1 - Bettembourg,3,Esch-sur-Alzette,370,['pdb'],,2960777,49.504919,[]
85034,-112.009445,3061,3402 E. University Dr.,US,Phoenix,917,PhoenixNAP,3,Arizona,371,['pdb'],,5308655,33.41601,[]
90146 ,13.31538,78,"Via Ugo La Malfa, 99",IT,Palermo,923,Sicily Hub - Telecom Italia Sparkle Palermo Data Center,1,,373,['pdb'],,2523920,38.161167,[]
21201,-76.620065,682,300 W Lexington,US,Baltimore,925,Lumen Baltimore,1,MD,374,['pdb'],BLTMMDSN,4347778,39.291768,[]
60314,8.744717,3140,Dieselstraße 37,DE,Frankfurt,927,iNTERWERK Rechenzentrum,1,Hessen,375,['pdb'],FRNKGE,2925533,50.122376,[]
60326,8.619718,682,Rüsselsheimer Str. 22,DE,Frankfurt am Main,932,Lumen Frankfurt 1,1,,376,['pdb'],FRNKGEAT,2925533,50.102755,[]
96929,144.82036,823,467 Harmon Loop Road,GU,Dededo,933,MCV Guam Datacenter,1,GU,377,['pdb'],,,13.509529,[]
,,823,2nd Floor Nauru Bldg,MP,Susupe,934,MCV Saipan Datacenter,1,MP,378,['pdb'],,,,[]
30303,-84.387874,2,180 Peachtree2nd and 6th Floors,US,Atlanta,940,Equinix AT1 - Atlanta,2,GA,379,['pdb'],ATLNGA,4180439,33.758567,[]
03037,30.510193,3244,9 Leontovicha,UA,Kiev,961,DATALINE/UA/Leontovicha9,1,,1402,['pdb'],,703448,50.445102,[]
10785,13.37386,797,Kitzingstr. 15,DE,Berlin,965,CarrierColo Berlin Kitzing (I/P/B/ site K),2,Berlin,381,['pdb'],,2950159,52.43269,[]
60314,8.725955,1685,Hanauer Landstrasse 291b,DE,Frankfurt,967,firstcolo - FRA1,1,Hessen,1439,['pdb'],,2925533,50.116454,[]
60007,-87.954882,2,1905 Lunt Ave,US,Elk Grove Village,968,Equinix CH3 - Elk Grove,2,IL,382,['pdb'],,4890925,42.001171,[]
60200,16.618764,3444,Cejl 20,CZ,Brno,975,Master DC Brno,1,,383,['pdb'],,3078610,49.196817,[]
020335,26.118942,785,"6-A, Dimitrie Pompeiu Blvd.",RO,Bucharest,978,NXDATA-2 Bucharest Romania (BU2),7,,384,['pdb'],BUCHRO,683506,44.481366,[]
7554TC,6.767264,3484,Barnsteenstraat 15,NL,Hengelo,980,Previder PDC2,1,Overijssel,385,['pdb'],,2754394,52.243834,[]
02-001,,3497,Al. Jerozolimskie 81Orco Tower - 21st floor,PL,Warsaw,982,DCENTER.PL - FT21,,,386,['pdb'],,756135,,[]
,3.417515,3634,8A Saka Tinubu StreetVictoria Island,NG,Lagos,993,Medallion Lagos,1,,387,['pdb'],,2332459,6.426645,[]
40-007,19.024715,1540,Uniwersytecka 13,PL,Katowice,998,"ATMAN Data Center Katowice-1 (KTW-1, Altus)",2,Si,388,['pdb'],,3096472,50.261637,[]
84770,-113.607242,3709,1108 W. 1600 S.,US,Saint George,1001,Tonaquint Data Center - Saint George,1,UT,389,['pdb'],,5546220,37.081472,[]
530-0003,,21868,"3-1-2 Doujima, Kita-Ku",JP,Osaka,1002,NTT Com OS2 - Osaka (Telepark Dojima Building 2),2,,1211,['pdb'],,1853909,,[]
,80.248031,1486,"Reliance Communications Infrastructure Limited, Reliance House, No-6, Haddows Road, Nungambakkam, Chennai,  India - 600006",IN,Chennai,1013,Reliance Chennai IDC,1,,390,['pdb'],,1264527,13.065477,[]
9492,9.529839,3761,Hub 37,LI,Eschen,1019,LKW Kollokation TZ Eschen,1,,391,['pdb'],,3042068,47.210015,[]
,4.886848,3794,Barbara Strozzilaan 251,NL,Amsterdam,1022,KPN DC2,1,,392,['pdb'],,2759794,52.336612,[]
2017,151.193883,1705,Doody StreetAlexandria,AU,Sydney,1023,Vocus Sydney SYD01,3,New South Wales,393,['pdb'],,2147714,-33.915371,[]
22461000,-43.218326,3820,Rua Jardim Botanico 674 sala 507,BR,Rio de Janeiro,1025,Moebius Datacenter,,RJ,394,['pdb'],,3451190,-22.964262,[]
EN1 1TX,,3844,"Unit 3, Trade City, Crown RoadEnfield",GB,London,1027,VIRTUS LONDON1 (Enfield),,,1364,['pdb'],,2643743,,[]
11530,-73.631821,506,501 Franklin Ave,US,Garden City,1040,501 Franklin Ave,1,NY,396,['pdb'],GRCYNY,5118226,40.722759,[]
,114.206315,3975,Information Technology Services CenterShatin N.T.,HK,Hong Kong,1041,CUHK,1,,397,['pdb'],,1819729,22.41966,[]
196084,30.3291,5969,Tsvetochnaya 19+21,RU,St. Petersburg,1048,Tsvetochnaya Data Center,10,,398,['pdb'],,498817,59.887231,[]
11445,18.085151,343,Artillerigatan 60,SE,Stockholm,1053,"STOKAB KN7, Östermalm",8,,399,['pdb'],,2673730,59.339137,[]
1000,14.505232,4181,Tivolska Cesta 50,SI,Ljubljana,1055,IT TEL Ljubljana,1,,1783,['pdb'],,3196359,46.057422,[]
127018,,4190,40 bld.1 3rd Maryna Roshha driveway,RU,Moscow,1056,Moscow TehnoGorod,3,,401,['pdb'],,524901,,[]
06708-070,-46.848808,35201,"Av. Eid Mansur, 666Parque Sao George",BR,Cotia,1057,Cirion Sao Paulo,2,,402,['pdb'],,3465284,-23.597933,[]
32202,-81.662322,5883,421 W Church Street,US,Jacksonville,1060,SBA Edge - Jacksonville (JAX),1,FL,403,['pdb'],JCVNFL,4160021,30.331375,[]
D15,-6.347409,2,"Unit 2, North West Business ParkBallycoolin",IE,Dublin,1065,"Equinix DB3 - Dublin, Ballycoolin",3,,404,['pdb'],,2964574,53.411166,[]
31670,,2018,40 rue du Village d'Entreprises,FR,Labege Innopole,1066,Hotel des Telecoms,,,405,['pdb'],,,,[]
88-300,17.961311,4329,Powstancow Wielkopolskich 41A/29,PL,Mogilno,1067,PIO-NET,1,,406,['pdb'],,3091523,52.651023,[]
8399,5.95776,905,"3, rue Pierre Flammang",LU,Windhof,1068,EBRC Resilience Centre Luxembourg West,1,,407,['pdb'],,11694425,49.648448,[]
33064,-80.130014,4556,500 Green Rd.,US,Deerfield,1080,500 Green (AKA VOLICO 2.0),1,FL,1290,['pdb'],PMBHFL,4153071,26.289687,[]
1014 BB,4.849211,4570,Kabelweg 48 A1014 BB Amsterdam,NL,Amsterdam,1083,NorthC Amsterdam,3,Noord-Holland,410,['pdb'],,2759794,52.392977,[]
8152,8.559163,4602,Cherstr. 4,CH,Glattbrugg,1085,greenDatacenter Zurich/Glattbrugg,1,ZH,1947,['pdb'],,2660590,47.433359,[]
5242,8.211035,4602,Industriestr. 33,CH,Lupfig,1086,greenDatacenter Lupfig,3,AG,411,['pdb'],,7648244,47.446496,[]
3670,6.051976,905,"210, rue de Noertzange",LU,Kayl,1090,EBRC Resilience Centre Luxembourg South,1,,1365,['pdb'],,2960391,49.49842,[]
0598,10.834971,942,Hans Moller Gasmansvei 9,NO,Oslo,1098,GlobalConnect Oslo (HMG9),,,412,['pdb'],,3143244,59.938433,[]
04575901,-46.694739,4855,"R. Flórida, 1738 – Conj. Comercial 31, 3º andar – Brooklin",BR,São Paulo,1099,PIX G8 Sao Paulo,1,SP,413,['pdb'],,3448439,-23.607007,[]
12950,106.831465,3213,"Plaza Kuningan Annex BuildingJl. HR. Rasuna Said Kav.C11-14, Karet Kuningan, Setiabudi",ID,Jakarta Selatan,1100,Matrix Data Center JK3 (MDC JK3),2,,1490,['pdb'],,,-6.216844,[]
34841,,4757,Kozyatağı Mahallesi Saniye Ermutlu SokTekno İş Merkezi No10 Kat:B1 Kadıköy,TR,Istanbul,1103,Telehouse-Istanbul,1,,1624,['pdb'],,745044,,[]
20147,-77.455012,4880,44664 Guilford Drive,US,Ashburn,1112,RagingWire VA1 - NTT,1,VA,414,['pdb'],CLPPVA01,4744870,39.022561,[]
3500,5.363598,4889,Trichterheideweg 2,BE,Hasselt,1113,Hasselt DC2,1,,1718,['pdb'],,2796491,50.938288,[]
,114.119218,2,7/F Kerry Warehouse3 Shing Yiu Street,HK,Kwai Chung,1118,Equinix HK2 - Hong Kong,5,Hong Kong,415,['pdb'],,1819805,22.362284,[]
31000,1.419659,11780,Rue Ferdinand Lassalle,FR,Toulouse,1131,SFR Netcenter Toulouse,,,416,['pdb'],,2972315,43.618886,[]
44600,,17684,"Dream Homes, Putalisadak - Kamaladi CrossingKathmandu",NP,Kathmandu,1141,Dataspace Kathmandu,1,,417,['pdb'],,1283240,,[]
6800,9.606018,5258,Leusbündtweg 49,AT,Feldkirch,1145,Datacenter-Feldkirch,1,,418,['pdb'],,2779674,47.270038,[]
,37.694987,5317,"Nizhegorodskaya st., 32",RU,Moscow,1151,StoreData,4,,419,['pdb'],,524901,55.736661,[]
,135.491078,18350,NTT DATA Dojima BldgDojima 3-1-21 kita-ku,JP,Osaka,1157,NTT DATA Dojima (building #4),4,,420,['pdb'],,1853909,34.695421,[]
31130,1.487312,6935,10 Rue des Frères PeugeotZI Vidailhan,FR,Balma,1158,10 Rue des Frères Peuge,,,421,['pdb'],,3035204,43.626642,[]
9320,4.038039,314,Industrielaan 3A,BE,Aalst,1161,LCL Brussels West,1,Flanders,1403,['pdb'],,2803448,50.913149,[]
2617,149.096242,7093,19 Battye Street,AU,Bruce,1162,NEXTDC C1,1,AC,422,['pdb'],,8349301,-35.245308,[]
08854,-74.484735,13077,101 Possumtown Road,US,Piscataway,1177,QTS Piscataway (PNJ1),3,NJ,423,['pdb'],,5102713,40.556905,[]
CH-8153,8.539895,491,Hofwisenstrasse 54-56,CH,Rümlang,1185,NTT Zurich 1 Data Center (ZRH1),6,,424,['pdb'],,2658927,47.45009,[]
6000,115.850908,5648,250 St Georges Terrace,AU,Perth,1189,QV.1 Perth,2,WA,425,['pdb'],,2063523,-31.952311,[]
6090,115.895888,26204,16 Mulgul Rd,AU,Malaga,1199,Fujitsu Malaga,1,WA,426,['pdb'],,8504542,-31.860071,[]
194100,30.330305,5750,12 Kantemirovskaya str,RU,St. Petersburg,1202,Raduga-2,10,,427,['pdb'],,498817,59.983881,[]
L7 9NJ,-2.933413,11042,Kilby HouseLiverpool Innovation Park,GB,Liverpool,1206,ARO DC2 Kilby House,4,,428,['pdb'],,2644210,53.408775,[]
1101 AH,4.93928,2,Lemelerbergweg 28,NL,Amsterdam,1222,"Equinix AM11 - Amsterdam, Lemelerbergweg",5,NH,430,['pdb'],AMSTNL,2759794,52.303846,[]
20147,-77.48158,2680,21635 Red Rum Dr.,US,Ashburn,1223,DataBank Ashburn (IAD1),2,VA,431,['pdb'],,4744870,39.015966,[]
,18.465223,6798,"CT1: Great Westerford Building, 240 Main RoadCT2: 57 Tiber Road Brackenfell",ZA,Cape Town,1225,"Teraco Cape Town, South Africa",4,Western Cape,432,['pdb'],,3369157,-33.970872,[]
630007,82.927294,6027,14 Serebrennikovskaya str,RU,Novosibirsk,1226,Sinar,3,,433,['pdb'],,1496747,55.020421,[]
80203,-104.97913,34,"639 E. 18th Ave., Suite 160",US,Denver,1229,CoreSite - Denver (DE2),1,CO,434,['pdb'],DNVTCO56,5419384,39.744922,[]
2952 CB,4.679147,6063,van Coulsterweg 6,NL,Alblasserdam,1230,Dataplace Rotterdam,3,Zuid-Holland,435,['pdb'],,2759915,51.845913,[]
197375,30.284951,600,Repishcheva ulitsa 20a,RU,Saint-Petersburg,1233,Linxdatacenter (Saint-Petersburg),1,Russian Federation,436,['pdb'],,,60.031949,[]
1105 AT,4.945054,2,Schepenbergweg 42,NL,Amsterdam,1236,"Equinix AM5 - Amsterdam, Schepenbergweg",14,,437,['pdb'],AMSTNL,2759794,52.293351,[]
L-7795,6.086779,35949,"3, Op der PoukewissZAC Klengbousbierg",LU,Bissen,1237,LuxConnect DC2 - Bissen,1,,438,['pdb'],,2960759,49.788326,[]
93500,2.412643,2,"Boulevard General Leclerc, 160Pantin",FR,Paris,1244,"Equinix PA4 - Paris, Pantin",1,,439,['pdb'],PARSFR,2988507,48.901133,[]
5020,13.010659,6350,Karolingerstraße 36a5020 Salzburg,AT,Salzburg,1249,conova - Datacenter 4/5,1,Salzburg,440,['pdb'],,2766824,47.792026,[]
135-0051,139.803428,2,1-9-20 EdagawaKoto-ku,JP,Tokyo,1253,Equinix TY3 - Tokyo,2,,441,['pdb'],,1850147,35.6567,[]
500081,78.378616,6417,"#16, Software Units Layout, Madhapur (Hitech-City)Hyderabad",IN,Hyderabad,1256,CtrlS Hyderabad Hyperscale DC1,2,Telangana,442,['pdb'],,1269843,17.43953,[]
400710,73.023588,6417,"Plot No. GEN 72/1/A, TTC Industrial Area, South Central Road, MIDC Industrial Area,Mahape",IN,Mumbai,1259,CtrlS Mumbai Hyperscale DC1,3,Maharashtra,1212,['pdb'],,1275339,19.108213,[]
69760,4.77262,10596,1 rue des Vergers,FR,Limonest,1262,Free PRO - Limonest,1,,443,['pdb'],,2998277,45.806778,[]
NW2 7JA,-0.231872,1215,"Units 8 - 10, The Oxgate Business CentreOxgate Lane",GB,London,1263,LDeX1,1,,1291,['pdb'],,2643743,51.567301,[]
33431,-80.108267,2,4680 Conference Way SouthSuite 150,US,Boca Raton,1271,"Equinix MI3 - Miami, Boca Raton",2,FL,444,['pdb'],MIAMFL,4148411,26.387989,[]
10011,-74.007954,7,85 10th Avenue,US,New York,1272,Telehouse - New York Chelsea,4,NY,445,['pdb'],,5128581,40.743209,[]
117587 ,,6615,"Varshavskoe shosse 125, bld 18A",RU,Moscow,1274,"M100 datacenter Moscow, Varshavskoe 125",1,,446,['pdb'],,524901,,[]
3293,13.181343,6616,"Avenida Pedro Castro Van Dúnem LoyLote Cellwave, 2º andar Via AL5, Zona XR6B  Talatona, Belas Sul - Angola",AO,Luanda,1275,AngoNAP Luanda,1,,447,['pdb'],,2240449,-8.914886,[]
90471,11.13012,794,Thomas-Mann-Straße 16 - 20,DE,Nürnberg,1276,noris network datacenter.de NBG6,1,Bavaria,448,['pdb'],,2861650,49.41013,[]
63000,101.655646,7793,"CSF Building, Computer Exchange 1Jalan Teknokrat 6",MY,Cyberjaya,1279,CSF CX1 / TelcoHub1 Kuala Lumpur,5,Selangor Darul Ehsan,449,['pdb'],,6930887,2.913224,[]
06455000,-46.827255,2,"Alameda Araguaia, 3641Tambore",BR,Barueri,1283,Equinix SP2 - São Paulo,4,SP,450,['pdb'],,3470353,-23.5027,[]
4037,30.990127,6798,"Riverhorse ValleyRiverhorse Cl, Newlands East",ZA,Durban,1289,"Teraco Durban, South Africa",2,KwaZulu-Natal,451,['pdb'],,1007311,-29.783372,[]
89119,-115.138297,6800,1110 Palms Airport DrSuite 110,US,Las Vegas,1297,Fiberhub LAS1,,NV,1784,['pdb'],,5506956,36.066019,[]
1060,16.353429,6801,Hofmuehlgasse 3-5,AT,Vienna,1298,DATASIX Vienna (VIE1),,Vienna,452,['pdb'],,2761369,48.192998,[]
3208 KA,4.301992,6870,Boyleweg 2,NL,Spijkenisse,1313,Data Facilities Spijkenisse,2,ZH,453,['pdb'],,2746932,51.855278,[]
1098 XH,4.958019,1273,Science Park 404 BG,NL,Amsterdam,1314,"IPTP, Matrix 4, Amsterdam, The Netherlands",1,,454,['pdb'],,2759794,52.356626,[]
135-0043,,118,"2-20-1 Shiohama,Koto-ku",JP,Tokyo,1315,COLT in Asia Tokyo Data Center 1 (TDC1),4,,455,['pdb'],,1850147,,[]
3001,144.956817,6905,"Level 15, 530 Collins St",AU,Melbourne,1318,Melbourne DC,2,V,456,['pdb'],,2158177,-37.817684,[]
1098 XH,4.958827,2,Science Park 610,NL,Amsterdam,1320,"Equinix AM3 - Amsterdam, Science Park",8,NH,457,['pdb'],AMSTNL,2759794,52.354686,[]
60388,8.74346,1685,Kruppstrasse 105,DE,Frankfurt,1322,firstcolo - FRA4,3,,458,['pdb'],,2925533,50.1399,[]
04757-000,-46.720519,6993,"Rua Bento Branco de Andrade Filho, 621Jardim Dom Bosco",BR,Sao Paulo,1325,TIVIT Sao Paulo,2,SP,459,['pdb'],,3448439,-23.65071,[]
64546,8.582873,2,Starkenburgstrasse 12,DE,Mörfelden,1329,Equinix FR3 - No longer operational,1,Hessia,1910,['pdb'],,2869286,49.986075,[]
V6B 1N9,-123.111935,7030,555 West Hastings St,CA,Vancouver,1330,Cologix VAN1,1,BC,1404,['pdb'],VANCBC,6173331,49.284697,[]
55802,-92.103083,7053,227 W 1st Street,US,Duluth,1334,Duluth Missabe,2,MN,460,['pdb'],,5024719,46.785022,[]
84111,-111.888856,1021,67 E 400 S,US,Salt Lake City,1335,XMission - Salt Lake City - Utah,1,UT,461,['pdb'],,5780993,40.7609,[]
30303,-84.390928,34,55 Marietta StreetSuites 570 & 800,US,Atlanta,1337,CoreSite - Atlanta (AT1),3,GA,462,['pdb'],ATLNGAMA,4180439,33.755801,[]
127410,37.577399,7092,33G Altufievskoe shosse,RU,Moscow,1338,IXcellerate,7,,463,['pdb'],,524901,55.862351,[]
3006,144.931061,7093,820 Lorimer StreetPort Melbourne,AU,Melbourne,1339,NEXTDC M1,3,VIC,464,['pdb'],,2158177,-37.821705,[]
,153.029645,7093,20 Wharf Street,AU,Brisbane,1340,NEXTDC B1,3,QL,465,['pdb'],,2174003,-27.465523,[]
2629 JG,4.377522,4570,Heertjeslaan 1,NL,Delft,1341,NorthC Delft,3,,466,['pdb'],,2757345,51.987103,[]
04578-910,-46.696424,13279,"Avenida Das Nações Unidas, 12901Torre Norte",BR,São Paulo,1345,SouthTech Telecom - SPO-01,1,SP,1405,['pdb'],,3448439,-23.610224,[]
20109,-77.531749,651,9651 Hornbaker Road,US,Manassas,1348,EvoSwitch WDC1,,VA,467,['pdb'],,4771401,38.747494,[]
3401 RS,5.050569,7149,Hoge Biezendijk 21,NL,IJsselstein,1350,Alticom - IJsselstein,,UT,468,['pdb'],,2753355,52.002407,[]
0632,174.696364,12670,7A Parkhead PlaceAlbany,NZ,Auckland,1353,2degrees Auckland - Albany,3,,469,['pdb'],,2193733,-36.750234,[]
CP 110921,-74.156026,2,Carrera 106 No. 15A-25Zona Franca de Bogota,CO,Bogota,1354,Equinix BG1 - Bogota,3,Bogota,470,['pdb'],,3688689,4.671384,[]
,55.186622,2,International Media Production Zone (IMPZ)Building F90,AE,Dubai,1355,Equinix DX1 - Dubai,2,,471,['pdb'],,292223,25.026429,[]
,55.186405,2,International Media Production Zone (IMPZ),AE,Dubai,1356,Equinix DX2 - Dubai,1,,1491,['pdb'],,292223,25.030113,[]
,55.186815,7155,Building F102 - Dubai Production CityDubai - United Arab Emirates,AE,Dubai,1358,datamena DXA - Dubai,2,,472,['pdb'],,292223,25.028007,[]
T2P 3G2,-114.080105,7230,"300, 840 - 7th Avenue SW",CA,Calgary,1365,Datahive,1,AB,473,['pdb'],CALGAR,5913490,51.047284,[]
10000,15.943893,8592,Selska cesta 93,HR,Zagreb,1368,Digital Realty Zagreb (ZAG1),2,,474,['pdb'],,3186886,45.803311,[]
59262,3.136511,26110,Parc d'Activité du MélantoisRue des Saules,FR,Sainghin-en-Mélantois,1370,ETIX Lille #2,3,,475,['pdb'],,2981950,50.584099,[]
20941-070,-43.217935,35201,"Avenida Pedro II, 329São Cristóvão",BR,Rio de Janeiro,1374,Cirion Rio de Janeiro,1,RJ,476,['pdb'],,3451190,-22.904959,[]
20147,-77.463206,8592,44521 Hastings Drive,US,Ashburn,1380,Digital Realty IAD (44521 Hastings),2,VA,477,['pdb'],,4744870,39.020131,[]
20147,-77.463564,8592,44461 Chilum Place,US,Ashburn,1381,Digital Realty IAD (44461 Chilum),2,VA,1833,['pdb'],,4744870,39.021133,[]
75081,-96.715602,8592,1232 Alma Rd.,US,Richardson,1382,Digital Realty DFW (1232 Alma),2,TX,478,['pdb'],,4722625,32.966309,[]
60007,-87.962053,8592,2200 Busse Rd.,US,Elk Grove Village,1384,Digital Realty CHI (2200 Busse Rd.),2,IL,479,['pdb'],,4890925,41.994269,[]
21616,12.927828,942,Krossverksgatan 15Limhamn,SE,Malmö,1392,GlobalConnect Malmö,1,,1625,['pdb'],,2692969,55.574518,[]
21616,12.928058,508,Krossverksgatan 13aLimhamn,SE,Malmö,1393,"Krossverksgatan 13a, Malmö",2,,480,['pdb'],,2692969,55.5748,[]
1228,6.107186,12881,Chemin du Pré-Fleuri 20,CH,Plan-les-Ouates,1398,STACK infrastructure GEN01A,1,GE,1366,['pdb'],,2659190,46.16541,[]
94400,2.379971,7344,61 rue Julian Grimau,FR,Vitry-sur-Seine,1402,Scaleway Datacenter - DC3,3,,481,['pdb'],,2967849,48.775278,[]
M17 1HE,-2.310421,2,76 Trafford Park RoadTrafford Park,GB,Manchester,1403,"Equinix MA3 - Manchester, Joule House",2,,482,['pdb'],,2643123,53.468674,[]
44115,-81.680462,7448,1621 Euclid AveSuite 730,US,Cleveland,1419,Fusion - Cleveland,1,Ohio,1292,['pdb'],CLEVOH,5150529,41.501689,[]
10013,-74.008333,2680,60 Hudson St,US,New York,1422,DataBank New York (LGA1),1,NY,483,['pdb'],NYCMNY,5128581,40.717664,[]
15212,-80.005186,15332,100 South CommonsSuite 142,US,Pittsburgh,1423,Crown Castle Pittsburgh (Allegheny Center Mall),1,PA,484,['pdb'],,5206379,40.451062,[]
2012,28.834332,10440,str. V. Pircalab 52,MD,Chisinau,1425,Trabia,3,,485,['pdb'],,618426,47.021552,[]
5613 AM,5.494271,35807,Prof Dr Dorgelolaan 40,NL,Eindhoven,1429,EFX,1,,486,['pdb'],,2756253,51.445601,[]
6011,174.78177,12538,The Thorndon Centre191 Thorndon Quay,NZ,Wellington,1453,Xtreme Networks - Wellington DC,2,,487,['pdb'],,2179537,-41.27173,[]
00540,24.970015,2,Parrukatu 2,FI,Helsinki,1457,"Equinix HE3 - Helsinki, Suvilahti",1,,488,['pdb'],,658225,60.185146,[]
2718 RS,4.496007,7722,Heliumstraat 200,NL,Zoetermeer,1461,ColoCenter Zoetermeer,2,,489,['pdb'],,2743856,52.033382,[]
45202,-84.517262,7625,209-229 West 7th St,US,Cincinnati,1467,CyrusOne Cincinnati 7th St,1,OH,1293,['pdb'],CNCNOH,4508722,39.102771,[]
77027,-95.445075,2680,4201 Southwest Freeway,US,Houston,1475,Databank Houston Galleria,1,TX,490,['pdb'],,4699066,29.728119,[]
77041,-95.556656,2680,5150 & 5170 Westway Park Blvd,US,Houston,1476,Databank Houston West,2,TX,491,['pdb'],,4699066,29.844182,[]
75067,-96.99766,7625,2501 S. State Hwy 121 Business  Suite 500 (Bldg #5),US,Lewisville,1478,CyrusOne Dallas (Lewisville),1,TX,492,['pdb'],,4706057,33.001402,[]
75007,-96.930465,7625,1649 Frankford Rd. West,US,Carrollton,1481,CyrusOne Dallas (Carrollton),2,TX,493,['pdb'],,4679195,32.991929,[]
78703,-97.69791,7625,"7301 Metropolis Drive, Bldg #6",US,Austin,1483,CyrusOne Austin (Met 2),1,TX,1294,['pdb'],,4671654,30.205925,[]
60148,-88.029567,7625,1850 Springer Drive,US,Lombard,1486,CyrusOne Chicago (Lombard),1,IL,494,['pdb'],,4900373,41.849175,[]
85286,-111.882056,7625,2335 South Ellis Road,US,Phoenix,1488,CyrusOne Phoenix,1,AZ,495,['pdb'],,5308655,33.270744,[]
,114.246387,7631,"3/F, 1 On Yip StSiu Sai Wan",HK,Hong Kong,1489,HGC - Sino Favour Centre,1,,496,['pdb'],,1819729,22.266444,[]
,,7648,,AE,Fujairah,1493,SmartHub Fujairah,2,,497,['pdb'],,292878,,[]
150003,39.875539,7708,"Pobedi street, 16b",RU,Yaroslavl,1498,YarTT,1,,498,['pdb'],,468902,57.637389,[]
30-081,19.920621,7704,Krolewska 57,PL,Krakow,1503,S-NET KRAKOW DATA CENTER KRDC-2,1,,1578,['pdb'],,3094802,50.070834,[]
5031,138.574222,7760,19-47 London Rd,AU,Mile End South,1508,Adam Data Centre,,SA,499,['pdb'],,9973328,-34.936744,[]
,31.246959,7766,26 Ramses Street,EG,Cairo,1509,Ramses Exchange,1,,500,['pdb'],,360630,30.145975,[]
69100,4.86519,7788,21 Avenue Pierre de Coubertin,FR,Villeurbanne,1511,CC IN2P3,1,,501,['pdb'],,2968254,45.782598,[]
20537,10.048753,1988,Wendenstrasse 408,DE,Hamburg,1512,Artfiles w408,1,HH,502,['pdb'],,2911298,53.550542,[]
63000,101.66188,24260,MY027118 Jalan Impact,MY,Cyberjaya,1514,CX2 / MY01 Cyberjaya Malaysia,3,Selangor,503,['pdb'],,6930887,2.917133,[]
8102,8.46174,2,Allmendstrasse 13Oberengstringen,CH,Zurich,1515,"Equinix ZH5 - Zurich, South",3,ZH,504,['pdb'],,2657896,47.405667,[]
1023,6.57446,7840,Route de Marcolet 39,CH,Crissier,1516,Brainserve,2,VD,505,['pdb'],,2661072,46.544786,[]
10013,-74.008299,7841,60 Hudson St.,US,New York,1517,60 Hudson,2,NY,506,['pdb'],NYCMNY,5128581,40.717723,[]
1010,174.764384,18244,31 Airedale Street,NZ,Auckland,1523,Mayoral Drive Exchange (MDR),3,,507,['pdb'],,2193733,-36.854324,[]
40-432,,8980,ul. Gospodarcza 12,PL,Katowice,1532,3S Data Center Katowice,2,Si,508,['pdb'],,3096472,,[]
63000,101.651988,7971,"No.1, Jalan Cyber Point 4, Cyber 8",MY,Cyberjaya,1537,CJ1 CYBERJAYA,3,,509,['pdb'],,6930887,2.904188,[]
EC1V0AB,-0.101245,8069,36-43 Great Sutton Street,GB,London,1547,Volta,1,,510,['pdb'],,2643743,51.523353,[]
NP10 8UW,,8100,Celtic WayDuffryn,GB,Newport,1548,NGD Newport,1,,1213,['pdb'],,2641598,,[]
1930,4.499556,2184,Hoge Wei 37,BE,Zaventem,1549,Unix-Solutions DC Zaventem,2,Vlaams-Brabant,511,['pdb'],,2783310,50.875242,[]
C1427APA,-58.467164,35201,Av. Del Campo 1301,AR,Buenos Aires,1550,Cirion Buenos Aires,1,CF,512,['pdb'],,3435910,-34.590248,[]
R3B 0V3,-97.136601,8070,"167 Lombard Ave, Suite 570",CA,Winnipeg,1558,Global Server Center,1,MB,513,['pdb'],,6183235,49.896522,[]
