clli,num_ixs,latitude,zipcode,sources,longitude,pdb_org_id,country,fac_id,pdb_fac_id,alternatenames,address,geo_id,name,state,city
,1,53.550542,20537,['pdb'],10.048753,1988,DE,502,1512,[],Wendenstrasse 408,2911298,Artfiles w408,HH,Hamburg
,3,2.917133,63000,['pdb'],101.66188,24260,MY,503,1514,[],MY027118 Jalan Impact,6930887,CX2 / MY01 Cyberjaya Malaysia,Selangor,Cyberjaya
,3,47.405667,8102,['pdb'],8.46174,2,CH,504,1515,[],Allmendstrasse 13Oberengstringen,2657896,"Equinix ZH5 - Zurich, South",ZH,Zurich
,2,46.544786,1023,['pdb'],6.57446,7840,CH,505,1516,[],Route de Marcolet 39,2661072,Brainserve,VD,Crissier
NYCMNY,1,40.717723,10013,['pdb'],-74.008299,7841,US,506,1517,[],60 Hudson St.,5128581,60 Hudson,NY,New York
,3,-36.854324,1010,['pdb'],174.764384,18244,NZ,507,1523,[],31 Airedale Street,2193733,Mayoral Drive Exchange (MDR),,Auckland
,2,,40-432,['pdb'],,8980,PL,508,1532,[],ul. Gospodarcza 12,3096472,3S Data Center Katowice,Si,Katowice
,3,2.904188,63000,['pdb'],101.651988,7971,MY,509,1537,[],"No.1, Jalan Cyber Point 4, Cyber 8",6930887,CJ1 CYBERJAYA,,Cyberjaya
,2,51.523353,EC1V0AB,['pdb'],-0.101245,8069,GB,510,1547,[],36-43 Great Sutton Street,2643743,Volta,,London
,1,,NP10 8UW,['pdb'],,8100,GB,1213,1548,[],Celtic WayDuffryn,2641598,NGD Newport,,Newport
,2,50.875236,1930,['pdb'],4.499557,2184,BE,511,1549,[],Hoge Wei 37Zaventem,2800866,Unix-Solutions DC Zaventem,,Brussels
,1,-34.590248,C1427APA,['pdb'],-58.467164,35201,AR,512,1550,[],Av. Del Campo 1301,3435910,Cirion Buenos Aires,CF,Buenos Aires
,1,49.896522,R3B 0V3,['pdb'],-97.136601,8070,CA,513,1558,[],"167 Lombard Ave, Suite 570",6183235,Global Server Center,MB,Winnipeg
,1,-25.470318,81270-050,['pdb'],-49.350347,35201,BR,514,1564,[],"Rua do Semeador, 350Distrito Industrial",3464975,Cirion Curitiba,PR,Curitiba
,1,-30.023646,90480-003,['pdb'],-51.184129,35201,BR,515,1565,[],"Avenida Carlos Gomes, 141 Sala 806Auxiliadora",3452925,Cirion Porto Alegre,RS,Porto Alegre
,4,59.282234,12739,['pdb'],17.923317,942,SE,1367,1567,[],Storsätragränd 3,2673730,GlobalConnect Sätra,,Stockholm
,1,-15.796113,,['pdb'],35.035891,8102,MW,516,1578,[],P/B 360 Chichiri,,"University of Malawi, College of Medicine",,Blantyre 3
,4,-23.545988,01008010,['pdb'],-46.635836,2,BR,517,1585,[],"Rua Dr. Miguel Couto, 58Centro",3448439,Equinix SP1 - São Paulo,SP,São Paulo
,3,-22.954737,22270010,['pdb'],-43.1946,2,BR,518,1586,[],"Voluntários da Pátria Street, 360Botafogo",3451190,Equinix RJ1 - Rio de Janeiro,RJ,Rio de Janeiro
,1,36.059162,89119-4415,['pdb'],-115.145989,2680,US,1834,1594,[],7185 Pollock Dr,5506956,DataBank Las Vegas (LAS1),NV,Las Vegas
,2,50.083412,13000,['pdb'],14.478692,366,CZ,519,1600,[],U nakladoveho nadrazi 3156/6,3067696,GTS Nagano Prague,,Prague
,1,40.736844,07102,['pdb'],-74.173402,682,US,520,1601,[],165 Halsey Street9th Floor,5101798,Level(3) Newark,NJ,Newark
,7,59.289728,12630,['pdb'],18.016676,2698,SE,521,1602,[],Västberga Allé 60,2673730,GleSYS Stockholm,NA,Stockholm
SYDNAU,6,-33.911776,2015,['pdb'],151.192942,2,AU,522,1605,[],47 Bourke RoadAlexandria,2147714,Equinix SY3 - Sydney,NSW,Sydney
SNTCCAQM,2,37.376259,95054,['pdb'],-121.970705,34,US,523,1619,[],2972 Stender Way,5393015,CoreSite - Santa Clara (SV4),CA,Santa Clara
,3,28.630933,110001,['pdb'],77.207955,581,IN,524,1622,[],"VSB, Bangla Sahib Road",1273294,TATA Communications Delhi,,New Delhi
,2,,,['pdb'],,749,SE,525,1624,[],,2711537,Gothenburg/B,,Gothenburg
,4,,,['pdb'],,749,SE,526,1625,[],,2673730,Stockholm/B,,Stockholm
,2,,,['pdb'],,749,SE,527,1626,[],,2670781,Sundsvall/B,,Sundsvall
,4,,,['pdb'],,749,SE,528,1628,[],,2673730,Stockholm/C,,Stockholm
BUCHRO,1,44.484488,020335,['pdb'],26.117868,3750,RO,529,1635,[],Dimitrie Pompei 9-9ABuilding 24,683506,Voxility IRD Bucharest,,Bucharest
,1,-22.529901,25651-075,['pdb'],-43.217133,8346,BR,530,1641,[],Av. GetÃºlio Vargas 333 - Quitandinha,3451190,LNCC,RJ,Rio de Janeiro
,1,52.455763,12099,['pdb'],13.389075,13415,DE,531,1646,[],Lorenzweg 5,2950159,3U Rechenzentrum Berlin,,Berlin
,1,47.201818,4500,['pdb'],7.528782,207,CH,1406,1651,[],Glutz Blotzheim-Strasse 1,2658564,data11,SO,Solothurn
,,-37.819171,3000,['pdb'],144.956726,1705,AU,532,1659,[],55 King St,2158177,Vocus Melbourne MEL05,Victoria,Melbourne
,3,-33.785263,2113,['pdb'],151.13149,7093,AU,533,1660,[],4 Eden Park DriveMacquarie Park,2147714,NEXTDC S1,NSW,Sydney
,3,-37.817525,3000,['pdb'],144.956795,1705,AU,534,1661,[],530 Collins St,2158177,Vocus Melbourne MEL03,Victoria,Melbourne
,1,,9636HV,['pdb'],,8478,NL,535,1665,[],,2743800,Datacenter Groningen,GR,Zuidbroek
,1,53.238044,9747AJ,['pdb'],6.536082,8521,NL,536,1666,[],Nettelbosje 1,2755251,Rekenhal,GR,Groningen
SCCSNJ,2,40.784501,07094,['pdb'],-74.065119,34,US,537,1671,[],2 Emerson Lane,5104504,CoreSite - Secaucus (NY2),NJ,Secaucus
,1,42.956073,1592,['pdb'],23.359572,8532,BG,538,1673,[],5030 StrDruzhba-1 District 10,727011,RAX,,Sofia
,1,53.110922,28237,['pdb'],8.764988,6745,DE,539,1674,[],Pastorenweg 70,2944388,LWLcom Bremen BRE01,,Bremen
,1,53.075841,28197,['pdb'],8.770335,8534,DE,540,1677,[],Hermann-Ritter-Str. 110,2944388,PLUTEX Bremen,Bremen,Bremen
,2,53.550969,20537,['pdb'],10.046769,942,DE,541,1687,[],Wendenstrasse 379,2911298,GlobalConnect Hamburg (HAM2),,Hamburg
,1,40.71096,10038,['pdb'],-74.00142,8591,US,542,1690,[],375 Pearl,5128581,"375 Pearl, Intergate.Manhattan",NY,New York
,1,25.775811,33132,['pdb'],-80.192959,2680,US,543,1718,[],36 NE 2nd Street,4164138,DataBank Miami (MIA1),FL,Miami
,1,30.198926,78744,['pdb'],-97.713716,8760,US,1440,1720,[],4100 Smith School Road,4671654,Data Foundry Texas 1,TX,Austin
,2,41.875948,60185,['pdb'],-88.248975,8824,US,544,1727,[],603 Discovery Dr.West Chicago,4887398,"SBA Edge, LLC",IL,Chicago
,1,40.761802,07086,['pdb'],-74.025183,8592,US,545,1736,[],300 Boulevard East,5106184,Digital Realty EWR (300 Blvd E),NJ,Weehawken
,1,-30.017148,90540-140,['pdb'],-51.190773,8505,BR,546,1743,[],"Rua Germano Petersen Júnior, 101Auxiliadora",3452925,PIX AdylNET - PAE,RS,Porto Alegre
NDHMMA,1,42.302248,02494,['pdb'],-71.21957,8592,US,547,1744,[],105 Cabot Street,4945055,Digital Realty BOS (105 Cabot),MA,Needham
,1,51.043863,T3C 3P9,['pdb'],-114.091989,8887,CA,548,1746,[],1313 10th Ave SW,5913490,Rogers Calgary DC2 (1313 10th Ave SW),AB,Calgary
,,45.521436,97205,['pdb'],-122.677878,8931,US,549,1751,[],625 SW Stark St.Suite 500,5746545,LightPoint Corporation,OR,Portland
,1,48.188208,80807,['pdb'],11.588718,28858,DE,1719,1758,[],Stuttgarter Str. 280807 München,2867714,Arelion Munich MCN,Oberbayern,München
,5,19.141133,400701,['pdb'],73.008884,14536,IN,550,1771,[],Sigma IT ParkRabale MIDC,1275339,Web Werks Mumbai 1,Maharashtra,Mumbai
DJBU,1,,,['pdb'],,9027,DJ,551,1774,[],"Haramous 3G Building, Boulaos StreetDjibouti City, Republic of Djibouti",223817,Djibouti Data Center,,Djibouti
,3,20.567915,76246,['pdb'],-100.254141,17983,MX,1295,1778,[],Privada de la Princesa 4Parque Industrial el Marques,4003211,KIO Querétaro 1 (QRO1),Queretaro,El Marques
,2,44.508512,40127,['pdb'],11.363497,7715,IT,1492,1788,[],"Viale Aldo Moro, 52",3181928,BOIX,IT,Bologna
OSAKJP,5,34.675774,550-0013,['pdb'],135.495551,2,JP,552,1791,[],1-26-1 Shinmachi Nishi-ku,1853909,Equinix OS1 - Osaka,OS,Osaka
,1,51.512487,KT9 1SJ,['pdb'],-0.112216,8592,GB,553,1792,[],Fountain CourtCox Lane,2653229,Digital Realty London LHR13,,Chessington
,1,,28199,['pdb'],,365,DE,554,1805,[],,2944388,Cogent Bremen,,Bremen
,1,49.210343,60200,['pdb'],16.593014,9223,CZ,555,1807,[],Kounicova 67a,3078610,DC Kounicova,,Brno
,1,49.20172,60190,['pdb'],16.603317,9223,CZ,556,1808,[],Antoninska 1,3078610,DC Antoninska,,Brno
,1,,295-0004,['pdb'],,9252,JP,557,1814,[],"2980-15 Chikuracho Seto, Minamiboso-shi, Chiba-ken34Â° 58' 13.8"" N  139Â° 57' 36.85"" E",1864582,KDDI Corporation - Chikura Landing Station,,Chikura
,3,40.726868,10013,['pdb'],-74.007703,14515,US,558,1816,[],325 Hudson Street,5128581,325 Hudson,NY,New York
,1,51.478187,CF10 1NT,['pdb'],-3.180582,9254,GB,559,1817,[],5  Park Street,2653822,BT Empire Exchange / Stadium House ,,Cardiff
NYCMNY,1,40.741469,10011,['pdb'],-74.003387,2680,US,560,1819,[],111 8th Ave,5128581,DataBank New York (LGA2),New York,New York
NWRKNJ,1,40.736844,07102,['pdb'],-74.173402,2680,US,561,1820,[],165 Halsey St,5101798,DataBank Newark (EWR1),NJ,Newark
,2,52.717249,7942KG,['pdb'],6.19872,9280,NL,562,1826,[],Ketelskamp 10,2750947,Serverius DC2,,Meppel
,2,53.79512,BD1 2HB,['pdb'],-1.762407,9283,GB,1182,1827,[],167-169 Sunbridge Road,2654993,Legend Bradford,,Bradford
,3,39.967631,43215,['pdb'],-82.995434,6705,US,563,1828,[],226 North 5th StreetSuite 300,4509177,WOW! Business (Columbus Datacenter),OH,Columbus
,1,-12.455427,0801,['pdb'],130.841374,9338,AU,564,1831,[],27 Harvey Street,2073124,Secure Data Centre,NT,Darwin
,4,56.839364,,['pdb'],60.583537,9557,RU,565,1854,[],Sheinkmana 10,1486209,"EKB, Uralcod",,Ekaterinburg
,4,56.836636,620075,['pdb'],60.619669,31079,RU,566,1855,[],Ulitsa Mamina-Sibiryaka 145Oktyabr'skiy Rayon,1486209,Erlang.Ekb.MS145,Sverdlovsk Oblast,Ekaterinburg
,1,49.989444,61003,['pdb'],36.237684,6904,UA,567,1856,[],av.Moskovskiy 19/23,706483,Maxnet,,Kharkov
,1,60.153815,00210,['pdb'],24.883142,1127,FI,568,1859,[],Kiviaidankatu 2H,658225,Nebula Oy Lauttasaari,,Helsinki
,4,60.183899,02150,['pdb'],24.8144,9559,FI,569,1861,[],Tekniikantie 12,660158,Innopoli,,Espoo
,2,48.193306,80939,['pdb'],11.593363,9561,DE,570,1863,[],Elisabeth-Selbert-Str. 780939,2867714,EMC HostCo GmbH,,Munich
,1,40.439323,28037,['pdb'],-3.621211,9037,ES,571,1864,[],Calle Albasanz 71,3117735,Andrino Telecom MAD1,MA,Madrid
,1,36.694764,29004,['pdb'],-4.474589,9565,ES,1183,1870,[],C/ Eduardo Queipo de Llano Caballero 59P.I Guadalhorce CP,2514256,Malaga Data Center,,Malaga
,1,52.064706,2491 CV,['pdb'],4.387171,6870,NL,572,1873,[],Moezel 5,2747373,Data Facilities The Hague,ZH,The Hague
,1,39.561073,80112,['pdb'],-104.826671,8735,US,1785,1875,[],8535 Highfield PkwySuite 500/600,5421250,EdgeConneX Denver (EDCDEN01),CO,Englewood
,1,43.619897,31200,['pdb'],1.421353,2018,FR,573,1877,[],131 chemin du Sang de Serp,2972315,TLS00,,Toulouse
,1,39.000821,20147,['pdb'],-77.479198,8592,US,1835,1878,[],43940 Digital Loudoun PlazaBuilding G,4744870,Digital Realty IAD (43940 Digital Loudoun),VA,Ashburn
,2,43.35965,13321,['pdb'],5.338429,10596,FR,574,1879,[],"Jaguar Network - MRS171, avenue André Roussin",2995469,Free PRO - Marseille - MRS1,,Marseille
,1,33.452003,85004,['pdb'],-112.072042,13077,US,575,1880,[],"120 E Van Buren StSuite C130, Suite 200",5308655,QTS Phoenix (PHX1),AZ,Phoenix
VANCBC,2,49.286981,V6E 3S7,['pdb'],-123.119579,7030,CA,576,1881,[],1050 W Pender Street,6173331,Cologix VAN2,BC,Vancouver
MTRLPQM1,2,45.501394,H4Z 1B7,['pdb'],-73.56192,2520,CA,577,1885,[],800 Rue du Square-VictoriaSS1-060,6077243,eStruxture MTL-1,QC,Montreal
,6,35.688354,100-0004,['pdb'],139.765922,2,JP,578,1893,[],"Otemachi Finance City1-9-5 Otemachi, Chiyoda-ku",1850147,Equinix TY4 - Tokyo,,Tokyo
,1,39.777353,80216,['pdb'],-104.968212,8959,US,1493,1896,[],4300 Brighton Boulevard,5419384,Iron Mountain Data Center - Denver (DEN-1),CO,Denver
,4,-22.871261,21051-070,['pdb'],-43.272742,2,BR,579,1899,[],"Estrada Adhemar Bebiano, 1380Del Castilho",3451190,Equinix RJ2 - Rio de Janeiro,RJ,Rio de Janeiro
,1,,BE3619,['pdb'],,682,BN,1296,1901,[],Tungku Link Road,,Level(3) Gadong (Tungku CLS),,Gadong
,1,,63000,['pdb'],,491,MY,580,1902,[],"43000 Jalan APECCyberjaya, Selangor Darul Ehsan",6930887,NTT Cyberjaya Data Center (CBJ),,Cyberjaya
,1,-23.632951,,['pdb'],-46.711945,18207,BR,581,1903,[],100 Av Alfredo Egidio De Souza Anaha,3448439,Eletronet Sao Paulo,SP,Sao Paulo
,2,29.794579,77449,['pdb'],-95.745149,8735,US,582,1910,[],1510 Primewest Parkway,4702732,EdgeConneX Houston (EDCHOU01),TX,Katy
,1,45.038263,10134,['pdb'],7.65169,10024,IT,583,1912,[],216 Corso Unione Sovietica,3165524,CSI Piemonte,Piedmont,Turin
,3,33.395544,85282,['pdb'],-111.97012,8735,US,584,1917,[],3011 S. 52nd St,5317058,EdgeConneX Phoenix (EDCPHX01),AZ,Tempe
,1,36.065272,89119,['pdb'],-115.130816,8735,US,585,1918,[],1541 Pama Ln,5506956,EdgeConneX Las Vegas (EDCLAS01),NV,Las Vegas
,1,36.86186,23502,['pdb'],-76.235342,8735,US,1626,1921,[],3800 Village Ave,4776222,EdgeConneX Norfolk (EDCNOR01),VA,Norfolk
HLBOORNF,1,45.548296,97124,['pdb'],-122.907473,8735,US,586,1922,[],6327 NE Evergreen ParkwayBuilding C,5731371,EdgeConneX Portland (EDCPOR01),OR,Hillsboro
,1,25.793016,33172,['pdb'],-80.38119,8735,US,587,1923,[],2132 NW 114th Ave,4164138,EdgeConneX Miami (EDCMIA01),FL,Miami
,1,36.144881,37210,['pdb'],-86.701721,8735,US,1627,1924,[],1841 Air Lane DrBuilding 3,4644585,EdgeConneX Nashville (EDCNAS01),TN,Nashville
,1,40.452221,15220,['pdb'],-80.041515,8735,US,1214,1925,[],282 Corliss St,5206379,EdgeConneX Pittsburgh (EDCPIT01),PA,Pittsburgh
,1,42.448537,48033,['pdb'],-83.261226,8735,US,588,1927,[],21005 Lahser RdBldg 4,5010636,EdgeConneX Detroit (EDCDET01),MI,Southfield
,1,33.729369,30310,['pdb'],-84.420099,8735,US,589,1929,[],1003 Donnelly Ave SW,4180439,EdgeConneX Atlanta (EDCATL01),GA,Atlanta
,1,35.038995,38115,['pdb'],-89.88623,8735,US,1628,1930,[],4005 S Mendenhall Rd,4641239,EdgeConneX Memphis (EDCMEM01),TN,Memphis
LONDEN,1,51.499234,E14 9GE,['pdb'],-0.014255,28858,GB,590,1934,[],1 Harbour Exchange Square,2643743,Arelion London HEX,,London
,4,42.668521,1592,['pdb'],23.395329,2,BG,591,1935,[],"ul. ""5030-ta"" 10Duzhba-1",727011,Equinix SO1 - Sofia,,Sofia
,3,45.38861,35127,['pdb'],11.92851,646,IT,592,1936,[],"Galleria Spagna, 28",3171728,VSIX,PD,Padova
,1,41.85365,60616,['pdb'],-87.618342,10027,US,593,1938,[],350 East Cermak Road,4887398,CME Cermak,IL,Chicago
,1,,1010,['pdb'],,10066,NZ,594,1939,[],60 Airedale Street,2193733,ICONZ House,NI,Auckland
,3,-31.864402,6090,['pdb'],115.895935,7093,AU,595,1940,[],4 Millrose Drive,8504542,NEXTDC P1,WA,Malaga
,1,39.775998,46219,['pdb'],-86.04275,5172,US,596,1941,[],401 N Shadeland Ave.,4259418,Lifeline Eastgate,IN,Indianapolis
MTRLPQ,1,45.497188,H3B 4W8,['pdb'],-73.570471,7030,CA,597,1944,[],1250 Rene Levesque West,6077243,Cologix MTL3,QC,Montreal
,1,45.50234,,['pdb'],-73.567788,7030,CA,1836,1945,[],1155 University St.,6077243,Cologix MTL7,,Montreal
,2,25.775811,33132,['pdb'],-80.192959,8592,US,598,1947,[],36 NE 2nd Street,4164138,Digital Realty MIA (36 NE 2nd St),FL,Miami
,3,37.871339,190 00,['pdb'],23.870251,8592,GR,599,1949,[],Ifestou 76,259251,"Digital Realty Athens Campus (ATH1, ATH2, ATH3)",,Koropi
,2,25.775869,33132,['pdb'],-80.193129,10143,US,600,1955,[],36 NE 2nd St.Suite 520,4164138,South Reach Networks,FL,Miami
,3,-1.34014,,['pdb'],36.896534,20800,KE,601,1964,[],Sameer Business ParkMombasa Road,184745,"Africa Data Centres, Nairobi NBO1",Central Province,Nairobi
,1,5.802659,,['pdb'],-0.094369,33294,GH,1911,1965,[],"Plot No 1, Benin Boulevard, Appolonia Industrial Park, Appolonia CityAccra, Ghana",2306104,MainOne MDXi Accra,,Accra
,1,41.667583,46619-3806,['pdb'],-86.267657,10235,US,1297,1966,[],746 S Arnold St,4926563,Colostore,IN,South Bend
,1,45.50255,,['pdb'],-73.567217,7030,CA,602,1967,[],625 Rene-Levesque Blvd. ,6077243,Cologix MTL1,,Montreal
EDTNAB,1,53.541405,T5J3R8,['pdb'],-113.492601,10236,CA,603,1968,[],Scotia Place II10060 Jasper Ave,5946768,Wolfpaw Edmonton 1,AB,Edmonton
,7,45.478016,20153,['pdb'],9.101828,3172,IT,604,1974,[],Via Caldera 21Building Orange Piastra,3173435,IRIDEOS Avalon Campus,Lombardia,Milano
MCALTX,1,26.201918,78501-4800,['pdb'],-98.231633,10277,US,605,1976,[],422 S 11th St200 S 10th St,4709796,MDC McAllen,TX,McAllen
,4,38.629332,63101,['pdb'],-90.197305,13880,US,606,1978,[],210 N Tucker - Netrality Data Center Meet Me Room210 N Tucker Boulevard,4407066,Netrality St. Louis - 210 N Tucker,MO,St. Louis
,6,,110048,['pdb'],,581,IN,607,1982,[],VSNL ColonyGreater Kailash I,1273294,TATA Communications GK1,Delhi,New Delhi
,5,-37.821681,3207,['pdb'],144.915458,2,AU,608,1988,[],600 Lorimer StreetPort Melbourne,2158177,Equinix ME1/ME2 - Melbourne,Victoria,Melbourne
,1,48.708257,70567,['pdb'],9.171464,28858,DE,609,2000,[],Zettachring 12,2825297,Arelion Stuttgart SGRT/Z,,Stuttgart
,1,19.108487,400079,['pdb'],72.926288,10364,IN,610,2003,[],"Mehra Industrial Estate, Asha Usha Compound,LBS Marg, Vikhroli West",1275339,Netmagic Vikhroli,Maharastra,Mumbai
,3,13.026469,600 028,['pdb'],80.27241,1824,IN,611,2006,[],Bharti Towers101 Santhome High Road,1264527,Bharti Airtel Santhome,,Chennai
EDSNNJ,1,40.521083,08837-3455,['pdb'],-74.347384,8959,US,612,2011,[],3003 Woodbridge Ave,5097529,Iron Mountain Data Center - New Jersey (NJE-1),NJ,Edison
,2,39.759534,46225,['pdb'],-86.170711,13880,US,613,2018,[],701 W. Henry St.,4259418,Netrality - Indy Telcom Center - 701 W. Henry,IN,Indianapolis
,1,42.469879,48034,['pdb'],-83.259651,9314,US,614,2021,[],24660 Lahser Road,5010636,365 Data Centers Detroit (DT1),MI,Southfield
,3,-36.740554,0632,['pdb'],174.728988,19061,NZ,615,2024,[],6 Orbit DriveRosedale,2193733,Datacom - Orbit Data Centre (Auckland),,Auckland
,3,50.445102,01030,['pdb'],30.510193,10512,UA,616,2027,[],9 Leontovicha StreetBuilding 2,703448,9 Leontovicha,,Kiev
,1,46.517316,1005,['pdb'],6.640031,11014,CH,1579,2041,[],Avenue de Rumine 13,2659994,AlpineDC,VD,Lausanne
,1,52.227433,00-686,['pdb'],21.008976,16785,PL,617,2050,[],ul. Barbary 10,756135,Orange Polska // Warszawa,,Warszawa
,1,53.133716,15-087,['pdb'],23.165997,16785,PL,618,2051,[],Ul. Kościelna 10,776069,Orange Polska // Białystok,,Białystok
,1,53.132007,85-667,['pdb'],18.029071,16785,PL,619,2052,[],ul. Chodkiewicza 61,3102014,Orange Polska // Bydgoszcz,,Bydgoszcz
,1,54.377818,80-244,['pdb'],18.608418,16785,PL,620,2055,[],ul. Grunwaldzka 110,3099434,Orange Polska // Gdańsk,,Gdańsk
,1,50.244417,40-506,['pdb'],19.024686,16785,PL,621,2056,[],ul. Francuska 101,3096472,Orange Polska // Katowice,,Katowice
,1,,25-517,['pdb'],,16785,PL,622,2057,[],Al. IX wiekÃ³w Kielc 14,769250,Orange Polska // Kielce,,Kielce
,1,50.072088,31-521,['pdb'],19.956126,16785,PL,623,2058,[],ul. Rakowicka 51,3094802,Orange Polska // Kraków,,Kraków
,1,,20-093,['pdb'],,16785,PL,624,2059,[],ul. ChodÅºki 8/10,765876,Orange Polska // Lublin,,Lublin
,1,51.769225,90-607,['pdb'],19.452131,16785,PL,625,2060,[],Wólczańska 22/26,3093133,Orange Polska // Łódź,,Łódź
,1,53.741309,10-687,['pdb'],20.490974,16785,PL,626,2061,[],ul. Jaroszyka 21,763166,Orange Polska // Olsztyn,,Olsztyn
,1,52.409911,61-743,['pdb'],16.930076,16785,PL,627,2062,[],ul. 23 lutego 26,3088171,Orange Polska // Poznań,,Poznań
,1,,35-001,['pdb'],,16785,PL,628,2063,[],ul. PiÅ‚sudskiego 35,759734,Orange Polska // Rzeszów,,Rzeszów
,1,,70-940,['pdb'],,16785,PL,629,2064,[],ul. NiepodlegÅ‚oÅ›ci 41/42,3083829,Orange Polska // Szczecin,,Szczecin
,1,51.110238,50-155,['pdb'],17.04044,16785,PL,630,2065,[],ul. Purkiniego  2,3081368,Orange Polska // Wrocław,,Wrocław
,1,53.207462,9744 TW,['pdb'],6.473715,4570,NL,631,2066,[],Liverpoolweg 10,2755251,NorthC Groningen 1,Groningen,Groningen
,,-37.736322,3200,['pdb'],175.221186,19061,NZ,632,2069,[],14 Simsey Place,2190324,Datacom - Kapua Data Centre (Hamilton),,Hamilton
,1,37.698641,23005,['pdb'],-77.436436,11475,US,633,2071,[],9680 Atlee Commons Dr.,4744905,Pixel Factory Data Center,VA,Ashland
,1,34.694628,530-0003,['pdb'],135.491429,21868,JP,634,2072,[],"3-1-7 Dojima, Kita-ku, Osaka-shi",1853909,NTT Com OS3 - Osaka (Telepark Dojima Building 3),,Osaka
,1,42.528505,01821,['pdb'],-71.249495,8735,US,635,2073,[],22 Linnell Circle,4930577,EdgeConneX Boston (EDCBOS01),MA,Billerica
,1,30.471969,32303,['pdb'],-84.353232,8735,US,1629,2074,[],1531 Commonwealth Business Dr.Units 404-408,,EdgeConneX Tallahassee (EDCTAL01),FL,Talahassee
,1,37.638915,23228,['pdb'],-77.467703,8735,US,636,2075,[],1450 E Parham RoadSuite 1450,4781708,EdgeConneX Richmond (EDCRIC01),VA,Richmond
,1,30.254238,32216,['pdb'],-81.604183,8735,US,1630,2076,[],6602 Executive Park Court NUnit 105,4160021,EdgeConneX Jacksonville (EDCJAX01),FL,Jacksonville
,2,40.720873,84120,['pdb'],-111.984927,8735,US,637,2077,[],2302 Presidents DriveSuite A/B,5780993,EdgeConneX Salt Lake City (EDCSLC01),UT,Salt Lake City
DNVRCO,1,39.745636,80202-2912,['pdb'],-104.995636,14647,US,638,2079,[],910-15th Street,5419384,910Telecom Denver,CO,Denver
,1,-17.755083,,['pdb'],168.314934,10592,VU,639,2080,[],No2 Area,2135171,Vanuatu Government Datacenter,,Port Vila
SFLDMI,2,42.471634,48075,['pdb'],-83.238056,10627,US,640,2084,[],24700 Northwestern Hwy.,5010636,123.NET - DC1 - 24700 Northwestern Hwy.,MI,Southfield
,1,27.949981,33062,['pdb'],-82.458383,9314,US,641,2086,[],655 North Franklin StSuite 1000,4174757,365 Data Centers Tampa (TA1),FL,Tampa
,1,51.478416,CF10 1XR,['pdb'],-3.180046,791,GB,1837,2090,[],Stadium House5 Park Street,2653822,LINX Wales - BT Stadium House,,Cardiff
,4,-33.357991,8600360,['pdb'],-70.67626,35201,CL,642,2093,[],Santa Marta de Huechuraba 6951Huechuraba,3871336,Cirion Santiago de Chile,RM,Santiago
,3,50.253609,40-069,['pdb'],19.003115,10713,PL,643,2098,[],Adamskiego 7,3096472,4 Data Center,,Katowice
,3,-36.863902,1010,['pdb'],174.764518,10739,NZ,644,2099,[],162 Grafton RoadGrafton,2193733,Data Vault Auckland Data Center,,Auckland
PHLAPAFG,3,39.959889,19108,['pdb'],-75.161752,13880,US,645,2111,[],401 N Broad Street - Netrality Data Center Meet Me Room,4560349,Netrality Philadelphia - 401 N Broad,PA,Philadelphia
,1,-43.546476,8023,['pdb'],172.632978,25226,NZ,646,2120,[],21 Durham street,2192362,Computer Concepts Limited (CCL) Christchurch DC,,Christchurch
,1,-41.280572,,['pdb'],174.778334,18244,NZ,1368,2121,[],70 Featherston St,2179537,Spark Wellington Central (Featherston),,Wellington
,1,,,['pdb'],,10792,NZ,647,2122,[],Cnr Alexander Rd and George Daniels DrTrentham,2179537,Revera Trethem,,Wellington
,1,-22.910096,20210-030,['pdb'],-43.204392,4411,BR,648,2124,[],Av Pesidente Vargas 3131 16 Andar Of 1602,3451190,Teleporto Rio de Janeiro,RJ,Rio de Janeiro
,1,-41.169595,5028,['pdb'],174.825314,27115,NZ,649,2139,[],210 Main RoadTawa,2179537,Plan B Tawa,,Wellington
,1,47.494136,98168,['pdb'],-122.29441,1396,US,1298,2142,[],12101 Tukwila International Blvd.,5814043,Digital Fortress (TUK),WA,Tukwila
,2,-36.74478,0632,['pdb'],174.696796,11004,NZ,650,2148,[],3A William Pickering DriveRosedale,2193733,Albany Data Centre,Auckland,Auckland
,2,48.151421,81243,['pdb'],17.112847,187,SK,651,2150,[],Nám. Slobody 17,3060972,Slovak University of Technology,,Bratislava
,1,48.73265,04001,['pdb'],21.242394,10835,SK,652,2151,[],Boženy Němcovej 3,724443,Technical University Košice,Košice,Košice
,1,18.416016,00920,['pdb'],-66.078878,10842,PR,653,2152,[],1513 Roosevelt Avenue,4568127,Claro Puerto Rico,Puerto Rico,San Juan
DLLSTX,1,32.800748,75207-3134,['pdb'],-96.819412,519,US,654,2157,[],1950 N Stemmons Fwy,4684888,Flexential - Dallas/Downtown (DAL01),TX,Dallas
,1,,,['pdb'],,10879,RW,655,2159,[],Boulevard de L'UmugandaP.O. Box 7229,202061,Telecom House Kigali,,Kigali
,1,53.411858,D15,['pdb'],-6.351995,2,IE,656,2161,[],"Unit 14, Northwest Business ParkBallycoolin",2964574,"Equinix DB4 - Dublin, Ballycoolin",,Dublin
