clli,num_ixs,latitude,zipcode,sources,longitude,pdb_org_id,country,fac_id,pdb_fac_id,alternatenames,address,geo_id,name,state,city
,1,,1001,['pdb'],,14033,AL,913,4508,[],Rruga e Durrësit 219,3183875,RASH - ANIX,Tirana,Tirana
,2,-26.146144,2196,['pdb'],28.036968,1238,ZA,914,4511,[],7 - 9 Keyes DriveRosebank,993800,Internet Solutions Parklands,Gauteng,Johannesburg
ALNAIAE1,1,41.667665,50009,['pdb'],-93.455473,18320,US,1188,4546,[],1435 Northridge Cir,4846757,LightEdge Des Moines 1 (DSM1),IA,Altoona
ALNAIAE2,1,41.666762,50009,['pdb'],-93.455725,18320,US,1189,4547,[],1401 Northridge Cir,4846757,LightEdge Des Moines 2 (DSM2),IA,Altoona
KSCYMOS1,2,39.159195,64161,['pdb'],-94.471237,18320,US,915,4548,[],9050 NE Underground DrivePillar 312,4393217,LightEdge Kansas City Subtropolis (KCI1),MO,Kansas City
,9,59.45716,10133,['pdb'],24.693153,13100,EE,916,4555,[],3R Laevastiku,588409,INFONET DC,Harjumaa,Tallinn
,1,54.723907,LT-06145,['pdb'],25.239697,17337,LT,917,4562,[],J.Baltrusaicio g. 9,593116,Infium Baltic,Vilnius,Vilnius
,2,45.476177,20153,['pdb'],9.103887,1196,IT,918,4566,[],Via Caldera 21Edificio B,3173435,Seeweb Milano Caldera,(MI),Milano
,1,13.824855,10900,['pdb'],100.559536,8538,TH,919,4577,[],Suntowers Building123 Vibhavadi Rangsit 19,7026785,SYMPHONY THAI - IDC BANGKOK,Bangkok,Chatuchak
ELPSTX,1,31.750001,79936,['pdb'],-106.309928,10277,US,1788,4580,[],11455 Cedar Oak Dr,5520993,MDC El Paso,TX,El Paso
,1,40.705781,10004,['pdb'],-74.013972,365,US,920,4582,[],25 Broadway,5128581,Cogent New York 1,NY,New York
,1,,GT,['pdb'],,17983,GT,921,4589,[],Bulevard El NaranjoCondado El Naranjo,3598132,KIO Guatemala 1 (GTM1),Guatemala,Ciudad de Guatemala
,2,39.027202,20166,['pdb'],-77.435827,7625,US,922,4600,[],21350 Pacific Blvd,4787534,CyrusOne Sterling V,VA,Sterling
,1,54.63746,02121,['pdb'],25.306727,18261,LT,923,4615,[],Liepkalnio st. 160C,593116,Baltneta TIER3 Datacenter,,Vilnius
,,54.669364,03209,['pdb'],25.270851,18261,LT,924,4623,[],Paneriu g. 26,593116,Baltneta TIER2 Datacenter,,Vilnius
AMSTNL,7,52.354686,1098 XH,['pdb'],4.958827,2,NL,925,4627,[],Science Park 610,2759794,"Equinix AM4 - Amsterdam, Science Park",NH,Amsterdam
,3,2.917314,63000,['pdb'],101.66188,13425,MY,1442,4639,[],"3rd Floor, West Wing, CSF Computer Exchange 27118 Jalan Impact,",6930887,PLTPRO Data Centre,Selangor,Cyberjaya
,,52.309485,1101 GB,['pdb'],4.935572,18645,NL,926,4687,[],Keienbergweg 22,2759794,Datacenter.com AMS1,,Amsterdam
,3,-27.453902,4006,['pdb'],153.0332,7093,AU,927,4688,[],454 St. Pauls Terrace,6943577,NEXTDC B2,QLD,Fortitude Valley
,1,13.060871,600077,['pdb'],80.133915,10364,IN,928,4701,[],"67, MathiraveduVelappanchavadi Poonamallee high road",1264527,Netmagic Chennai,Tamil Nadu,Chennai
FRNKGE,5,50.097939,65933,['pdb'],8.587964,2,DE,929,4704,[],Lärchenstrasse 110,2925533,"Equinix FR6 - Frankfurt, West",,Frankfurt
,1,41.909377,00155,['pdb'],12.588295,8592,IT,930,4707,[],"282, Via Di Tor Cervara",3169070,Digital Realty (ROM0),,Roma
,2,39.001795,20147,['pdb'],-77.47841,8592,US,931,4745,[],44100 Digital Loudoun PlazaBuilding J,4744870,Digital Realty IAD (44100 Digital Loudoun),VA,Ashburn
,1,39.002814,20147,['pdb'],-77.481851,28929,US,1846,4750,[],43915 Devin Shafron DriveBuilding A,4744870,43915 Devin Shafron,VA,Ashburn
,1,39.002034,20147,['pdb'],-77.483444,8592,US,1847,4751,[],43881 Devin Shafron DriveBuilding B,4744870,Digital Realty IAD (43881 Devin Shafron),VA,Ashburn
,1,39.003285,20147,['pdb'],-77.487214,8592,US,1848,4752,[],43791 Devin Shafron DriveBuilding D,4744870,Digital Realty IAD (43791 Devin Shafron),Va,Ashburn
,1,39.004182,20147,['pdb'],-77.484108,8592,US,1849,4753,[],43830 Devin Shafron DrBuilding F,4744870,Digital Realty IAD (43830 Devin Shafron),Va,Ashburn
,1,39.001795,20147,['pdb'],-77.47841,8592,US,1850,4754,[],44060 Digital Loudoun PlazaBuilding K,4744870,Digital Realty IAD (44060 Digital Loudoun),Va,Ashburn
,2,39.020901,20147,['pdb'],-77.459831,8592,US,1851,4755,[],44490 Chilum Place,4744870,Digital Realty IAD (44490 Chilum),Va,Ashburn
,1,39.020372,20147,['pdb'],-77.459125,8592,US,1852,4756,[],44520 Hastings Drive,4744870,Digital Realty IAD (44520 Hastings),Va,Ashburn
,2,39.017522,20147,['pdb'],-77.465676,8592,US,1853,4757,[],21625 Gresham Drive,4744870,Digital Realty IAD (21625 Gresham),Va,Ashburn
,2,39.014286,20147,['pdb'],-77.466327,8592,US,1854,4758,[],21745 Sir Timothy Drive,4744870,Digital Realty IAD (21745 Sir Timothy),Va,Ashburn
,4,53.410527,L3 8ET,['pdb'],-2.971513,14113,GB,932,4762,[],68-76 Kempston St,2644210,DC02 - The Tapestry,Merseyside,Liverpool
,1,35.221885,28202,['pdb'],-80.835538,8592,US,1912,4770,[],113 North Myers Street,4460243,Digital Realty CLT (113 N Myers St),NC,Charlotte
,2,40.830886,07014,['pdb'],-74.125188,8592,US,933,4773,[],2 Peekay Drive,5096699,Digital Realty EWR (2 Peekay),NJ,Clifton
,1,48.919545,76018,['pdb'],24.707108,18820,UA,934,4780,[],"Sichovuh Striltciv str. 16, app.1A",707471,IF-IX,Ivano-Frankivsk,Ivano-Frankivsk
,6,59.899711,192019,['pdb'],30.401316,17040,RU,935,4782,[],Sedova 11B,498817,Data-Center IMAQLIQ,,St. Petersburg
,1,1.316745,627485,['pdb'],103.701519,10173,SG,936,4788,[],8 Sunview Drive,1880252,Telin-3,,Singapore
,2,50.127174,65936,['pdb'],8.585565,8592,DE,937,4796,[],Wilhelm-Fay-Straße 24,2925533,Digital Realty Frankfurt FRA29-32,Hessia,Frankfurt
,4,14.564484,1209,['pdb'],121.022368,18866,PH,938,4809,[],"VITRO Makati DC Building, 222 Nicanor Garcia St., Barangay Bel-Air",1703417,ePLDT VITRO Makati 2,,Makati City
,3,14.569766,1600,['pdb'],121.068242,18866,PH,939,4810,[],"IDC Building . Danny Floro St.cor C.P Garcia Avenue , Bagong Ilog",7290466,ePLDT VITRO Pasig,,Pasig City
,2,-3.724437,60165-082,['pdb'],-38.481912,9942,BR,940,4816,[],"Avenida da Abolição, 4140 - Mucuripe",3399415,Mob Telecom Fortaleza,CE,Fortaleza
,1,54.611719,02231,['pdb'],25.120764,12713,LT,941,4826,[],J. Tiškevičiaus g. 72,593116,Data Center DATAINN,,Vilnius
,1,33.864976,11-7503,['pdb'],35.562222,14522,LB,942,4833,[],Berytech Technology Pole - ESIB - BeirutMar Roukoz,276781,Berytech Technological Pole,,Beirut
,1,-37.708029,3043,['pdb'],144.875694,7093,AU,943,4843,[],75 Sharps Rd,2145921,NEXTDC M2,Victoria,Tullamarine
,1,13.905154,11120,['pdb'],100.521613,2386,TH,944,4852,[],200 Moo 4 7th fl. Jasmine International Tower Chaengwattana road PakkretJasTel Data Center 200 หมู่ 4 7th fl. อาคารจัสมินอินเตอร์เนชั่นแนล  ตำบล ปากเกร็ด อำเภอ ปากเกร็ด นนทบุรี 11120,1608133,JasTel Data Center,,Nonthaburi
,1,51.407417,5656 AG,['pdb'],5.458918,4570,NL,945,4856,[],High Tech Campus 53,2756253,NorthC Eindhoven 1,Noord-Brabant,Eindhoven
,2,51.875343,3088 GG,['pdb'],4.449031,4570,NL,946,4857,[],Anthony Fokkerweg 40,2747891,NorthC Rotterdam Waalhaven,Zuid-Holland,Rotterdam
,2,40.447968,28022,['pdb'],-3.574684,77,ES,947,4882,[],"Calle Yecora, 4",3117735,Global Switch Madrid,,Madrid
DTSRO,1,44.643943,220226,['pdb'],22.670286,19109,RO,1410,4921,[],Calea Tg. Jiului 35,678817,DROBETA DATACENTER,Mehedinti,Drobeta Turnu Severin
,1,51.373023,04425,['pdb'],12.473685,11700,DE,1645,4924,[],Leipziger Str.116 b,2823836,Datacenter Leipzig - envia TEL GmbH,Saxony,Taucha
,1,38.962883,20170,['pdb'],-77.380442,365,US,1317,4966,[],510 Huntmar Park Dr,4763793,Cogent Herndon,VA,Herndon
,2,51.525318,EC2A 4NW,['pdb'],-0.08416,9411,GB,948,4974,[],Telephone House69-77 Paul Street,2643743,Epsilon Global Hubs London,,London
,1,49.579747,L-1882,['pdb'],6.109837,19224,LU,949,4984,[],"12, impasse Drosbach",2960316,European Data Hub Drosbach DC (DDC),,Luxembourg
,1,-15.594931,78065-345,['pdb'],-56.102861,8641,BR,950,4987,[],Av. Isaac Póvoas 901 sala 201,3465038,PIX Titânia,MT,Cuiabá
,1,35.135366,28273,['pdb'],-80.93693,519,US,951,4998,[],"8910 Lenox Pointe Drive, Suite A",4460243,Flexential - Charlotte/South (CLT1/2/3),NC,Charlotte
,2,35.329674,28262,['pdb'],-80.766017,519,US,952,4999,[],10105 David Taylor Dr,4460243,Flexential - Charlotte/North (CLT4/5),NC,Charlotte
,1,35.84984,27560,['pdb'],-78.829017,519,US,953,5007,[],"5150 McCrimmon Parkway Suite 419,",4480285,Flexential - Raleigh (RAL01/02/03),NC,Morrisville
,2,-4.007796,,['pdb'],39.597553,17852,KE,954,5019,[],Mombasa RoadMiritini,186301,icolo.io Mombasa One (MBA1),Changamwe,Mombasa
,1,16.850614,11051,['pdb'],96.129043,19251,MM,955,5031,[],"Building 17, Ground FloorMICT Park, University Campus",,"True IDC, Yangon, Myanmar",Yangon,Hlaing
,3,1.352088,556741,['pdb'],103.860775,9411,SG,956,5052,[],"New Tech Park, 151 Lorong Chuan",1880252,Epsilon Global Hubs Singapore,,Singapore
,1,22.266098,Chai Wan,['pdb'],114.246512,9411,HK,957,5053,[],399 Chai Wan Rd,1819729,Epsilon Global Hubs Hong Kong,,Hong Kong
,1,47.67585,78467,['pdb'],9.16158,19427,DE,1222,5078,[],Max-Stromeyer-Straße 21-29,2885679,Datacenter Stadtwerk Konstanz,,Konstanz
,1,42.332451,97501,['pdb'],-122.880416,19441,US,1646,5084,[],739 Welch Street,5740099,Data Center West Medford,OR,Medford
,1,35.088555,87102,['pdb'],-106.652284,14515,US,1724,5092,[],505 Marquette Ave NW,5454711,H5 Data Centers Albuquerque,NM,Albuquerque
,2,6.449602,2341,['pdb'],3.588328,33294,NG,958,5094,[],Chief Chuks Ikokwu StreetEti-Osa,2332459,MainOne MDXi Lagos,,Lagos
,1,25.945524,33179,['pdb'],-80.191391,8735,US,1647,5111,[],475 NE 185th St,4164138,EdgeConneX Miami (EDCMIA02),FL,Miami
ORONMEAGN02,1,44.901994,04469,['pdb'],-68.66674,17116,US,959,5113,[],5752 Neville Hall,4974313,University of Maine - Neville Telecom Colo,ME,Orono
,1,-27.60075,88085-150,['pdb'],-48.593722,30098,BR,960,5129,[],"Avenida Patrício Caldeira de Andrada, 1286",3463237,BR.Digital Florianópolis (FNS1),SC,Florianópolis
,1,-15.708703,71736-205,['pdb'],-47.914375,30098,BR,961,5130,[],SIBS - QD.2 - CJ. E LOTE02,3469058,BR.Digital Brasília (BSA2),,Brasília
,1,-25.459035,80220-320,['pdb'],-49.259599,30098,BR,962,5131,[],"Rua Professor Rubens Elke Braga, 107",3464975,BR.Digital Curitiba (CTA1),PR,Curitiba
,1,-23.607136,04565-001,['pdb'],-46.694609,30098,BR,1411,5132,[],"Rua Flórida, 1738 / 2o andar",3448439,BR.Digital São Paulo (SPO1),SP,São Paulo
,1,-3.752937,60411-220,['pdb'],-38.528399,30098,BR,963,5133,[],"Rua Dr. Ratisbona, 75",3399415,BR.Digital Fortaleza (FLA1),CE,Fortaleza
,1,-12.983643,41820-020,['pdb'],-38.453709,30098,BR,964,5134,[],"Av. Tancredo Neves, 1632",3450554,BR.Digital Salvador (SDR1),BA,Salvador
,1,-22.909934,20210-030,['pdb'],-43.204366,30098,BR,965,5135,[],"Av. Pres. Vargas, 3131 / 12o andar",3451190,BR.Digital Rio de Janeiro (RJO1),RJ,Rio de Janeiro
,4,59.934875,191186,['pdb'],30.317676,19532,RU,966,5137,[],"embankment river Moyka, 61",498817,BONCH-IT,Russian Federation,St. Petersburg
,1,33.27485,85286,['pdb'],-111.886948,8592,US,1648,5138,[],2121 South Price Road,5289282,Digital Realty PHX (2121 S Price Rd),Az,Chandler
,1,,61922-120,['pdb'],,7838,BR,967,5140,[],"TV. Francisco Marrocos Portela, 1161 Sl. 01, Alto Alegre I",3395473,Ascenty FTZ1 - Fortaleza,,Maracanaú
,1,0.522265,13831,['pdb'],9.393191,17265,GA,968,5145,[],Angondje,2399697,GABIX POP ACE,Estuaire,Libreville
,1,,13831,['pdb'],,17265,GA,969,5146,[],Boulevard Triomphale,2399697,GABIX POP CT-1,Estuaire,Libreville
,1,,720011,['pdb'],,17448,KG,970,5148,[],"93, Ogonbaeva st.",1528675,KG-IX Bishkek,,Bishkek
,2,,20166,['pdb'],,13077,US,971,5151,[],44874 Moran Road,4787534,QTS Ashburn (IAD2),VA,Sterling
,1,-3.826032,60862-515,['pdb'],-38.539102,18207,BR,972,5176,[],"Av. Presidente Costa e Silva, 4677",3399415,Eletronet - Fortaleza,Ceará,Fortaleza
,1,47.49312,98168,['pdb'],-122.293712,19123,US,973,5183,[],12201 Tukwila International Blvd,5814043,WowRack,WA,Tukwila
,2,32.958748,20147,['pdb'],-96.822079,8592,US,974,5187,[],44274 Round Table Plaza,4744870,Digital Realty IAD (44274 Round Table),Va,Ashburn
,1,,20000,['pdb'],,19614,MA,1190,5195,[],2 Rue Lakarari,2553604,N+ONE DATACENTERS,,Casablanca
,1,33.137525,75013,['pdb'],-96.657906,7625,US,1855,5197,[],840 Allen Commerce Parkway,4670300,CyrusOne Dallas (Allen),TX,Allen
,1,-7.117382,58030-040,['pdb'],-34.856902,2243,BR,975,5210,[],"Av. São Paulo, 1223",3397277,HostDime JPA Brazil DataCenter,,João Pessoa
,1,,4009,['pdb'],,1150,AU,976,5221,[],Cycas Lane,2167978,iseek Eagle Farm,,Eagle Farm
,2,-23.49497,01202-000,['pdb'],-46.811305,12216,BR,977,5226,[],Av. Ceci 1850Tamboré,3470353,Scala Data Centers SGRUTB01,São Paulo,Barueri
,2,-22.908312,20941-140,['pdb'],-43.221504,7015,BR,978,5227,[],"Rua José Eugenio, 29 - São Cristovão",3451190,Datacenter UFINET BRASIL (Novo Teleporto),Rio de Janeiro,Rio de Janeiro
MTRLPQM2,1,45.457686,H4B 3A2,['pdb'],-73.632047,2520,CA,1590,5229,[],"7001, Rue Saint-Jacques",6077243,eStruxture MTL-2,Quebec,Montreal
MTRLPQM3,1,45.56699,J4B 5H3,['pdb'],-73.426622,2520,CA,1591,5230,[],"1350, Rue Nobel",5906267,eStruxture MTL-3,Quebec,Boucherville
,1,,500081,['pdb'],,581,IN,979,5236,[],CFC-1Software Units Layout - Madhapur,1269843,TATA Communications VSB Hyderabad,,Hyderabad
,1,-23.003748,22783-415,['pdb'],-44.537674,1745,BR,980,5254,[],Estrada dos Bandeirantes 12742,,Durand Pix - Globenet RJ,SP,Rio de Janeiro
,1,-7.117801,58030-330,['pdb'],-34.85349,8938,BR,981,5258,[],"Av. Piauí, 207 Bairro dos Estados",3397277,PIX ANID - João Pessoa,Paraíba,João Pessoa
,1,,58416-195,['pdb'],,8938,BR,982,5259,[],"R.  Ferroviária S/N , Quarenta",3403642,PIX ANID - Campina Grande,Paraíba,Campina Grande
,1,-23.313586,86010-000,['pdb'],-51.161235,8841,BR,983,5260,[],Rua Prof. João Candido 555,3458449,Internet by Sercomtel S.A.,Paraná,Londrina
,1,30.065987,77388,['pdb'],-95.459024,19036,US,1318,5268,[],2626 Spring Cypress Road,4733624,TRG Datacenters,TX,Spring
,1,-29.686585,93510-360,['pdb'],-51.129226,9404,BR,984,5273,[],"Rua Gomes Portinho, 17",3456068,Leovin Internet - Novo Hamburgo,Rio Grande do Sul,Novo Hamburgo
,1,50.928065,6199 AE,['pdb'],5.781152,19759,NL,1494,5276,[],Amerikalaan 35,2751283,ENGIE Cofely (Maastricht-Airport),,Maastricht
,1,-22.904245,13010-050,['pdb'],-47.057493,2374,BR,985,5277,[],"Rua Conceição, 233 - Sala 2713",3467865,FasterNet Campinas,SP,Campinas
,2,-33.448022,8340519,['pdb'],-70.848318,2,CL,986,5295,[],"Avenida los Vientos, 20239Ciudad de los Valles",3871336,Equinix ST1/ST2 - Santiago,,Santiago
,2,-33.444436,8340518,['pdb'],-70.655821,19802,CL,987,5301,[],Av. Libertador Bernardo O’Higgins 1409,3871336,entel - CNT (torre entel),RM,Santiago
,1,,181-0013,['pdb'],,18350,JP,988,5302,[],"NTT DATA Mitaka Bldg EAST5-1-34, Shimorenjyaku, Mitaka-shi",1850147,NTT DATA Mitaka DataCenter EAST,,Tokyo
,1,-3.734787,60182-330,['pdb'],-38.458008,3855,BR,989,5304,[],Rua Raimundo Esteves 333Praia do Futuro,3399415,Globenet Fortaleza CLS,CE,Fortaleza
,1,-27.600595,88040900,['pdb'],-48.519641,7146,BR,990,5327,[],Universidade Federal de Santa CatarinaCampus Universitário - Trindade - PoP-SC/RNP,3463237,RNP/POP-SC,Santa Catarina,Florianópolis
,1,29.9358,77032,['pdb'],-95.36435,2,US,991,5334,[],1515 Aldine Meadows Road,4699066,Equinix HO1 - Houston,TX,Houston
,1,-23.404718,87020-900,['pdb'],-51.939992,10130,BR,992,5340,[],"Av. Colombo, 5790bloco P03-NPD",3457671,Universidade Estadual de Maringá,Paraná,Maringá
,1,59.072683,4159,['pdb'],5.763059,8294,NO,1191,5343,[],Hodneveien 240,,DC1-Stavanger,,Rennesøy
,1,-8.057746,50070-040,['pdb'],-34.890139,10399,BR,993,5345,[],"Rua da Soledade, 293 | Boa Vista Recife - PERua Domingos José Martins, 75 Sl. 102 Recife - PE",3390760,SMART NETWORKS,PERNAMBUCO,RECIFE
,1,-2.507399,65074115,['pdb'],-44.241686,14143,BR,994,5349,[],"Av Daniel de La Touche, Edifício Mocelin Tower, 1 Andar",3388368,Wiki Telecom,Maranhao,São Luis
,1,-20.809693,15015-050,['pdb'],-49.382787,8123,BR,995,5350,[],"Rua Jorge Tibiriça, 2728 - 10º Andar",3448639,IFTNET Telecom,São Paulo,São José do Rio Preto
,2,-12.099418,15047,['pdb'],-77.021441,1273,PE,996,5354,[],114 Golondrinas,,"IPTP, San Isidro, Lima, Peru",Metropolitan Municipality of Lima,San Isidro Lima
,1,49.091741,76344,['pdb'],8.428385,11109,DE,1192,5355,[],Gebäude 441Hermann-von-Helmholtz-Platz 1,2933101,Steinbuch Centre for Computing - KIT CN,Baden-Württemberg,Eggenstein-Leopoldshafen
,1,49.011213,76131,['pdb'],8.416388,11109,DE,1193,5357,[],Straße am Forum 2,2892794,KIT-Bibliothek Süd,Baden-Württemberg,Karlsruhe
,1,-33.418421,0000,['pdb'],-70.599568,14704,CL,997,5360,[],El Bosque Sur 90Las Condes,3871336,IFX Santiago,RM,Santiago
,1,51.058074,51381,['pdb'],7.020473,19800,DE,998,5362,[],Dornierstr. 10,2878234,Datacenter One LEV1,Nordrhein-Westfalen,Leverkusen
,2,38.778046,20109,['pdb'],-77.547069,8959,US,999,5373,[],11680 Hayden Road,4771401,Iron Mountain Data Center - Manassas (VA-1),VA,Manassas
,2,,22775-020,['pdb'],,31448,BR,1000,5375,[],"Rua Vargem Grande, 100 - Jacarepaguá(em frente ao Hospital Sarah Kubitschek)",3451190,Elea RJO1 - Rio de Janeiro,RJ,Rio de Janeiro
,2,45.706417,24036,['pdb'],9.590141,17543,IT,1001,5381,[],Via San Clemente 53,3170218,Aruba IT3 - Milan PSP,BG,Ponte San Pietro
,1,-23.646549,04.756-010,['pdb'],-46.717418,9545,BR,1319,5386,[],Rua José Abrantes 186,3448439,DC MATRIX INTERNET S.A,São Paulo,São Paulo
,3,52.282192,1119NR,['pdb'],4.772861,19952,NL,1320,5426,[],Capronilaan 2,2747542,maincubes AMS01,,Schiphol-Rijk
,3,50.1093,63067,['pdb'],8.74229,23079,DE,1002,5427,[],Goethering 29,2857807,maincubes FRA01,,Offenbach
,1,41.870905,60607,['pdb'],-87.640153,16352,US,1223,5434,[],840 S. Canal Street,4887398,Serverfarm CH1 Chicago,IL,Chicago
,1,-5.837437,59064-520,['pdb'],-35.213605,2130,BR,1003,5453,[],"Rua Sen. Jose Ferreira de Souza, 1916 Candelaria",3394023,Cabo Telecom - Natal,RN,Natal
,1,59.172097,3241,['pdb'],10.208795,14702,NO,1004,5463,[],Klinestadmoen 10,3140390,Terrahost K10 Sandefjord,Vestfold og Telemark,Sandefjord
RSTNVA31,2,38.948941,20191-3415,['pdb'],-77.371495,34,US,1224,5467,[],12369 Sunrise Valley Dr,4781530,CoreSite - Reston (VA3),VA,Reston
,1,43.857761,71000,['pdb'],18.397755,20221,BA,1443,5476,[],"Zmaja od Bosne 8, objekat 33",3191281,UTIC/ University of Sarajevo,,Sarajevo
,1,51.118427,010000,['pdb'],71.436144,16055,KZ,1005,5509,[],Kuishi Dina 16,1526273,KAZ-GOV-IX,Astana,Astana
,1,,03641444,['pdb'],,19495,LB,1006,5514,[],3rd Fl Younis BldgSami Solh,276781,LBIX Data Center,,Beirut
,4,59.938433,0598,['pdb'],10.834971,8545,NO,1007,5518,[],Hans Møller Gasmanns vei 9,3143244,Bulk Oslo Internet Exchange - OS-IX,,Oslo
,2,58.257573,4715,['pdb'],7.889861,8545,NO,1008,5520,[],Stølevegen 39,3143021,Bulk Norway Data Center Campus - N01,,Øvrebø
,1,-22.906079,20010-020,['pdb'],-43.176818,8873,BR,1412,5533,[],Rua São Jose 90,3451190,Mundivox do Brasil,RJ,Rio de Janeiro
,8,59.40984,164 40,['pdb'],17.949268,6613,SE,1009,5544,[],Torshamnsgatan 48,2700791,Obe Kista Gate,,Kista
,1,16.535323,522002,['pdb'],80.593028,19691,IN,1010,5546,[],"Plot No. 86&88Housing Board, Nallapadu",1270668,Fastcom DC Facility - 1,Andhra Pradesh,Guntur
,3,28.624843,201301,['pdb'],77.376152,10364,IN,1011,5554,[],"H223, Sector 63",7279746,Netmagic Noida,Uttar Pradesh,Noida
,1,45.340247,K2K 0G7,['pdb'],-75.910181,6812,CA,1012,5555,[],390 March RoadSuite 108,6094817,PureColo Datacentre Ottawa,Ontario,Ottawa
,1,42.004837,1000,['pdb'],21.409796,19667,MK,1013,5574,[],"""Rugjer Boshkovikj"" 16P.O. Box 393",785842,Faculty of Computer Science and Engineering,,Skopje
,1,41.992641,1000,['pdb'],21.428031,19667,MK,1014,5575,[],blvd. Goce Delcev 9,785842,Ss. Cyril and Methodius University - Rectorate,,Skopje
,3,1.462955,80300,['pdb'],103.771729,21175,MY,1015,5582,[],"Level 16, Menara MSC Cyberport,5, Jalan Bukit Meldrum, Tanjung Puteri",1732752,Open DC JB1 - Menara MSC Cyberport,Johor,Johor Bahru
,1,51.046944,T2P 3G2,['pdb'],-114.068889,15261,CA,1016,5592,[],330 - 840 7th Ave SW,5913490,Arrow Calgary DC1,AB,Calgary
JCVLFLJB,1,30.331375,32202,['pdb'],-81.662322,20597,US,1017,5617,[],421 W Church St.,4160021,JAX NAP,FL,Jacksonville
,2,-7.273023,60271,['pdb'],112.74282,20755,ID,1018,5642,[],"Gedung Intiland, Jl. Panglima Sudirman No.101-103Embong Kaliasin, Genteng",1625822,Omadata Data Center,Jawa Timur,Surabaya
,1,1.435272,79250,['pdb'],103.598682,329,MY,1019,5643,[],Iskandar Puteri Core Data Centre,,"TM ONE IPDC, Johore",Johore Bahru,Iskandar Puteri
,1,,63000,['pdb'],,329,MY,1020,5655,[],Lingkaran Teknokrat Timur,6930887,"TM ONE KVDC, Cyberjaya",Selangor,Cyberjaya
,5,-6.253714,12760,['pdb'],106.832834,20752,ID,1021,5657,[],"Jl. Duren Tiga Raya No.7HDuren Tiga, Pancoran",,IDC 3D,DKI Jakarta,Jakarta Selatan
,1,1.130877,29461,['pdb'],104.057849,20752,ID,1022,5658,[],Sumatera Cytech Building 4th Fl.Jl. Engku Putri Street Kav. 1,6295587,IDC Batam,Kepulauan Riau,Batam
,,-5.134783,90113,['pdb'],119.414281,20752,ID,1725,5659,[],Gedung Menara Bosowa 6th Fl.Jl. Jenderal Sudirman No.5,1622786,IDC Makassar,Sulawesi Selatan,Makassar
,1,47.187361,CH,['pdb'],8.478915,4257,CH,1023,5664,[],Hinterbergstrasse 28,2658483,DATAWIRE ZG01,Zug,Steinhausen
,1,48.124785,35510,['pdb'],-1.627098,4810,FR,1024,5670,[],2 Rue du Clos Courtel,3027767,TDF ProxiCenter Rennes Cesson,France,Cesson-Sévigné
,4,13.725487,10500,['pdb'],100.515704,6947,TH,1025,5673,[],"72, Charoenkrung Road,Si Phraya (Sub-district), Bang-rak (District)",1609350,NT Bangrak Tower,,Bangkok
,1,13.86645,11000,['pdb'],100.516202,6947,TH,1026,5674,[],"299 Tiwanon Road, Bangkasor,Mueang Nonthaburi District,",1608133,NT Nonthaburi Telecommunication Center,,Nonthaburi
,1,,97150,['pdb'],,20753,MF,1375,5675,[],Galisbay,3578851,GCN Galisbay,,Marigot
,2,25.074213,114,['pdb'],121.576784,8554,TW,1321,5678,[],"No. 37  Lane 188, Ruiguang Rd. Nei-hu Dist.",1668341,Chief HD Building Taipei,TW,Taipei
OKCYOKWE,1,35.466482,73127,['pdb'],-97.649302,19739,US,1726,5693,[],"7725 W Reno Ave, Ste #304",4544349,RACK59 Data Center,OK,Oklahoma City
,2,53.294646,D24 E180,['pdb'],-6.41635,117,IE,1027,5708,[],4029 Kingswood RoadCitywest Business Campus,2964574,BT Citywest Data Centre,,Dublin
VANCBCV1,2,49.264902,V5T 1M4,['pdb'],-123.103739,2520,CA,1413,5712,[],55 East 7th Ave,6173331,eStruxture VAN-1,British-Columbia,Vancouver
,2,-34.037364,,['pdb'],18.477196,20800,ZA,1028,5716,[],"108 De Waal RdElfindale, Diep River",3369157,"Africa Data Centres, Cape Town CPT1",Western Cape,Cape Town
,2,-26.010556,,['pdb'],28.118946,20800,ZA,1029,5719,[],401 Old Pretoria Main RoadHalfway House,1105776,"Africa Data Centres, Johannesburg JHB1",Gauteng,Midrand
,1,47.357522,9056,['pdb'],9.447772,20841,CH,1030,5736,[],Forren 8,2660681,Rechenzentrum Ostschweiz,AR,Gais
,1,-26.905736,89030903,['pdb'],-49.079004,20885,BR,1031,5744,[],"Rua Antônio da Veiga, 140",3469968,FURB-IX Datacenter,Santa Catarina,Blumenau
,1,21.334443,96707,['pdb'],-158.08691,20853,US,1032,5745,[],91340 Farrington Highway,6957263,Hawaii Pacific Teleport,HI,Kapolei
,,-31.949601,6004,['pdb'],115.877175,2,AU,1034,5755,[],3 Tully Rd,8335007,Equinix PE1 - Perth,WA,East Perth
TTPL,1,27.427781,11001,['pdb'],89.650988,20974,BT,1035,5806,[],Thimphu TechparkWangchuktaba,1252416,Thimphu Techpark,Thimphu,Thimphu
,4,14.55664,4116,['pdb'],121.017899,16825,PH,1036,5817,[],"ZDRC TechnoHub Center Purificacion Street, Brgy 115600 South Superhighway corner, Arellano St, Makati, 1235 Metro Manila",1717087,Total Information Management Corp. Carmona,Cavite,Carmona
,1,,656000,['pdb'],,12666,RU,1037,5818,[],"Anatoliya 136V St53.332231, 83.776005",1510853,Milecom Barnaul,,Barnaul
